siteid,sitename,datacreationdate,aqi,status,level_0,co,index,no,no2,o3,pm10,pm2.5,so2
33,Changhua,2024-05-30 20:00,54,Moderate,,0.22,,1.3,,35.3,21.0,,0.5
32,Xitun,2024-05-30 20:00,51,Moderate,,0.24,,0.7,,31.6,19.0,,0.9
31,Zhongming,2024-05-30 20:00,35,Good,,0.26,,0.7,,30.4,21.0,,1.2
30,Dali,2024-05-30 20:00,47,Good,,0.39,,1.2,,21.3,15.0,,1.4
29,Shalu,2024-05-30 20:00,49,Good,,0.31,,0.2,,32.0,33.0,,1.1
28,Fengyuan,2024-05-30 20:00,54,Moderate,,0.22,,1.0,,22.9,16.0,,0.7
27,Sanyi,2024-05-30 20:00,48,Good,,0.17,,1.0,,30.9,13.0,,0.6
26,Miaoli,2024-05-30 20:00,50,Good,,0.23,,1.2,,33.6,25.0,,0.9
25,Toufen,2024-05-30 20:00,46,Good,,0.26,,1.4,,40.6,26.0,,1.4
24,Hsinchu,2024-05-30 20:00,44,Good,,0.28,,0.8,,42.9,15.0,,1.0
23,Zhudong,2024-05-30 20:00,54,Moderate,,0.34,,0.4,,21.5,23.0,,2.8
22,Hukou,2024-05-30 20:00,55,Moderate,,0.23,,0.5,,35.1,27.0,,3.4
21,Longtan,2024-05-30 20:00,52,Moderate,,0.4,,0.3,,25.7,32.0,,1.2
20,Pingzhen,2024-05-30 20:00,43,Good,,0.4,,0.1,,18.7,31.0,,2.0
19,Guanyin,2024-05-30 20:00,35,Good,,0.19,,0.1,,34.1,18.0,,2.2
18,Dayuan,2024-05-30 20:00,34,Good,,0.36,,1.3,,21.1,26.0,,2.2
17,Taoyuan,2024-05-30 20:00,40,Good,,0.39,,0.9,,26.6,26.0,,1.5
16,Datong,2024-05-30 20:00,51,Moderate,,1.18,,14.6,,11.0,19.0,,1.8
15,Songshan,2024-05-30 20:00,42,Good,,0.57,,9.1,,12.1,22.0,,0.6
14,Guting,2024-05-30 20:00,35,Good,,0.45,,1.6,,17.3,17.0,,0.7
13,Wanhua,2024-05-30 20:00,47,Good,,0.55,,1.6,,18.3,21.0,,0.5
12,Zhongshan,2024-05-30 20:00,51,Moderate,,0.86,,7.5,,10.2,20.0,,0.7
11,Shilin,2024-05-30 20:00,38,Good,,0.34,,1.0,,17.0,27.0,,0.9
10,Tamsui,2024-05-30 20:00,45,Good,,0.25,,1.3,,17.5,28.0,,3.6
9,Linkou,2024-05-30 20:00,38,Good,,0.24,,7.0,,31.5,30.0,,1.3
8,Cailiao,2024-05-30 20:00,35,Good,,0.41,,1.3,,23.5,23.0,,1.1
7,Xinzhuang,2024-05-30 20:00,38,Good,,0.48,,0.3,,18.2,13.0,,0.8
6,Banqiao,2024-05-30 20:00,42,Good,,0.58,,0.9,,20.2,22.0,,2.3
5,Tucheng,2024-05-30 20:00,55,Moderate,,0.65,,1.8,,7.9,28.0,,1.8
4,Xindian,2024-05-30 20:00,38,Good,,0.38,,1.7,,18.6,18.0,,0.9
3,Wanli,2024-05-30 20:00,35,Good,,0.24,,1.7,,14.4,18.0,,0.2
2,Xizhi,2024-05-30 20:00,51,Moderate,,0.6,,14.7,,1.1,23.0,,1.8
1,Keelung,2024-05-30 20:00,28,Good,,0.48,,4.8,,3.3,20.0,,1.2
313,Pingtung（fangshan）,2024-05-30 19:00,33,Good,,0.09,,0.0,,35.1,19.0,,0.0
312,Taichung（Rilana Elementary）,2024-05-30 19:00,48,Good,,0.05,,0.2,,41.3,40.0,,0.5
311,New Taipei(Shulin),2024-05-30 19:00,52,Moderate,,0.47,,1.8,,13.8,22.0,,2.7
204,Pingtung（Liuqiu）,2024-05-30 19:00,28,Good,,0.11,,1.3,,30.6,9.0,,0.7
203,Tainan（Madou）,2024-05-30 19:00,31,Good,,0.17,,1.2,,26.3,15.0,,0.4
202,Kaohsiung（Hunei）,2024-05-30 19:00,23,Good,,0.18,,2.6,,19.9,15.0,,0.5
201,Changhua（Yuanlin）,2024-05-30 19:00,46,Good,,0.28,,0.9,,31.6,26.0,,2.2
85,Dacheng,2024-05-30 19:00,51,Moderate,,0.1,,0.6,,35.1,19.0,,1.0
84,FugueiCape,2024-05-30 19:00,43,Good,,0.13,,0.1,,36.8,26.0,,0.2
83,Mailiao,2024-05-30 19:00,45,Good,,0.17,,0.0,,26.6,17.0,,1.2
80,Guanshan,2024-05-30 19:00,28,Good,,0.12,,0.3,,23.4,6.0,,0.6
78,Magong,2024-05-30 19:00,40,Good,,0.18,,1.3,,31.7,4.0,,1.0
77,Kinmen,2024-05-30 19:00,77,Moderate,,0.37,,0.5,,39.4,38.0,,1.7
75,Matsu,2024-05-30 19:00,47,Good,,0.18,,0.5,,44.6,19.0,,0.7
72,Puli,2024-05-30 19:00,47,Good,,0.32,,1.6,,27.4,15.0,,1.0
71,Fuxing,2024-05-30 19:00,25,Good,,0.33,,2.7,,17.4,12.0,,2.2
70,Yonghe,2024-05-30 19:00,35,Good,,0.82,,7.6,,16.6,13.0,,0.8
69,Zhushan,2024-05-30 19:00,45,Good,,0.21,,0.5,,26.2,13.0,,1.1
68,Zhongli,2024-05-30 19:00,52,Moderate,,1.08,,22.9,,11.7,19.0,,1.8
67,Sanchong,2024-05-30 19:00,60,Moderate,,2.07,,77.7,,5.3,20.0,,1.2
66,Dongshan,2024-05-30 19:00,38,Good,,0.21,,1.1,,36.4,20.0,,0.5
65,Yilan,2024-05-30 19:00,43,Good,,0.2,,0.4,,39.6,18.0,,0.9
64,Yangming,2024-05-30 19:00,28,Good,,0.16,,0.5,,19.7,10.0,,1.0
63,Hualien,2024-05-30 19:00,32,Good,,0.27,,0.7,,24.4,14.0,,0.3
62,Taitung,2024-05-30 19:00,29,Good,,0.3,,2.3,,24.8,7.0,,0.3
61,Hengchun,2024-05-30 19:00,31,Good,,0.1,,0.6,,31.9,9.0,,0.6
60,Chaozhou,2024-05-30 19:00,29,Good,,0.11,,0.2,,27.9,13.0,,0.9
59,Pingtung,2024-05-30 19:00,27,Good,,0.28,,0.8,,25.6,13.0,,0.5
58,Xiaogang,2024-05-30 19:00,29,Good,,0.5,,1.2,,22.7,11.0,,3.7
57,Qianzhen,2024-05-30 19:00,32,Good,,0.7,,6.6,,14.4,12.0,,2.5
56,Qianjin,2024-05-30 19:00,22,Good,,0.16,,0.5,,21.2,11.0,,1.2
54,Zuoying,2024-05-30 19:00,30,Good,,0.25,,0.7,,22.1,14.0,,1.6
53,Nanzi,2024-05-30 19:00,24,Good,,0.28,,0.8,,24.0,17.0,,0.6
52,Linyuan,2024-05-30 19:00,31,Good,,0.1,,0.7,,33.8,21.0,,0.8
51,Daliao,2024-05-30 19:00,27,Good,,0.12,,0.3,,28.4,21.0,,0.3
50,Fengshan,2024-05-30 19:00,25,Good,,0.38,,1.3,,22.8,18.0,,1.3
49,Renwu,2024-05-30 19:00,28,Good,,0.28,,1.0,,27.0,7.0,,
48,Qiaotou,2024-05-30 19:00,24,Good,,0.39,,0.5,,20.5,33.0,,1.5
47,Meinong,2024-05-30 19:00,31,Good,,0.13,,1.3,,31.0,17.0,,0.7
46,Tainan,2024-05-30 19:00,34,Good,,0.28,,0.9,,25.3,19.0,,1.2
45,Annan,2024-05-30 19:00,34,Good,,0.32,,2.6,,24.0,22.0,,1.2
44,Shanhua,2024-05-30 19:00,31,Good,,0.09,,1.2,,27.6,14.0,,0.2
43,Xinying,2024-05-30 19:00,39,Good,,0.19,,0.9,,30.1,15.0,,0.1
42,Chiayi,2024-05-30 19:00,43,Good,,0.19,,0.8,,33.4,17.0,,1.3
41,Taixi,2024-05-30 19:00,47,Good,,0.11,,1.0,,31.3,16.0,,1.3
40,Puzi,2024-05-30 19:00,34,Good,,0.27,,2.4,,34.0,22.0,,1.2
39,Xingang,2024-05-30 19:00,43,Good,,0.18,,1.3,,39.0,15.0,,0.9
38,Lunbei,2024-05-30 19:00,41,Good,,0.17,,1.0,,34.5,13.0,,0.8
37,Douliu,2024-05-30 19:00,43,Good,,0.27,,1.3,,34.5,23.0,,1.7
36,Nantou,2024-05-30 19:00,45,Good,,0.21,,1.1,,25.6,14.0,,0.5
35,Erlin,2024-05-30 19:00,51,Moderate,,0.16,,1.7,,37.7,17.0,,0.7
34,Xianxi,2024-05-30 19:00,50,Good,,0.19,,1.4,,35.4,11.0,,0.5
33,Changhua,2024-05-30 19:00,67,Moderate,,0.19,,1.7,,39.0,20.0,,0.4
32,Xitun,2024-05-30 19:00,64,Moderate,,0.21,,0.8,,37.5,22.0,,1.1
31,Zhongming,2024-05-30 19:00,37,Good,,0.29,,1.0,,31.4,18.0,,1.2
30,Dali,2024-05-30 19:00,58,Moderate,,0.28,,0.6,,26.8,14.0,,1.6
29,Shalu,2024-05-30 19:00,58,Moderate,,0.27,,0.3,,40.6,31.0,,1.2
28,Fengyuan,2024-05-30 19:00,71,Moderate,,0.22,,1.0,,35.2,20.0,,0.8
27,Sanyi,2024-05-30 19:00,51,Moderate,,0.19,,1.2,,37.7,18.0,,0.8
26,Miaoli,2024-05-30 19:00,67,Moderate,,0.22,,1.0,,40.4,20.0,,1.2
25,Toufen,2024-05-30 19:00,50,Good,,0.27,,1.5,,39.4,26.0,,1.3
24,Hsinchu,2024-05-30 19:00,47,Good,,0.34,,0.7,,35.7,23.0,,3.9
23,Zhudong,2024-05-30 19:00,58,Moderate,,0.31,,0.5,,30.1,21.0,,0.1
22,Hukou,2024-05-30 19:00,54,Moderate,,0.24,,0.8,,33.9,24.0,,6.7
21,Longtan,2024-05-30 19:00,49,Good,,0.32,,0.4,,35.4,25.0,,1.4
20,Pingzhen,2024-05-30 19:00,38,Good,,0.35,,0.2,,23.6,28.0,,0.7
19,Guanyin,2024-05-30 19:00,51,Moderate,,0.22,,0.5,,31.8,21.0,,21.4
18,Dayuan,2024-05-30 19:00,36,Good,,0.36,,1.8,,26.0,28.0,,2.1
17,Taoyuan,2024-05-30 19:00,52,Moderate,,0.49,,1.9,,12.0,29.0,,2.0
16,Datong,2024-05-30 19:00,48,Good,,1.41,,20.6,,14.0,21.0,,1.8
15,Songshan,2024-05-30 19:00,36,Good,,0.47,,6.1,,17.5,13.0,,0.2
14,Guting,2024-05-30 19:00,38,Good,,0.45,,1.6,,24.8,11.0,,0.4
13,Wanhua,2024-05-30 19:00,42,Good,,0.64,,1.7,,21.2,21.0,,0.6
12,Zhongshan,2024-05-30 19:00,52,Moderate,,0.84,,13.7,,11.4,14.0,,1.0
11,Shilin,2024-05-30 19:00,35,Good,,0.35,,1.1,,21.0,23.0,,0.5
10,Tamsui,2024-05-30 19:00,42,Good,,0.26,,2.5,,21.2,27.0,,2.9
9,Linkou,2024-05-30 19:00,40,Good,,0.18,,0.6,,36.3,13.0,,0.9
8,Cailiao,2024-05-30 19:00,38,Good,,0.48,,1.1,,25.6,18.0,,0.9
7,Xinzhuang,2024-05-30 19:00,40,Good,,0.55,,3.3,,18.7,13.0,,0.7
6,Banqiao,2024-05-30 19:00,41,Good,,0.55,,1.3,,24.1,17.0,,1.0
5,Tucheng,2024-05-30 19:00,51,Moderate,,0.65,,1.5,,16.3,28.0,,2.3
4,Xindian,2024-05-30 19:00,42,Good,,0.39,,1.6,,27.4,13.0,,0.6
3,Wanli,2024-05-30 19:00,39,Good,,0.29,,1.6,,18.9,27.0,,0.4
2,Xizhi,2024-05-30 19:00,52,Moderate,,0.44,,3.6,,8.9,27.0,,4.0
1,Keelung,2024-05-30 19:00,27,Good,,0.47,,5.2,,5.1,19.0,,1.4
313,Pingtung（fangshan）,2024-05-30 18:00,33,Good,,0.09,,0.1,,36.0,14.0,,0.0
312,Taichung（Rilana Elementary）,2024-05-30 18:00,50,Good,,0.1,,0.3,,43.4,32.0,,0.6
311,New Taipei(Shulin),2024-05-30 18:00,49,Good,,0.41,,1.5,,16.8,23.0,,5.9
204,Pingtung（Liuqiu）,2024-05-30 18:00,27,Good,,0.1,,1.2,,30.2,10.0,,0.7
203,Tainan（Madou）,2024-05-30 18:00,32,Good,,0.19,,1.9,,32.4,22.0,,0.0
202,Kaohsiung（Hunei）,2024-05-30 18:00,26,Good,,0.26,,2.9,,24.2,16.0,,1.2
201,Changhua（Yuanlin）,2024-05-30 18:00,52,Moderate,,0.39,,5.8,,25.8,22.0,,1.8
85,Dacheng,2024-05-30 18:00,64,Moderate,,0.09,,0.5,,43.0,18.0,,1.0
84,FugueiCape,2024-05-30 18:00,44,Good,,0.14,,0.2,,42.9,39.0,,0.2
83,Mailiao,2024-05-30 18:00,49,Good,,0.15,,1.1,,28.5,11.0,,1.2
80,Guanshan,2024-05-30 18:00,30,Good,,0.15,,0.4,,,4.0,,0.4
78,Magong,2024-05-30 18:00,42,Good,,0.23,,1.9,,31.6,7.0,,1.1
77,Kinmen,2024-05-30 18:00,72,Moderate,,0.35,,0.5,,46.7,37.0,,1.7
75,Matsu,2024-05-30 18:00,47,Good,,0.18,,0.5,,50.5,24.0,,0.9
72,Puli,2024-05-30 18:00,50,Good,,0.25,,1.5,,38.6,20.0,,1.0
71,Fuxing,2024-05-30 18:00,23,Good,,0.33,,3.1,,22.1,15.0,,1.8
70,Yonghe,2024-05-30 18:00,43,Good,,0.89,,7.4,,18.8,11.0,,0.7
69,Zhushan,2024-05-30 18:00,53,Moderate,,0.16,,0.8,,31.8,10.0,,1.2
68,Zhongli,2024-05-30 18:00,55,Moderate,,1.14,,27.7,,12.8,27.0,,1.7
67,Sanchong,2024-05-30 18:00,56,Moderate,,1.21,,50.4,,11.6,22.0,,0.8
66,Dongshan,2024-05-30 18:00,39,Good,,0.26,,2.3,,35.0,23.0,,0.5
65,Yilan,2024-05-30 18:00,44,Good,,0.23,,0.5,,41.2,22.0,,0.9
64,Yangming,2024-05-30 18:00,29,Good,,0.15,,0.7,,30.2,10.0,,0.9
63,Hualien,2024-05-30 18:00,33,Good,,0.27,,1.2,,27.6,42.0,,0.6
62,Taitung,2024-05-30 18:00,31,Good,,0.34,,2.9,,25.3,7.0,,0.2
61,Hengchun,2024-05-30 18:00,31,Good,,0.1,,0.7,,34.7,20.0,,0.6
60,Chaozhou,2024-05-30 18:00,29,Good,,0.09,,0.2,,30.2,12.0,,0.9
59,Pingtung,2024-05-30 18:00,28,Good,,0.25,,1.1,,27.0,17.0,,0.6
58,Xiaogang,2024-05-30 18:00,31,Good,,0.44,,2.2,,24.1,19.0,,5.4
57,Qianzhen,2024-05-30 18:00,27,Good,,0.51,,6.5,,20.2,21.0,,1.6
56,Qianjin,2024-05-30 18:00,23,Good,,0.13,,1.2,,25.1,17.0,,1.6
54,Zuoying,2024-05-30 18:00,32,Good,,0.23,,1.4,,25.6,14.0,,1.5
53,Nanzi,2024-05-30 18:00,24,Good,,0.24,,1.4,,26.4,22.0,,0.5
52,Linyuan,2024-05-30 18:00,31,Good,,0.11,,0.9,,34.1,20.0,,0.8
51,Daliao,2024-05-30 18:00,27,Good,,0.12,,0.9,,29.0,17.0,,0.3
50,Fengshan,2024-05-30 18:00,26,Good,,0.43,,1.7,,25.5,25.0,,1.6
49,Renwu,2024-05-30 18:00,29,Good,,0.24,,1.2,,30.7,11.0,,0.0
48,Qiaotou,2024-05-30 18:00,26,Good,,0.35,,1.0,,24.2,14.0,,1.5
47,Meinong,2024-05-30 18:00,33,Good,,0.11,,1.2,,33.0,15.0,,0.7
46,Tainan,2024-05-30 18:00,36,Good,,0.28,,1.1,,31.6,21.0,,1.5
45,Annan,2024-05-30 18:00,37,Good,,0.29,,3.3,,29.3,26.0,,0.8
44,Shanhua,2024-05-30 18:00,35,Good,,0.11,,1.3,,33.4,18.0,,0.8
43,Xinying,2024-05-30 18:00,42,Good,,0.25,,0.9,,38.7,17.0,,0.3
42,Chiayi,2024-05-30 18:00,45,Good,,0.18,,1.2,,36.6,15.0,,1.4
41,Taixi,2024-05-30 18:00,50,Good,,0.11,,1.3,,31.5,17.0,,1.4
40,Puzi,2024-05-30 18:00,37,Good,,0.24,,3.1,,31.4,17.0,,1.1
39,Xingang,2024-05-30 18:00,45,Good,,0.14,,1.9,,38.5,14.0,,0.8
38,Lunbei,2024-05-30 18:00,43,Good,,0.16,,1.6,,32.6,9.0,,1.1
37,Douliu,2024-05-30 18:00,46,Good,,0.21,,1.8,,30.7,10.0,,1.6
36,Nantou,2024-05-30 18:00,50,Good,,0.18,,1.6,,27.3,14.0,,0.5
35,Erlin,2024-05-30 18:00,61,Moderate,,0.14,,1.8,,43.7,17.0,,0.9
34,Xianxi,2024-05-30 18:00,54,Moderate,,0.18,,1.6,,43.7,20.0,,1.3
33,Changhua,2024-05-30 18:00,77,Moderate,,0.21,,1.8,,42.5,30.0,,0.5
32,Xitun,2024-05-30 18:00,71,Moderate,,0.18,,0.9,,42.9,28.0,,1.2
31,Zhongming,2024-05-30 18:00,43,Good,,0.28,,1.3,,35.8,23.0,,1.3
30,Dali,2024-05-30 18:00,71,Moderate,,0.35,,1.1,,35.2,21.0,,1.8
29,Shalu,2024-05-30 18:00,67,Moderate,,0.27,,0.5,,44.3,34.0,,1.5
28,Fengyuan,2024-05-30 18:00,80,Moderate,,0.27,,2.5,,43.4,24.0,,0.9
27,Sanyi,2024-05-30 18:00,58,Moderate,,0.25,,1.3,,46.7,36.0,,1.4
26,Miaoli,2024-05-30 18:00,74,Moderate,,0.22,,1.3,,46.2,23.0,,2.0
25,Toufen,2024-05-30 18:00,58,Moderate,,0.28,,1.5,,43.5,22.0,,1.5
24,Hsinchu,2024-05-30 18:00,51,Moderate,,0.31,,0.9,,45.2,15.0,,1.7
23,Zhudong,2024-05-30 18:00,64,Moderate,,0.29,,0.6,,37.2,24.0,,0.4
22,Hukou,2024-05-30 18:00,52,Moderate,,0.21,,0.6,,36.3,24.0,,6.1
21,Longtan,2024-05-30 18:00,46,Good,,0.39,,0.7,,30.2,31.0,,1.7
20,Pingzhen,2024-05-30 18:00,39,Good,,0.36,,0.8,,29.4,25.0,,0.8
19,Guanyin,2024-05-30 18:00,40,Good,,0.25,,0.4,,36.0,15.0,,3.0
18,Dayuan,2024-05-30 18:00,38,Good,,0.29,,1.9,,31.0,20.0,,1.5
17,Taoyuan,2024-05-30 18:00,42,Good,,0.49,,2.0,,21.5,25.0,,3.9
16,Datong,2024-05-30 18:00,40,Good,,1.33,,15.5,,18.8,17.0,,1.2
15,Songshan,2024-05-30 18:00,35,Good,,0.35,,2.3,,26.4,13.0,,0.8
14,Guting,2024-05-30 18:00,38,Good,,0.48,,1.2,,28.5,16.0,,
13,Wanhua,2024-05-30 18:00,45,Good,,0.63,,2.1,,23.5,18.0,,0.7
12,Zhongshan,2024-05-30 18:00,38,Good,,0.59,,6.8,,20.9,16.0,,1.3
11,Shilin,2024-05-30 18:00,36,Good,,0.27,,1.5,,28.3,14.0,,0.2
10,Tamsui,2024-05-30 18:00,37,Good,,0.19,,2.8,,24.5,34.0,,2.3
9,Linkou,2024-05-30 18:00,41,Good,,0.15,,0.9,,39.9,7.0,,1.0
8,Cailiao,2024-05-30 18:00,39,Good,,0.37,,1.0,,30.8,12.0,,1.1
7,Xinzhuang,2024-05-30 18:00,42,Good,,0.36,,1.8,,27.6,20.0,,0.5
6,Banqiao,2024-05-30 18:00,43,Good,,0.52,,1.7,,27.2,24.0,,1.0
5,Tucheng,2024-05-30 18:00,51,Moderate,,0.52,,1.2,,29.1,34.0,,1.4
4,Xindian,2024-05-30 18:00,44,Good,,0.43,,1.8,,30.5,14.0,,0.7
3,Wanli,2024-05-30 18:00,45,Good,,0.25,,1.1,,36.4,40.0,,0.5
2,Xizhi,2024-05-30 18:00,48,Good,,0.43,,3.9,,14.4,23.0,,5.3
1,Keelung,2024-05-30 18:00,28,Good,,0.4,,2.3,,15.3,12.0,,1.4
