siteid,sitename,datacreationdate,aqi,status,o3,no2,pm2.5
20,Pingzhen,2024-05-31 01:00,40,Good,14.4,24.2,12
19,Guanyin,2024-05-31 01:00,30,Good,31.9,4.9,7
18,Dayuan,2024-05-31 01:00,41,Good,22.6,11.2,11
17,Taoyuan,2024-05-31 01:00,43,Good,22.3,12,11
16,Datong,2024-05-31 01:00,37,Good,3.9,16.3,10
15,Songshan,2024-05-31 01:00,46,Good,4.5,21.2,12
14,Guting,2024-05-31 01:00,27,Good,8.3,6.7,8
13,Wanhua,2024-05-31 01:00,39,Good,8.1,10.9,9
12,Zhongshan,2024-05-31 01:00,33,Good,8.2,13.3,11
11,Shilin,2024-05-31 01:00,38,Good,4.4,23.4,12
10,Tamsui,2024-05-31 01:00,36,Good,11.8,11.5,10
9,Linkou,2024-05-31 01:00,30,Good,18.9,,9
8,Cailiao,2024-05-31 01:00,33,Good,7.8,18.3,13
7,Xinzhuang,2024-05-31 01:00,50,Good,8.7,20.4,22
6,Banqiao,2024-05-31 01:00,42,Good,2.9,25,13
5,Tucheng,2024-05-31 01:00,59,Moderate,4,20.4,19
4,Xindian,2024-05-31 01:00,36,Good,8.6,5,12
3,Wanli,2024-05-31 01:00,28,Good,6.8,6.1,9
2,Xizhi,2024-05-31 01:00,44,Good,0.4,18.7,13
1,Keelung,2024-05-31 01:00,28,Good,0.7,17.5,7
313,Pingtung（fangshan）,2024-05-31 00:00,27,Good,31.2,1,3
312,Taichung（Rilana Elementary）,2024-05-31 00:00,31,Good,21.5,8.6,7
311,New Taipei(Shulin),2024-05-31 00:00,54,Moderate,4.6,13.1,16
204,Pingtung（Liuqiu）,2024-05-31 00:00,26,Good,25.8,0.7,6
203,Tainan（Madou）,2024-05-31 00:00,22,Good,15.4,13,3
202,Kaohsiung（Hunei）,2024-05-31 00:00,17,Good,14.4,8.5,6
201,Changhua（Yuanlin）,2024-05-31 00:00,44,Good,14.7,9.2,11
85,Dacheng,2024-05-31 00:00,25,Good,13.7,5.8,6
84,FugueiCape,2024-05-31 00:00,31,Good,27.1,5.5,8
83,Mailiao,2024-05-31 00:00,24,Good,15.6,7.4,7
80,Guanshan,2024-05-31 00:00,15,Good,6.5,1.9,2
78,Magong,2024-05-31 00:00,27,Good,29.2,3.8,1
77,Kinmen,2024-05-31 00:00,73,Moderate,9.8,19.3,25
75,Matsu,2024-05-31 00:00,39,Good,24.1,16,11
72,Puli,2024-05-31 00:00,36,Good,7.1,5.6,8
71,Fuxing,2024-05-31 00:00,19,Good,20.1,8.3,0
70,Yonghe,2024-05-31 00:00,58,Moderate,8.2,8.8,48
69,Zhushan,2024-05-31 00:00,36,Good,5.2,4.6,6
68,Zhongli,2024-05-31 00:00,47,Good,13.6,22.8,16
67,Sanchong,2024-05-31 00:00,43,Good,2.2,26.6,11
66,Dongshan,2024-05-31 00:00,24,Good,12.2,2.7,6
65,Yilan,2024-05-31 00:00,27,Good,11.6,3,4
64,Yangming,2024-05-31 00:00,25,Good,34.1,2.3,7
63,Hualien,2024-05-31 00:00,26,Good,17.2,2.2,4
62,Taitung,2024-05-31 00:00,20,Good,14.4,1.8,3
61,Hengchun,2024-05-31 00:00,28,Good,28.4,0.9,3
60,Chaozhou,2024-05-31 00:00,20,Good,21.3,2.6,3
59,Pingtung,2024-05-31 00:00,22,Good,22.7,4.4,4
58,Xiaogang,2024-05-31 00:00,26,Good,20.5,8.1,7
57,Qianzhen,2024-05-31 00:00,17,Good,20,9.9,5
56,Qianjin,2024-05-31 00:00,19,Good,20.4,9.7,0
54,Zuoying,2024-05-31 00:00,31,Good,20.8,9.1,12
53,Nanzi,2024-05-31 00:00,25,Good,14.9,15.8,6
52,Linyuan,2024-05-31 00:00,30,Good,30.3,0.7,1
51,Daliao,2024-05-31 00:00,25,Good,26.2,1.8,3
50,Fengshan,2024-05-31 00:00,22,Good,23.5,5.9,4
49,Renwu,2024-05-31 00:00,26,Good,20.9,9.5,8
48,Qiaotou,2024-05-31 00:00,19,Good,17.3,10.9,7
47,Meinong,2024-05-31 00:00,20,Good,11.8,2.7,8
46,Tainan,2024-05-31 00:00,29,Good,15,12,10
45,Annan,2024-05-31 00:00,30,Good,15.5,12.8,5
44,Shanhua,2024-05-31 00:00,27,Good,17.4,2.8,11
43,Xinying,2024-05-31 00:00,24,Good,19.5,3.5,0
42,Chiayi,2024-05-31 00:00,24,Good,14.6,6.1,4
41,Taixi,2024-05-31 00:00,23,Good,16.3,5.9,3
40,Puzi,2024-05-31 00:00,21,Good,18.1,5.4,
39,Xingang,2024-05-31 00:00,29,Good,19.9,3.8,6
38,Lunbei,2024-05-31 00:00,31,Good,14.3,5.3,7
37,Douliu,2024-05-31 00:00,28,Good,10.9,3,7
36,Nantou,2024-05-31 00:00,25,Good,7,5.7,7
35,Erlin,2024-05-31 00:00,51,Moderate,13.2,8.6,11
34,Xianxi,2024-05-31 00:00,38,Good,20,3.7,4
33,Changhua,2024-05-31 00:00,36,Good,12.4,11.1,9
32,Xitun,2024-05-31 00:00,35,Good,5.5,16,11
31,Zhongming,2024-05-31 00:00,27,Good,12,9.3,8
30,Dali,2024-05-31 00:00,40,Good,9.7,8.2,12
29,Shalu,2024-05-31 00:00,35,Good,22.6,8,5
28,Fengyuan,2024-05-31 00:00,27,Good,21.4,4.6,5
27,Sanyi,2024-05-31 00:00,32,Good,23.7,1.5,7
26,Miaoli,2024-05-31 00:00,43,Good,25.8,6.8,17
25,Toufen,2024-05-31 00:00,39,Good,22.4,7.2,14
24,Hsinchu,2024-05-31 00:00,35,Good,31.6,9.6,13
23,Zhudong,2024-05-31 00:00,54,Moderate,8.6,6.3,17
22,Hukou,2024-05-31 00:00,53,Moderate,13.1,15.8,19
21,Longtan,2024-05-31 00:00,56,Moderate,7.5,19.3,19
20,Pingzhen,2024-05-31 00:00,40,Good,13.8,24,13
19,Guanyin,2024-05-31 00:00,30,Good,30.9,6.9,10
18,Dayuan,2024-05-31 00:00,41,Good,23.2,13.5,19
17,Taoyuan,2024-05-31 00:00,44,Good,32.5,8.9,13
16,Datong,2024-05-31 00:00,37,Good,1.8,20,12
15,Songshan,2024-05-31 00:00,48,Good,2.9,25.7,15
14,Guting,2024-05-31 00:00,28,Good,7.9,10.4,9
13,Wanhua,2024-05-31 00:00,39,Good,7.6,14.5,10
12,Zhongshan,2024-05-31 00:00,32,Good,5.3,16.6,9
11,Shilin,2024-05-31 00:00,38,Good,3,23,14
10,Tamsui,2024-05-31 00:00,37,Good,24,9.9,12
9,Linkou,2024-05-31 00:00,31,Good,27.3,14.6,11
8,Cailiao,2024-05-31 00:00,43,Good,3.4,26,15
7,Xinzhuang,2024-05-31 00:00,45,Good,13.1,19.4,17
6,Banqiao,2024-05-31 00:00,50,Good,1.7,30,13
5,Tucheng,2024-05-31 00:00,58,Moderate,4.2,21.7,21
4,Xindian,2024-05-31 00:00,36,Good,10.6,6.3,13
3,Wanli,2024-05-31 00:00,28,Good,4.5,6.7,6
2,Xizhi,2024-05-31 00:00,42,Good,0.5,19.8,13
1,Keelung,2024-05-31 00:00,27,Good,0.4,16.7,8
313,Pingtung（fangshan）,2024-05-30 23:00,28,Good,21,2.3,1
312,Taichung（Rilana Elementary）,2024-05-30 23:00,33,Good,18.2,11.2,9
311,New Taipei(Shulin),2024-05-30 23:00,53,Moderate,9,11.5,15
204,Pingtung（Liuqiu）,2024-05-30 23:00,27,Good,27,1,4
203,Tainan（Madou）,2024-05-30 23:00,23,Good,19.1,7.3,4
202,Kaohsiung（Hunei）,2024-05-30 23:00,18,Good,14.6,8.9,3
201,Changhua（Yuanlin）,2024-05-30 23:00,44,Good,16.5,9.9,14
85,Dacheng,2024-05-30 23:00,31,Good,15.1,5.3,5
84,FugueiCape,2024-05-30 23:00,34,Good,27.2,4.6,8
83,Mailiao,2024-05-30 23:00,25,Good,16.8,8.2,8
80,Guanshan,2024-05-30 23:00,18,Good,9.8,2.7,1
78,Magong,2024-05-30 23:00,28,Good,26.2,6.3,0
77,Kinmen,2024-05-30 23:00,74,Moderate,11.2,21.7,24
75,Matsu,2024-05-30 23:00,41,Good,39.8,5.4,11
72,Puli,2024-05-30 23:00,37,Good,8.8,6.9,7
71,Fuxing,2024-05-30 23:00,20,Good,20.1,8.2,5
70,Yonghe,2024-05-30 23:00,41,Good,5.9,10.4,11
69,Zhushan,2024-05-30 23:00,40,Good,7.4,4.5,7
68,Zhongli,2024-05-30 23:00,49,Good,14.5,24.3,17
67,Sanchong,2024-05-30 23:00,50,Good,8.2,30.9,12
66,Dongshan,2024-05-30 23:00,27,Good,7.5,14.7,8
65,Yilan,2024-05-30 23:00,31,Good,18.9,4.1,4
64,Yangming,2024-05-30 23:00,24,Good,33.5,3.3,9
63,Hualien,2024-05-30 23:00,28,Good,18.3,3.5,7
62,Taitung,2024-05-30 23:00,22,Good,17,3.4,4
61,Hengchun,2024-05-30 23:00,28,Good,24.3,2,5
60,Chaozhou,2024-05-30 23:00,21,Good,11,4.1,5
59,Pingtung,2024-05-30 23:00,23,Good,19.7,6.7,4
58,Xiaogang,2024-05-30 23:00,26,Good,27.1,4.3,10
57,Qianzhen,2024-05-30 23:00,18,Good,18.8,11.1,3
56,Qianjin,2024-05-30 23:00,23,Good,14.9,14.5,1
54,Zuoying,2024-05-30 23:00,29,Good,19,11.6,9
53,Nanzi,2024-05-30 23:00,22,Good,20.7,10.8,7
52,Linyuan,2024-05-30 23:00,30,Good,30.2,1.1,3
51,Daliao,2024-05-30 23:00,25,Good,23.7,2.4,2
50,Fengshan,2024-05-30 23:00,23,Good,22.6,5.9,5
49,Renwu,2024-05-30 23:00,28,Good,26.3,4.9,5
48,Qiaotou,2024-05-30 23:00,21,Good,22.2,7.6,3
47,Meinong,2024-05-30 23:00,23,Good,14.3,2.7,3
46,Tainan,2024-05-30 23:00,27,Good,18.8,9.9,7
45,Annan,2024-05-30 23:00,32,Good,19.6,10.2,7
44,Shanhua,2024-05-30 23:00,24,Good,20.6,2.5,6
43,Xinying,2024-05-30 23:00,25,Good,20.1,3.9,0
42,Chiayi,2024-05-30 23:00,26,Good,19.3,5.1,5
41,Taixi,2024-05-30 23:00,27,Good,17.1,5.9,5
40,Puzi,2024-05-30 23:00,22,Good,14.5,8.5,
39,Xingang,2024-05-30 23:00,32,Good,21.9,3.4,11
38,Lunbei,2024-05-30 23:00,35,Good,16.6,3.7,8
37,Douliu,2024-05-30 23:00,29,Good,14.1,5.7,12
36,Nantou,2024-05-30 23:00,26,Good,7.2,7.7,7
35,Erlin,2024-05-30 23:00,55,Moderate,17.1,5.5,14
34,Xianxi,2024-05-30 23:00,43,Good,22.9,5.4,18
33,Changhua,2024-05-30 23:00,37,Good,15.8,10.2,10
32,Xitun,2024-05-30 23:00,34,Good,8,16.5,7
31,Zhongming,2024-05-30 23:00,28,Good,14.1,11,5
30,Dali,2024-05-30 23:00,39,Good,10.8,10,12
29,Shalu,2024-05-30 23:00,39,Good,22.6,11.7,7
28,Fengyuan,2024-05-30 23:00,31,Good,28.2,4.4,4
27,Sanyi,2024-05-30 23:00,36,Good,30.9,0.4,5
26,Miaoli,2024-05-30 23:00,41,Good,27.3,7.7,16
25,Toufen,2024-05-30 23:00,39,Good,19.6,8.3,14
24,Hsinchu,2024-05-30 23:00,36,Good,33.3,10.3,7
23,Zhudong,2024-05-30 23:00,54,Moderate,10.5,7.2,14
22,Hukou,2024-05-30 23:00,53,Moderate,25,9.1,12
21,Longtan,2024-05-30 23:00,56,Moderate,15.3,16.3,19
20,Pingzhen,2024-05-30 23:00,39,Good,19,19.2,11
19,Guanyin,2024-05-30 23:00,31,Good,24,11.2,12
18,Dayuan,2024-05-30 23:00,39,Good,16.9,18.8,12
17,Taoyuan,2024-05-30 23:00,44,Good,30.9,13.5,15
16,Datong,2024-05-30 23:00,50,Good,3.5,30.6,18
15,Songshan,2024-05-30 23:00,45,Good,9,23.6,18
14,Guting,2024-05-30 23:00,28,Good,6.8,11.2,4
13,Wanhua,2024-05-30 23:00,38,Good,4.9,21.5,11
12,Zhongshan,2024-05-30 23:00,35,Good,9.5,21.8,13
11,Shilin,2024-05-30 23:00,42,Good,8.4,25.2,12
10,Tamsui,2024-05-30 23:00,36,Good,24.4,14.3,12
9,Linkou,2024-05-30 23:00,31,Good,30.5,,11
8,Cailiao,2024-05-30 23:00,38,Good,18.8,23.2,9
7,Xinzhuang,2024-05-30 23:00,42,Good,12.7,23.4,17
6,Banqiao,2024-05-30 23:00,43,Good,9.4,26.2,17
5,Tucheng,2024-05-30 23:00,57,Moderate,5.3,24.6,19
4,Xindian,2024-05-30 23:00,34,Good,12,8.8,9
3,Wanli,2024-05-30 23:00,28,Good,5.4,7.1,4
2,Xizhi,2024-05-30 23:00,43,Good,1.4,23.3,17
1,Keelung,2024-05-30 23:00,30,Good,0.4,18.3,8
313,Pingtung（fangshan）,2024-05-30 22:00,30,Good,22.7,2.7,0
312,Taichung（Rilana Elementary）,2024-05-30 22:00,36,Good,17.4,12.7,10
311,New Taipei(Shulin),2024-05-30 22:00,52,Moderate,7,15.6,19
204,Pingtung（Liuqiu）,2024-05-30 22:00,27,Good,28.6,1.3,5
203,Tainan（Madou）,2024-05-30 22:00,25,Good,19.2,7.5,6
202,Kaohsiung（Hunei）,2024-05-30 22:00,19,Good,16.3,8.8,5
201,Changhua（Yuanlin）,2024-05-30 22:00,43,Good,16.2,12.3,16
85,Dacheng,2024-05-30 22:00,35,Good,16.2,4.7,3
84,FugueiCape,2024-05-30 22:00,36,Good,33.2,1.8,5
83,Mailiao,2024-05-30 22:00,30,Good,17.4,8.9,6
80,Guanshan,2024-05-30 22:00,20,Good,14.8,3.2,3
78,Magong,2024-05-30 22:00,29,Good,24.8,7.8,0
77,Kinmen,2024-05-30 22:00,76,Moderate,16.4,17.1,23
75,Matsu,2024-05-30 22:00,42,Good,37.1,8.7,12
72,Puli,2024-05-30 22:00,39,Good,9.4,8.2,10
71,Fuxing,2024-05-30 22:00,20,Good,20.3,12.1,6
70,Yonghe,2024-05-30 22:00,42,Good,6,19.9,13
69,Zhushan,2024-05-30 22:00,41,Good,7.8,6.1,11
68,Zhongli,2024-05-30 22:00,48,Good,16.8,28.1,12
67,Sanchong,2024-05-30 22:00,54,Moderate,11.7,35.8,11
66,Dongshan,2024-05-30 22:00,31,Good,21.2,3.7,7
65,Yilan,2024-05-30 22:00,34,Good,20.1,6.6,4
64,Yangming,2024-05-30 22:00,24,Good,27.9,3.6,7
63,Hualien,2024-05-30 22:00,29,Good,18.4,4.6,10
62,Taitung,2024-05-30 22:00,24,Good,22.3,3.9,1
61,Hengchun,2024-05-30 22:00,29,Good,26.5,1.6,1
60,Chaozhou,2024-05-30 22:00,24,Good,12.8,3.9,2
59,Pingtung,2024-05-30 22:00,25,Good,23.1,7.5,6
58,Xiaogang,2024-05-30 22:00,25,Good,23.9,9.7,9
57,Qianzhen,2024-05-30 22:00,22,Good,18.2,13.3,2
56,Qianjin,2024-05-30 22:00,21,Good,19.9,10.2,3
54,Zuoying,2024-05-30 22:00,29,Good,18.2,13.6,10
53,Nanzi,2024-05-30 22:00,24,Good,23.5,9.7,3
52,Linyuan,2024-05-30 22:00,31,Good,30.5,1,3
51,Daliao,2024-05-30 22:00,26,Good,25.1,3.1,2
50,Fengshan,2024-05-30 22:00,24,Good,25.1,6,6
49,Renwu,2024-05-30 22:00,28,Good,30,3.7,5
48,Qiaotou,2024-05-30 22:00,22,Good,21.7,8.6,4
47,Meinong,2024-05-30 22:00,26,Good,14.9,3.1,4
46,Tainan,2024-05-30 22:00,28,Good,17.2,13.7,8
45,Annan,2024-05-30 22:00,34,Good,17.7,11.6,7
44,Shanhua,2024-05-30 22:00,25,Good,20.8,2.7,9
43,Xinying,2024-05-30 22:00,26,Good,20.9,4,2
42,Chiayi,2024-05-30 22:00,27,Good,21.2,4.9,6
41,Taixi,2024-05-30 22:00,32,Good,20.2,5,6
40,Puzi,2024-05-30 22:00,25,Good,17.6,6.6,
39,Xingang,2024-05-30 22:00,33,Good,24.1,3.7,8
38,Lunbei,2024-05-30 22:00,37,Good,19.8,4,9
37,Douliu,2024-05-30 22:00,26,Good,16.1,10.3,9
36,Nantou,2024-05-30 22:00,29,Good,9.8,7.2,4
35,Erlin,2024-05-30 22:00,56,Moderate,20.5,5.1,17
34,Xianxi,2024-05-30 22:00,39,Good,27.4,5.4,16
33,Changhua,2024-05-30 22:00,39,Good,20.6,8.6,12
32,Xitun,2024-05-30 22:00,38,Good,15.4,14.9,9
31,Zhongming,2024-05-30 22:00,30,Good,14.7,12.3,8
30,Dali,2024-05-30 22:00,37,Good,11.5,10.9,11
29,Shalu,2024-05-30 22:00,41,Good,19.5,16.7,13
28,Fengyuan,2024-05-30 22:00,38,Good,20.4,6.7,3
27,Sanyi,2024-05-30 22:00,39,Good,31,0.4,5
26,Miaoli,2024-05-30 22:00,41,Good,26.2,8.8,10
25,Toufen,2024-05-30 22:00,39,Good,31.4,6.8,13
24,Hsinchu,2024-05-30 22:00,38,Good,34.3,12.3,9
23,Zhudong,2024-05-30 22:00,55,Moderate,11,8.2,13
22,Hukou,2024-05-30 22:00,56,Moderate,31,6.2,16
21,Longtan,2024-05-30 22:00,56,Moderate,20.6,18.4,16
20,Pingzhen,2024-05-30 22:00,40,Good,27.1,15,9
19,Guanyin,2024-05-30 22:00,32,Good,31.2,7.7,11
18,Dayuan,2024-05-30 22:00,40,Good,18.2,18.1,13
17,Taoyuan,2024-05-30 22:00,44,Good,23.7,19.5,17
16,Datong,2024-05-30 22:00,52,Moderate,12.7,33.3,9
15,Songshan,2024-05-30 22:00,43,Good,6.9,26.5,17
14,Guting,2024-05-30 22:00,31,Good,10.6,14,9
13,Wanhua,2024-05-30 22:00,45,Good,23,27.3,19
12,Zhongshan,2024-05-30 22:00,47,Good,16.6,28.1,11
11,Shilin,2024-05-30 22:00,38,Good,15.5,23.7,11
10,Tamsui,2024-05-30 22:00,36,Good,13.9,16.8,10
9,Linkou,2024-05-30 22:00,33,Good,34,15.8,12
8,Cailiao,2024-05-30 22:00,33,Good,29.6,20,8
7,Xinzhuang,2024-05-30 22:00,40,Good,16.6,22.8,17
6,Banqiao,2024-05-30 22:00,43,Good,12.2,26.8,12
5,Tucheng,2024-05-30 22:00,56,Moderate,6.7,26.8,18
4,Xindian,2024-05-30 22:00,33,Good,10.2,10.6,13
3,Wanli,2024-05-30 22:00,29,Good,7.4,7.8,4
2,Xizhi,2024-05-30 22:00,43,Good,3.7,26.6,14
1,Keelung,2024-05-30 22:00,30,Good,0.4,18.4,9
313,Pingtung（fangshan）,2024-05-30 21:00,31,Good,25.5,3.6,1
312,Taichung（Rilana Elementary）,2024-05-30 21:00,41,Good,28.5,8,11
311,New Taipei(Shulin),2024-05-30 21:00,52,Moderate,6.8,20.7,19
204,Pingtung（Liuqiu）,2024-05-30 21:00,28,Good,28.8,1,6
203,Tainan（Madou）,2024-05-30 21:00,28,Good,12.2,17.4,9
202,Kaohsiung（Hunei）,2024-05-30 21:00,22,Good,12.4,13.2,8
201,Changhua（Yuanlin）,2024-05-30 21:00,40,Good,19.2,11.3,11
85,Dacheng,2024-05-30 21:00,41,Good,19.3,4.4,4
84,FugueiCape,2024-05-30 21:00,38,Good,30.3,3.7,9
83,Mailiao,2024-05-30 21:00,35,Good,20.8,6.9,7
80,Guanshan,2024-05-30 21:00,23,Good,18.1,3.5,4
78,Magong,2024-05-30 21:00,32,Good,28.7,5.7,0
77,Kinmen,2024-05-30 21:00,77,Moderate,26.5,13.7,21
75,Matsu,2024-05-30 21:00,44,Good,36.5,5.8,13
72,Puli,2024-05-30 21:00,41,Good,17.9,7.6,11
71,Fuxing,2024-05-30 21:00,21,Good,20.7,10.7,6
70,Yonghe,2024-05-30 21:00,50,Good,12.1,30.2,14
69,Zhushan,2024-05-30 21:00,39,Good,11.6,7.3,14
68,Zhongli,2024-05-30 21:00,48,Good,18.3,26.1,14
67,Sanchong,2024-05-30 21:00,60,Moderate,6.6,44.4,11
66,Dongshan,2024-05-30 21:00,34,Good,25.6,4,5
65,Yilan,2024-05-30 21:00,38,Good,27.2,3.8,8
64,Yangming,2024-05-30 21:00,25,Good,29.4,1.6,5
63,Hualien,2024-05-30 21:00,29,Good,20.8,5.3,12
62,Taitung,2024-05-30 21:00,26,Good,24,5,3
61,Hengchun,2024-05-30 21:00,30,Good,28.2,1.4,2
60,Chaozhou,2024-05-30 21:00,26,Good,17,4,4
59,Pingtung,2024-05-30 21:00,26,Good,22.5,8.6,10
58,Xiaogang,2024-05-30 21:00,23,Good,18.6,14,6
57,Qianzhen,2024-05-30 21:00,23,Good,17.4,14.8,6
56,Qianjin,2024-05-30 21:00,21,Good,22.6,9.5,4
54,Zuoying,2024-05-30 21:00,28,Good,21.6,10.2,7
53,Nanzi,2024-05-30 21:00,27,Good,19.9,12.9,7
52,Linyuan,2024-05-30 21:00,31,Good,32.1,1,3
51,Daliao,2024-05-30 21:00,27,Good,26.5,3.8,3
50,Fengshan,2024-05-30 21:00,24,Good,24.5,7.7,9
49,Renwu,2024-05-30 21:00,28,Good,29.4,4.4,8
48,Qiaotou,2024-05-30 21:00,22,Good,20.9,9.2,6
47,Meinong,2024-05-30 21:00,28,Good,17.4,4.4,6
46,Tainan,2024-05-30 21:00,31,Good,13.5,16,9
45,Annan,2024-05-30 21:00,38,Good,14.7,16.9,17
44,Shanhua,2024-05-30 21:00,26,Good,20,3.2,7
43,Xinying,2024-05-30 21:00,29,Good,21.8,4.5,0
42,Chiayi,2024-05-30 21:00,32,Good,25.2,3.9,5
41,Taixi,2024-05-30 21:00,38,Good,26.1,3.7,5
40,Puzi,2024-05-30 21:00,27,Good,20.2,7.3,
39,Xingang,2024-05-30 21:00,35,Good,25.1,4.1,10
38,Lunbei,2024-05-30 21:00,36,Good,24.3,4.5,13
37,Douliu,2024-05-30 21:00,32,Good,13.9,12,10
36,Nantou,2024-05-30 21:00,35,Good,14.2,8.5,6
35,Erlin,2024-05-30 21:00,54,Moderate,21.2,5.2,17
34,Xianxi,2024-05-30 21:00,41,Good,27.7,6.9,12
33,Changhua,2024-05-30 21:00,46,Good,28,8.3,9
32,Xitun,2024-05-30 21:00,45,Good,24.8,12.7,11
31,Zhongming,2024-05-30 21:00,32,Good,24.1,8.9,5
30,Dali,2024-05-30 21:00,42,Good,15.4,11.3,9
29,Shalu,2024-05-30 21:00,44,Good,24.6,14.3,12
28,Fengyuan,2024-05-30 21:00,44,Good,16.1,8.3,5
27,Sanyi,2024-05-30 21:00,44,Good,30.3,1,7
26,Miaoli,2024-05-30 21:00,45,Good,31.2,7.5,10
25,Toufen,2024-05-30 21:00,44,Good,40.4,4.9,9
24,Hsinchu,2024-05-30 21:00,42,Good,39.6,8.1,7
23,Zhudong,2024-05-30 21:00,56,Moderate,16.4,9.5,19
22,Hukou,2024-05-30 21:00,56,Moderate,33.1,5.5,18
21,Longtan,2024-05-30 21:00,55,Moderate,23,18.6,19
20,Pingzhen,2024-05-30 21:00,43,Good,23.3,20.8,15
19,Guanyin,2024-05-30 21:00,34,Good,33.6,8.5,6
18,Dayuan,2024-05-30 21:00,38,Good,21.9,15.7,13
17,Taoyuan,2024-05-30 21:00,42,Good,26.9,18.6,15
16,Datong,2024-05-30 21:00,47,Good,18,28.2,10
15,Songshan,2024-05-30 21:00,45,Good,6.7,27.3,17
14,Guting,2024-05-30 21:00,31,Good,10.6,18.2,13
13,Wanhua,2024-05-30 21:00,47,Good,16.3,28.6,10
12,Zhongshan,2024-05-30 21:00,43,Good,18.7,26.6,10
11,Shilin,2024-05-30 21:00,42,Good,13.5,25.4,14
10,Tamsui,2024-05-30 21:00,38,Good,12,23.5,14
9,Linkou,2024-05-30 21:00,37,Good,25.5,22.7,12
8,Cailiao,2024-05-30 21:00,32,Good,29.5,17.1,10
7,Xinzhuang,2024-05-30 21:00,35,Good,26.5,19.6,14
6,Banqiao,2024-05-30 21:00,38,Good,21.8,23.5,18
5,Tucheng,2024-05-30 21:00,57,Moderate,5.5,31.9,18
4,Xindian,2024-05-30 21:00,32,Good,13.1,11.1,12
3,Wanli,2024-05-30 21:00,31,Good,10.4,5.7,4
2,Xizhi,2024-05-30 21:00,43,Good,2.7,26.4,11
1,Keelung,2024-05-30 21:00,28,Good,2.4,17.3,11
313,Pingtung（fangshan）,2024-05-30 20:00,32,Good,30.6,4.5,4
312,Taichung（Rilana Elementary）,2024-05-30 20:00,45,Good,38.1,5.7,10
311,New Taipei(Shulin),2024-05-30 20:00,54,Moderate,8.4,35.1,18
204,Pingtung（Liuqiu）,2024-05-30 20:00,28,Good,29.6,1.4,7
203,Tainan（Madou）,2024-05-30 20:00,29,Good,20.1,10.5,10
202,Kaohsiung（Hunei）,2024-05-30 20:00,21,Good,15.1,11.7,4
201,Changhua（Yuanlin）,2024-05-30 20:00,42,Good,27.7,10.6,10
85,Dacheng,2024-05-30 20:00,46,Good,27.7,4.7,5
84,FugueiCape,2024-05-30 20:00,41,Good,31.1,8.3,8
83,Mailiao,2024-05-30 20:00,41,Good,23.2,5.7,7
80,Guanshan,2024-05-30 20:00,26,Good,23.4,2.9,2
78,Magong,2024-05-30 20:00,37,Good,32.4,4.8,4
77,Kinmen,2024-05-30 20:00,80,Moderate,33,15.1,29
75,Matsu,2024-05-30 20:00,46,Good,39.9,3.3,15
72,Puli,2024-05-30 20:00,43,Good,22.5,9,9
71,Fuxing,2024-05-30 20:00,21,Good,21.6,11.5,7
70,Yonghe,2024-05-30 20:00,45,Good,8.8,27.1,15
69,Zhushan,2024-05-30 20:00,40,Good,17.6,7,7
68,Zhongli,2024-05-30 20:00,52,Moderate,10.9,33.5,21
67,Sanchong,2024-05-30 20:00,62,Moderate,3.8,46.2,12
66,Dongshan,2024-05-30 20:00,36,Good,30.7,3.9,6
65,Yilan,2024-05-30 20:00,41,Good,35.3,3.6,6
64,Yangming,2024-05-30 20:00,25,Good,14.9,1.7,8
63,Hualien,2024-05-30 20:00,31,Good,21.8,6.2,8
62,Taitung,2024-05-30 20:00,27,Good,23.9,6,1
61,Hengchun,2024-05-30 20:00,31,Good,30.5,1.3,3
60,Chaozhou,2024-05-30 20:00,28,Good,23.8,4.1,6
59,Pingtung,2024-05-30 20:00,27,Good,24.2,8.2,8
58,Xiaogang,2024-05-30 20:00,25,Good,24.2,10.1,7
57,Qianzhen,2024-05-30 20:00,25,Good,17.2,15.8,6
56,Qianjin,2024-05-30 20:00,21,Good,18.7,12.7,4
54,Zuoying,2024-05-30 20:00,29,Good,19.7,13,10
53,Nanzi,2024-05-30 20:00,25,Good,23.5,11.5,10
52,Linyuan,2024-05-30 20:00,31,Good,33.4,0.7,5
51,Daliao,2024-05-30 20:00,27,Good,27.2,3.4,7
50,Fengshan,2024-05-30 20:00,24,Good,23.6,8,7
49,Renwu,2024-05-30 20:00,28,Good,28.2,6.3,7
48,Qiaotou,2024-05-30 20:00,23,Good,17.9,13.7,5
47,Meinong,2024-05-30 20:00,30,Good,26.5,3.7,8
46,Tainan,2024-05-30 20:00,31,Good,22.3,10.1,6
45,Annan,2024-05-30 20:00,33,Good,21.2,13.1,10
44,Shanhua,2024-05-30 20:00,29,Good,23.4,2.6,5
43,Xinying,2024-05-30 20:00,33,Good,25,4.7,1
42,Chiayi,2024-05-30 20:00,38,Good,28.6,4.2,5
41,Taixi,2024-05-30 20:00,43,Good,30,2.1,6
40,Puzi,2024-05-30 20:00,30,Good,23.3,7.7,
39,Xingang,2024-05-30 20:00,38,Good,31,4.7,9
38,Lunbei,2024-05-30 20:00,37,Good,28.8,4.6,11
37,Douliu,2024-05-30 20:00,38,Good,27.2,7.6,7
36,Nantou,2024-05-30 20:00,41,Good,20.2,8.7,7
