site_id,site_name,created_date,PM2.5,SO2,O3
69,Zhushan,2024-05-25 00:00,10.0,0.3,11.3
68,Zhongli,2024-05-25 00:00,16.0,1.4,0.4
67,Sanchong,2024-05-25 00:00,13.0,0.6,0.2
66,Dongshan,2024-05-25 00:00,1.0,0.2,13.3
65,Yilan,2024-05-25 00:00,3.0,0.6,23.6
64,Yangming,2024-05-25 00:00,1.0,0.4,29.2
63,Hualien,2024-05-25 00:00,7.0,1.2,14.9
62,Taitung,2024-05-25 00:00,2.0,0.1,15.0
61,Hengchun,2024-05-25 00:00,7.0,0.2,15.2
60,Chaozhou,2024-05-25 00:00,24.0,0.6,11.5
59,Pingtung,2024-05-25 00:00,11.0,1.1,18.1
58,Xiaogang,2024-05-25 00:00,15.0,1.4,20.8
57,Qianzhen,2024-05-25 00:00,8.0,2.2,18.8
56,Qianjin,2024-05-25 00:00,7.0,0.9,20.1
54,Zuoying,2024-05-25 00:00,15.0,1.6,16.2
53,Nanzi,2024-05-25 00:00,19.0,1.3,12.8
52,Linyuan,2024-05-25 00:00,11.0,1.5,23.3
51,Daliao,2024-05-25 00:00,17.0,1.0,17.5
50,Fengshan,2024-05-25 00:00,8.0,0.8,22.3
49,Renwu,2024-05-25 00:00,12.0,1.2,21.6
48,Qiaotou,2024-05-25 00:00,19.0,1.2,14.9
47,Meinong,2024-05-25 00:00,13.0,0.3,18.3
46,Tainan,2024-05-25 00:00,19.0,1.6,14.7
45,Annan,2024-05-25 00:00,24.0,1.5,2.6
44,Shanhua,2024-05-25 00:00,20.0,0.4,10.8
43,Xinying,2024-05-25 00:00,15.0,1.3,6.6
42,Chiayi,2024-05-25 00:00,22.0,1.2,8.4
41,Taixi,2024-05-25 00:00,17.0,1.5,9.7
40,Puzi,2024-05-25 00:00,22.0,1.3,3.9
39,Xingang,2024-05-25 00:00,26.0,1.5,4.0
38,Lunbei,2024-05-25 00:00,20.0,0.5,1.4
37,Douliu,2024-05-25 00:00,12.0,0.9,8.5
36,Nantou,2024-05-25 00:00,9.0,0.1,10.9
35,Erlin,2024-05-25 00:00,20.0,0.3,2.8
34,Xianxi,2024-05-25 00:00,14.0,1.4,1.1
33,Changhua,2024-05-25 00:00,12.0,0.4,9.5
32,Xitun,2024-05-25 00:00,21.0,1.2,0.5
31,Zhongming,2024-05-25 00:00,11.0,2.0,0.6
30,Dali,2024-05-25 00:00,13.0,1.4,2.4
29,Shalu,2024-05-25 00:00,12.0,1.1,0.7
28,Fengyuan,2024-05-25 00:00,8.0,0.3,9.5
27,Sanyi,2024-05-25 00:00,6.0,0.5,1.7
26,Miaoli,2024-05-25 00:00,10.0,0.8,0.6
25,Toufen,2024-05-25 00:00,7.0,0.6,6.6
24,Hsinchu,2024-05-25 00:00,6.0,0.6,9.1
23,Zhudong,2024-05-25 00:00,9.0,0.3,9.2
22,Hukou,2024-05-25 00:00,12.0,1.5,5.5
21,Longtan,2024-05-25 00:00,12.0,1.1,6.6
20,Pingzhen,2024-05-25 00:00,12.0,1.2,0.1
19,Guanyin,2024-05-25 00:00,27.0,1.1,0.4
18,Dayuan,2024-05-25 00:00,17.0,1.5,0.5
17,Taoyuan,2024-05-25 00:00,15.0,4.0,1.9
16,Datong,2024-05-25 00:00,16.0,1.5,0.9
15,Songshan,2024-05-25 00:00,12.0,1.9,1.2
14,Guting,2024-05-25 00:00,7.0,1.0,7.1
13,Wanhua,2024-05-25 00:00,8.0,0.5,1.3
12,Zhongshan,2024-05-25 00:00,12.0,1.2,0.0
11,Shilin,2024-05-25 00:00,10.0,0.5,9.7
10,Tamsui,2024-05-25 00:00,11.0,0.5,0.6
9,Linkou,2024-05-25 00:00,13.0,0.5,0.7
8,Cailiao,2024-05-25 00:00,9.0,1.1,0.0
7,Xinzhuang,2024-05-25 00:00,17.0,0.6,0.4
6,Banqiao,2024-05-25 00:00,7.0,0.2,3.8
5,Tucheng,2024-05-25 00:00,14.0,1.0,5.1
4,Xindian,2024-05-25 00:00,12.0,1.1,6.5
3,Wanli,2024-05-25 00:00,4.0,0.8,6.8
2,Xizhi,2024-05-25 00:00,10.0,1.9,0.6
1,Keelung,2024-05-25 00:00,7.0,0.0,2.1
313,Pingtung（fangshan）,2024-05-24 23:00,6.0,0.1,21.3
312,Taichung（Rilana Elementary）,2024-05-24 23:00,6.0,0.6,4.7
311,New Taipei(Shulin),2024-05-24 23:00,9.0,0.1,4.2
204,Pingtung（Liuqiu）,2024-05-24 23:00,17.0,3.1,27.9
203,Tainan（Madou）,2024-05-24 23:00,14.0,0.7,8.8
202,Kaohsiung（Hunei）,2024-05-24 23:00,17.0,0.8,9.7
201,Changhua（Yuanlin）,2024-05-24 23:00,20.0,2.4,2.7
85,Dacheng,2024-05-24 23:00,15.0,1.8,13.4
84,FugueiCape,2024-05-24 23:00,5.0,0.5,13.1
83,Mailiao,2024-05-24 23:00,11.0,1.4,6.0
80,Guanshan,2024-05-24 23:00,7.0,0.5,17.9
78,Magong,2024-05-24 23:00,3.0,0.6,33.5
77,Kinmen,2024-05-24 23:00,29.0,1.1,28.8
75,Matsu,2024-05-24 23:00,14.0,0.6,34.4
72,Puli,2024-05-24 23:00,11.0,1.0,16.9
71,Fuxing,2024-05-24 23:00,10.0,1.3,15.2
70,Yonghe,2024-05-24 23:00,10.0,0.8,1.9
69,Zhushan,2024-05-24 23:00,15.0,0.3,11.2
68,Zhongli,2024-05-24 23:00,22.0,1.5,0.5
67,Sanchong,2024-05-24 23:00,15.0,0.8,0.4
66,Dongshan,2024-05-24 23:00,3.0,0.1,12.5
65,Yilan,2024-05-24 23:00,5.0,0.4,25.3
64,Yangming,2024-05-24 23:00,0.0,0.3,29.4
63,Hualien,2024-05-24 23:00,7.0,1.4,15.6
62,Taitung,2024-05-24 23:00,4.0,0.0,17.5
61,Hengchun,2024-05-24 23:00,7.0,0.0,13.4
60,Chaozhou,2024-05-24 23:00,16.0,0.8,18.4
59,Pingtung,2024-05-24 23:00,21.0,1.1,24.6
58,Xiaogang,2024-05-24 23:00,12.0,1.8,19.8
57,Qianzhen,2024-05-24 23:00,7.0,2.4,18.4
56,Qianjin,2024-05-24 23:00,8.0,1.1,22.6
54,Zuoying,2024-05-24 23:00,19.0,1.8,21.4
53,Nanzi,2024-05-24 23:00,19.0,1.2,13.8
52,Linyuan,2024-05-24 23:00,16.0,3.0,21.0
51,Daliao,2024-05-24 23:00,18.0,1.6,18.4
50,Fengshan,2024-05-24 23:00,9.0,0.8,20.9
49,Renwu,2024-05-24 23:00,17.0,1.6,17.9
48,Qiaotou,2024-05-24 23:00,20.0,1.5,16.7
47,Meinong,2024-05-24 23:00,14.0,0.4,19.9
46,Tainan,2024-05-24 23:00,18.0,1.1,16.1
45,Annan,2024-05-24 23:00,18.0,1.4,12.8
44,Shanhua,2024-05-24 23:00,19.0,0.6,10.8
43,Xinying,2024-05-24 23:00,11.0,1.3,10.9
42,Chiayi,2024-05-24 23:00,20.0,3.3,8.7
41,Taixi,2024-05-24 23:00,18.0,1.7,8.7
40,Puzi,2024-05-24 23:00,21.0,1.5,5.1
39,Xingang,2024-05-24 23:00,20.0,1.6,10.3
38,Lunbei,2024-05-24 23:00,20.0,0.6,2.6
37,Douliu,2024-05-24 23:00,12.0,0.9,8.8
36,Nantou,2024-05-24 23:00,12.0,0.1,6.6
35,Erlin,2024-05-24 23:00,23.0,0.7,3.5
34,Xianxi,2024-05-24 23:00,8.0,2.7,1.2
33,Changhua,2024-05-24 23:00,19.0,0.6,1.9
32,Xitun,2024-05-24 23:00,12.0,1.1,0.6
31,Zhongming,2024-05-24 23:00,17.0,2.1,0.8
30,Dali,2024-05-24 23:00,15.0,1.6,1.4
29,Shalu,2024-05-24 23:00,11.0,0.8,1.2
28,Fengyuan,2024-05-24 23:00,10.0,0.5,10.2
27,Sanyi,2024-05-24 23:00,9.0,0.6,2.4
26,Miaoli,2024-05-24 23:00,8.0,0.8,9.6
25,Toufen,2024-05-24 23:00,6.0,0.5,6.4
24,Hsinchu,2024-05-24 23:00,9.0,0.6,5.4
23,Zhudong,2024-05-24 23:00,12.0,0.3,8.2
22,Hukou,2024-05-24 23:00,16.0,1.6,4.6
21,Longtan,2024-05-24 23:00,16.0,1.2,4.8
20,Pingzhen,2024-05-24 23:00,20.0,1.5,1.7
19,Guanyin,2024-05-24 23:00,20.0,1.3,2.2
18,Dayuan,2024-05-24 23:00,14.0,2.1,0.7
17,Taoyuan,2024-05-24 23:00,15.0,2.8,0.4
16,Datong,2024-05-24 23:00,19.0,1.5,0.9
15,Songshan,2024-05-24 23:00,14.0,1.7,1.1
14,Guting,2024-05-24 23:00,7.0,1.1,0.3
13,Wanhua,2024-05-24 23:00,10.0,0.8,0.9
12,Zhongshan,2024-05-24 23:00,12.0,1.2,0.8
11,Shilin,2024-05-24 23:00,15.0,0.5,3.9
10,Tamsui,2024-05-24 23:00,11.0,0.5,2.1
9,Linkou,2024-05-24 23:00,8.0,0.3,9.1
8,Cailiao,2024-05-24 23:00,10.0,1.2,0.0
7,Xinzhuang,2024-05-24 23:00,16.0,0.5,0.0
6,Banqiao,2024-05-24 23:00,10.0,0.2,1.7
5,Tucheng,2024-05-24 23:00,15.0,1.0,0.2
4,Xindian,2024-05-24 23:00,8.0,1.1,4.8
3,Wanli,2024-05-24 23:00,7.0,0.7,5.1
2,Xizhi,2024-05-24 23:00,11.0,3.7,0.4
1,Keelung,2024-05-24 23:00,8.0,0.1,0.7
313,Pingtung（fangshan）,2024-05-24 22:00,18.0,0.3,46.6
312,Taichung（Rilana Elementary）,2024-05-24 22:00,6.0,0.1,4.2
311,New Taipei(Shulin),2024-05-24 22:00,17.0,0.4,2.5
204,Pingtung（Liuqiu）,2024-05-24 22:00,20.0,4.7,27.7
203,Tainan（Madou）,2024-05-24 22:00,17.0,0.7,9.4
202,Kaohsiung（Hunei）,2024-05-24 22:00,11.0,1.0,14.3
201,Changhua（Yuanlin）,2024-05-24 22:00,22.0,2.2,1.7
85,Dacheng,2024-05-24 22:00,11.0,1.9,14.7
84,FugueiCape,2024-05-24 22:00,6.0,0.3,19.4
83,Mailiao,2024-05-24 22:00,16.0,1.3,7.1
80,Guanshan,2024-05-24 22:00,4.0,0.5,10.3
78,Magong,2024-05-24 22:00,0.0,0.7,34.3
77,Kinmen,2024-05-24 22:00,32.0,1.2,33.2
75,Matsu,2024-05-24 22:00,10.0,0.6,35.8
72,Puli,2024-05-24 22:00,12.0,1.1,16.0
71,Fuxing,2024-05-24 22:00,9.0,0.7,22.1
70,Yonghe,2024-05-24 22:00,12.0,0.8,1.5
69,Zhushan,2024-05-24 22:00,15.0,0.5,16.3
68,Zhongli,2024-05-24 22:00,23.0,1.4,1.0
67,Sanchong,2024-05-24 22:00,17.0,0.9,0.5
66,Dongshan,2024-05-24 22:00,3.0,0.2,12.8
65,Yilan,2024-05-24 22:00,6.0,0.5,23.2
64,Yangming,2024-05-24 22:00,2.0,0.3,30.6
63,Hualien,2024-05-24 22:00,9.0,1.4,16.3
62,Taitung,2024-05-24 22:00,2.0,0.0,14.1
61,Hengchun,2024-05-24 22:00,5.0,0.2,14.4
60,Chaozhou,2024-05-24 22:00,17.0,1.0,23.4
59,Pingtung,2024-05-24 22:00,16.0,1.1,24.1
58,Xiaogang,2024-05-24 22:00,13.0,2.3,19.4
57,Qianzhen,2024-05-24 22:00,8.0,1.8,24.6
56,Qianjin,2024-05-24 22:00,7.0,0.9,21.8
54,Zuoying,2024-05-24 22:00,20.0,1.7,20.2
53,Nanzi,2024-05-24 22:00,12.0,1.3,17.9
52,Linyuan,2024-05-24 22:00,17.0,4.0,24.1
51,Daliao,2024-05-24 22:00,19.0,1.6,18.1
50,Fengshan,2024-05-24 22:00,9.0,0.8,22.2
49,Renwu,2024-05-24 22:00,16.0,1.3,17.6
48,Qiaotou,2024-05-24 22:00,14.0,1.4,18.9
47,Meinong,2024-05-24 22:00,17.0,0.5,23.0
46,Tainan,2024-05-24 22:00,11.0,1.4,21.2
45,Annan,2024-05-24 22:00,17.0,1.3,18.9
44,Shanhua,2024-05-24 22:00,16.0,0.7,16.2
43,Xinying,2024-05-24 22:00,10.0,0.6,14.6
42,Chiayi,2024-05-24 22:00,22.0,3.8,9.1
41,Taixi,2024-05-24 22:00,15.0,1.4,11.9
40,Puzi,2024-05-24 22:00,22.0,1.5,7.2
39,Xingang,2024-05-24 22:00,19.0,1.9,10.3
38,Lunbei,2024-05-24 22:00,19.0,0.6,3.6
37,Douliu,2024-05-24 22:00,13.0,1.1,12.4
36,Nantou,2024-05-24 22:00,13.0,0.3,4.4
35,Erlin,2024-05-24 22:00,19.0,0.7,3.7
34,Xianxi,2024-05-24 22:00,9.0,1.7,5.5
33,Changhua,2024-05-24 22:00,11.0,0.6,2.5
32,Xitun,2024-05-24 22:00,13.0,1.3,2.9
31,Zhongming,2024-05-24 22:00,12.0,1.9,2.1
30,Dali,2024-05-24 22:00,15.0,1.4,3.0
29,Shalu,2024-05-24 22:00,15.0,0.7,4.8
28,Fengyuan,2024-05-24 22:00,11.0,0.6,10.1
27,Sanyi,2024-05-24 22:00,8.0,0.4,1.3
26,Miaoli,2024-05-24 22:00,6.0,0.9,11.1
25,Toufen,2024-05-24 22:00,5.0,0.7,8.4
24,Hsinchu,2024-05-24 22:00,7.0,0.4,1.0
23,Zhudong,2024-05-24 22:00,11.0,0.4,9.9
22,Hukou,2024-05-24 22:00,12.0,1.6,7.5
21,Longtan,2024-05-24 22:00,12.0,1.3,7.2
20,Pingzhen,2024-05-24 22:00,15.0,1.4,4.7
19,Guanyin,2024-05-24 22:00,18.0,0.6,5.9
18,Dayuan,2024-05-24 22:00,17.0,1.6,0.7
17,Taoyuan,2024-05-24 22:00,20.0,1.9,1.1
16,Datong,2024-05-24 22:00,22.0,1.4,0.8
15,Songshan,2024-05-24 22:00,14.0,1.6,0.9
14,Guting,2024-05-24 22:00,10.0,1.2,0.4
13,Wanhua,2024-05-24 22:00,18.0,0.5,1.1
12,Zhongshan,2024-05-24 22:00,13.0,1.3,0.0
11,Shilin,2024-05-24 22:00,9.0,0.6,2.6
10,Tamsui,2024-05-24 22:00,11.0,0.8,2.4
9,Linkou,2024-05-24 22:00,14.0,0.6,5.8
8,Cailiao,2024-05-24 22:00,14.0,1.5,0.0
7,Xinzhuang,2024-05-24 22:00,19.0,0.6,0.2
6,Banqiao,2024-05-24 22:00,8.0,0.1,4.9
5,Tucheng,2024-05-24 22:00,17.0,1.1,0.0
4,Xindian,2024-05-24 22:00,12.0,1.1,3.0
3,Wanli,2024-05-24 22:00,7.0,0.7,4.7
2,Xizhi,2024-05-24 22:00,13.0,0.5,0.4
1,Keelung,2024-05-24 22:00,5.0,0.1,1.1
313,Pingtung（fangshan）,2024-05-26 03:00,0.0,0.2,15.8
312,Taichung（Rilana Elementary）,2024-05-26 03:00,9.0,0.7,6.6
311,New Taipei(Shulin),2024-05-26 03:00,20.0,0.4,2.1
204,Pingtung（Liuqiu）,2024-05-26 03:00,5.0,0.4,13.4
203,Tainan（Madou）,2024-05-26 03:00,28.0,0.7,9.1
202,Kaohsiung（Hunei）,2024-05-26 03:00,16.0,0.5,17.4
201,Changhua（Yuanlin）,2024-05-26 03:00,26.0,1.8,3.6
85,Dacheng,2024-05-26 03:00,21.0,1.1,24.3
84,FugueiCape,2024-05-26 03:00,6.0,0.0,11.5
83,Mailiao,2024-05-26 03:00,21.0,1.2,23.8
80,Guanshan,2024-05-26 03:00,1.0,0.1,3.7
78,Magong,2024-05-26 03:00,2.0,1.3,29.8
77,Kinmen,2024-05-26 03:00,11.0,0.3,7.1
75,Matsu,2024-05-26 03:00,5.0,0.4,6.9
72,Puli,2024-05-26 03:00,13.0,0.8,8.1
71,Fuxing,2024-05-26 03:00,17.0,1.5,24.7
70,Yonghe,2024-05-26 03:00,7.0,0.8,7.0
69,Zhushan,2024-05-26 03:00,20.0,0.6,8.9
68,Zhongli,2024-05-26 03:00,11.0,1.2,3.4
67,Sanchong,2024-05-26 03:00,5.0,0.3,3.4
66,Dongshan,2024-05-26 03:00,6.0,0.1,6.0
65,Yilan,2024-05-26 03:00,9.0,1.9,7.0
64,Yangming,2024-05-26 03:00,0.0,0.6,23.5
63,Hualien,2024-05-26 03:00,6.0,0.6,9.6
62,Taitung,2024-05-26 03:00,3.0,0.4,12.9
61,Hengchun,2024-05-26 03:00,2.0,,17.1
60,Chaozhou,2024-05-26 03:00,11.0,0.8,6.9
59,Pingtung,2024-05-26 03:00,14.0,0.5,16.3
58,Xiaogang,2024-05-26 03:00,21.0,1.3,15.7
57,Qianzhen,2024-05-26 03:00,13.0,2.0,25.4
56,Qianjin,2024-05-26 03:00,9.0,0.9,33.0
54,Zuoying,2024-05-26 03:00,13.0,1.5,38.7
53,Nanzi,2024-05-26 03:00,17.0,1.6,22.0
52,Linyuan,2024-05-26 03:00,15.0,0.6,19.3
51,Daliao,2024-05-26 03:00,16.0,4.4,23.4
50,Fengshan,2024-05-26 03:00,11.0,1.4,22.6
49,Renwu,2024-05-26 03:00,19.0,1.0,17.9
48,Qiaotou,2024-05-26 03:00,15.0,0.9,13.6
47,Meinong,2024-05-26 03:00,16.0,0.9,16.8
46,Tainan,2024-05-26 03:00,25.0,1.2,17.0
45,Annan,2024-05-26 03:00,22.0,1.2,15.0
44,Shanhua,2024-05-26 03:00,20.0,1.3,17.7
43,Xinying,2024-05-26 03:00,28.0,1.5,4.6
42,Chiayi,2024-05-26 03:00,21.0,2.0,13.0
41,Taixi,2024-05-26 03:00,16.0,0.9,25.9
40,Puzi,2024-05-26 03:00,40.0,2.5,14.3
39,Xingang,2024-05-26 03:00,37.0,2.5,11.0
38,Lunbei,2024-05-26 03:00,35.0,1.0,16.7
37,Douliu,2024-05-26 03:00,21.0,1.7,9.0
36,Nantou,2024-05-26 03:00,11.0,0.4,7.4
35,Erlin,2024-05-26 03:00,27.0,0.5,11.6
34,Xianxi,2024-05-26 03:00,16.0,1.3,15.8
33,Changhua,2024-05-26 03:00,24.0,1.0,8.2
32,Xitun,2024-05-26 03:00,21.0,1.8,4.3
31,Zhongming,2024-05-26 03:00,22.0,1.7,10.5
30,Dali,2024-05-26 03:00,17.0,0.8,10.9
29,Shalu,2024-05-26 03:00,24.0,1.0,4.3
28,Fengyuan,2024-05-26 03:00,10.0,0.7,14.4
27,Sanyi,2024-05-26 03:00,6.0,0.9,18.6
26,Miaoli,2024-05-26 03:00,15.0,0.9,8.6
25,Toufen,2024-05-26 03:00,19.0,2.3,2.6
24,Hsinchu,2024-05-26 03:00,17.0,0.3,0.2
23,Zhudong,2024-05-26 03:00,11.0,0.6,2.9
22,Hukou,2024-05-26 03:00,19.0,0.3,1.2
21,Longtan,2024-05-26 03:00,18.0,0.6,6.0
20,Pingzhen,2024-05-26 03:00,10.0,0.1,3.8
19,Guanyin,2024-05-26 03:00,13.0,2.1,12.8
18,Dayuan,2024-05-26 03:00,14.0,2.2,0.8
17,Taoyuan,2024-05-26 03:00,21.0,2.5,0.0
16,Datong,2024-05-26 03:00,9.0,0.7,3.8
15,Songshan,2024-05-26 03:00,10.0,0.9,1.3
14,Guting,2024-05-26 03:00,5.0,1.0,4.8
13,Wanhua,2024-05-26 03:00,3.0,0.1,6.8
12,Zhongshan,2024-05-26 03:00,7.0,0.6,1.7
11,Shilin,2024-05-26 03:00,11.0,0.4,2.3
10,Tamsui,2024-05-26 03:00,11.0,1.0,0.9
9,Linkou,2024-05-26 03:00,4.0,0.0,9.0
8,Cailiao,2024-05-26 03:00,5.0,0.7,3.3
7,Xinzhuang,2024-05-26 03:00,16.0,0.7,0.1
6,Banqiao,2024-05-26 03:00,17.0,0.9,0.5
5,Tucheng,2024-05-26 03:00,13.0,0.7,0.5
4,Xindian,2024-05-26 03:00,8.0,0.0,8.0
3,Wanli,2024-05-26 03:00,3.0,0.9,4.6
2,Xizhi,2024-05-26 03:00,7.0,0.5,1.2
1,Keelung,2024-05-26 03:00,8.0,0.8,0.3
313,Pingtung（fangshan）,2024-05-26 02:00,0.0,0.3,16.0
312,Taichung（Rilana Elementary）,2024-05-26 02:00,10.0,0.9,9.1
311,New Taipei(Shulin),2024-05-26 02:00,21.0,0.4,1.9
204,Pingtung（Liuqiu）,2024-05-26 02:00,7.0,0.5,13.1
203,Tainan（Madou）,2024-05-26 02:00,30.0,0.7,11.8
202,Kaohsiung（Hunei）,2024-05-26 02:00,16.0,0.7,11.3
201,Changhua（Yuanlin）,2024-05-26 02:00,33.0,1.9,4.5
85,Dacheng,2024-05-26 02:00,14.0,1.0,31.9
84,FugueiCape,2024-05-26 02:00,7.0,0.0,11.6
83,Mailiao,2024-05-26 02:00,18.0,1.2,27.5
80,Guanshan,2024-05-26 02:00,0.0,0.2,3.9
78,Magong,2024-05-26 02:00,3.0,1.3,31.0
77,Kinmen,2024-05-26 02:00,10.0,0.4,8.4
75,Matsu,2024-05-26 02:00,6.0,0.4,12.5
72,Puli,2024-05-26 02:00,15.0,0.9,7.0
71,Fuxing,2024-05-26 02:00,10.0,1.1,27.1
70,Yonghe,2024-05-26 02:00,3.0,0.7,6.3
69,Zhushan,2024-05-26 02:00,16.0,0.9,6.3
68,Zhongli,2024-05-26 02:00,21.0,1.6,2.1
67,Sanchong,2024-05-26 02:00,7.0,0.3,3.2
66,Dongshan,2024-05-26 02:00,7.0,0.0,7.9
65,Yilan,2024-05-26 02:00,5.0,2.7,6.7
64,Yangming,2024-05-26 02:00,0.0,0.7,14.7
63,Hualien,2024-05-26 02:00,4.0,0.7,10.0
62,Taitung,2024-05-26 02:00,4.0,0.5,9.4
61,Hengchun,2024-05-26 02:00,4.0,,17.1
60,Chaozhou,2024-05-26 02:00,9.0,0.9,8.3
59,Pingtung,2024-05-26 02:00,15.0,0.8,20.2
58,Xiaogang,2024-05-26 02:00,21.0,1.8,21.9
57,Qianzhen,2024-05-26 02:00,15.0,1.7,29.5
56,Qianjin,2024-05-26 02:00,11.0,0.7,33.9
54,Zuoying,2024-05-26 02:00,9.0,1.6,32.8
53,Nanzi,2024-05-26 02:00,16.0,1.5,20.9
52,Linyuan,2024-05-26 02:00,17.0,1.1,12.5
51,Daliao,2024-05-26 02:00,21.0,3.3,19.5
50,Fengshan,2024-05-26 02:00,15.0,1.7,17.1
49,Renwu,2024-05-26 02:00,10.0,0.9,29.6
48,Qiaotou,2024-05-26 02:00,15.0,1.0,16.1
47,Meinong,2024-05-26 02:00,11.0,0.9,18.2
46,Tainan,2024-05-26 02:00,24.0,1.2,14.6
45,Annan,2024-05-26 02:00,15.0,1.4,12.1
44,Shanhua,2024-05-26 02:00,14.0,1.3,20.8
43,Xinying,2024-05-26 02:00,25.0,1.2,7.6
42,Chiayi,2024-05-26 02:00,27.0,2.8,10.5
41,Taixi,2024-05-26 02:00,14.0,1.0,28.7
40,Puzi,2024-05-26 02:00,29.0,1.9,15.5
39,Xingang,2024-05-26 02:00,36.0,2.5,16.3
38,Lunbei,2024-05-26 02:00,29.0,1.2,22.1
37,Douliu,2024-05-26 02:00,32.0,2.0,3.7
36,Nantou,2024-05-26 02:00,14.0,0.4,9.4
35,Erlin,2024-05-26 02:00,25.0,0.4,15.2
34,Xianxi,2024-05-26 02:00,12.0,1.5,21.3
33,Changhua,2024-05-26 02:00,21.0,0.8,6.7
32,Xitun,2024-05-26 02:00,23.0,,2.8
31,Zhongming,2024-05-26 02:00,21.0,1.6,8.6
30,Dali,2024-05-26 02:00,20.0,1.0,6.7
29,Shalu,2024-05-26 02:00,21.0,1.0,8.7
28,Fengyuan,2024-05-26 02:00,8.0,1.0,15.6
27,Sanyi,2024-05-26 02:00,9.0,1.1,19.3
26,Miaoli,2024-05-26 02:00,11.0,1.1,9.4
25,Toufen,2024-05-26 02:00,19.0,1.7,5.2
24,Hsinchu,2024-05-26 02:00,20.0,0.6,3.6
23,Zhudong,2024-05-26 02:00,13.0,0.5,3.8
22,Hukou,2024-05-26 02:00,19.0,0.4,0.2
21,Longtan,2024-05-26 02:00,12.0,0.4,5.9
20,Pingzhen,2024-05-26 02:00,14.0,0.6,4.2
19,Guanyin,2024-05-26 02:00,12.0,2.8,7.1
18,Dayuan,2024-05-26 02:00,15.0,2.4,0.6
17,Taoyuan,2024-05-26 02:00,22.0,2.4,2.0
16,Datong,2024-05-26 02:00,8.0,0.8,2.9
15,Songshan,2024-05-26 02:00,9.0,0.7,1.8
14,Guting,2024-05-26 02:00,7.0,0.9,2.1
13,Wanhua,2024-05-26 02:00,3.0,0.3,6.2
12,Zhongshan,2024-05-26 02:00,5.0,0.6,2.3
11,Shilin,2024-05-26 02:00,11.0,0.6,1.6
10,Tamsui,2024-05-26 02:00,12.0,1.3,0.0
9,Linkou,2024-05-26 02:00,5.0,0.0,8.3
8,Cailiao,2024-05-26 02:00,4.0,0.8,1.8
7,Xinzhuang,2024-05-26 02:00,15.0,0.8,0.1
6,Banqiao,2024-05-26 02:00,6.0,0.7,0.1
5,Tucheng,2024-05-26 02:00,14.0,0.9,0.8
4,Xindian,2024-05-26 02:00,9.0,0.0,8.5
3,Wanli,2024-05-26 02:00,5.0,1.0,4.1
2,Xizhi,2024-05-26 02:00,8.0,0.7,0.4
1,Keelung,2024-05-26 02:00,9.0,0.9,0.2
313,Pingtung（fangshan）,2024-05-26 01:00,0.0,0.2,16.4
312,Taichung（Rilana Elementary）,2024-05-26 01:00,17.0,0.4,6.8
311,New Taipei(Shulin),2024-05-26 01:00,19.0,0.4,2.8
204,Pingtung（Liuqiu）,2024-05-26 01:00,10.0,1.1,17.6
203,Tainan（Madou）,2024-05-26 01:00,26.0,0.6,18.9
202,Kaohsiung（Hunei）,2024-05-26 01:00,20.0,0.5,20.7
201,Changhua（Yuanlin）,2024-05-26 01:00,25.0,2.4,7.5
85,Dacheng,2024-05-26 01:00,9.0,1.1,43.2
84,FugueiCape,2024-05-26 01:00,7.0,0.3,12.5
83,Mailiao,2024-05-26 01:00,16.0,1.3,29.6
80,Guanshan,2024-05-26 01:00,3.0,0.5,5.5
78,Magong,2024-05-26 01:00,4.0,0.7,34.8
77,Kinmen,2024-05-26 01:00,8.0,0.6,12.6
75,Matsu,2024-05-26 01:00,4.0,0.3,10.3
72,Puli,2024-05-26 01:00,12.0,1.7,9.7
71,Fuxing,2024-05-26 01:00,11.0,1.6,22.3
70,Yonghe,2024-05-26 01:00,6.0,0.5,5.7
69,Zhushan,2024-05-26 01:00,20.0,0.8,8.2
68,Zhongli,2024-05-26 01:00,16.0,2.8,1.0
67,Sanchong,2024-05-26 01:00,8.0,0.5,1.8
66,Dongshan,2024-05-26 01:00,7.0,0.0,7.1
65,Yilan,2024-05-26 01:00,6.0,1.4,7.8
64,Yangming,2024-05-26 01:00,4.0,0.8,15.2
63,Hualien,2024-05-26 01:00,4.0,0.6,12.8
62,Taitung,2024-05-26 01:00,0.0,0.4,8.8
61,Hengchun,2024-05-26 01:00,2.0,0.0,18.3
60,Chaozhou,2024-05-26 01:00,8.0,0.4,11.5
59,Pingtung,2024-05-26 01:00,16.0,1.8,22.7
58,Xiaogang,2024-05-26 01:00,14.0,2.4,22.3
57,Qianzhen,2024-05-26 01:00,11.0,2.5,21.6
56,Qianjin,2024-05-26 01:00,9.0,0.6,33.7
54,Zuoying,2024-05-26 01:00,12.0,1.6,41.5
53,Nanzi,2024-05-26 01:00,9.0,1.0,23.9
52,Linyuan,2024-05-26 01:00,23.0,1.8,15.1
51,Daliao,2024-05-26 01:00,13.0,1.7,18.1
50,Fengshan,2024-05-26 01:00,14.0,1.6,24.0
49,Renwu,2024-05-26 01:00,19.0,1.3,26.8
48,Qiaotou,2024-05-26 01:00,18.0,0.9,19.4
47,Meinong,2024-05-26 01:00,9.0,0.8,17.1
46,Tainan,2024-05-26 01:00,21.0,2.0,17.6
