level_0,aqi,co,datacreationdate,index,no,no2,o3,pm10,pm2.5,siteid,sitename,so2,status
866,35,,2024-05-30 19:00,866,,20.6,16.6,,12.0,70,Yonghe,,Good
867,45,,2024-05-30 19:00,867,,5.6,26.2,,7.0,69,Zhushan,,Good
868,52,,2024-05-30 19:00,868,,33.7,11.7,,15.0,68,Zhongli,,Moderate
869,60,,2024-05-30 19:00,869,,43.3,5.3,,11.0,67,Sanchong,,Moderate
870,38,,2024-05-30 19:00,870,,4.8,36.4,,7.0,66,Dongshan,,Good
871,43,,2024-05-30 19:00,871,,3.0,39.6,,5.0,65,Yilan,,Good
872,28,,2024-05-30 19:00,872,,1.5,19.7,,6.0,64,Yangming,,Good
873,32,,2024-05-30 19:00,873,,6.6,24.4,,9.0,63,Hualien,,Good
874,29,,2024-05-30 19:00,874,,6.2,24.8,,0.0,62,Taitung,,Good
875,31,,2024-05-30 19:00,875,,1.7,31.9,,2.0,61,Hengchun,,Good
876,29,,2024-05-30 19:00,876,,3.2,27.9,,2.0,60,Chaozhou,,Good
877,27,,2024-05-30 19:00,877,,7.3,25.6,,4.0,59,Pingtung,,Good
878,29,,2024-05-30 19:00,878,,10.1,22.7,,7.0,58,Xiaogang,,Good
879,32,,2024-05-30 19:00,879,,19.7,14.4,,2.0,57,Qianzhen,,Good
880,22,,2024-05-30 19:00,880,,11.3,21.2,,2.0,56,Qianjin,,Good
881,30,,2024-05-30 19:00,881,,12.2,22.1,,10.0,54,Zuoying,,Good
882,24,,2024-05-30 19:00,882,,12.6,24.0,,10.0,53,Nanzi,,Good
883,31,,2024-05-30 19:00,883,,0.8,33.8,,7.0,52,Linyuan,,Good
884,27,,2024-05-30 19:00,884,,3.8,28.4,,7.0,51,Daliao,,Good
885,25,,2024-05-30 19:00,885,,10.1,22.8,,11.0,50,Fengshan,,Good
886,28,,2024-05-30 19:00,886,,8.3,27.0,,6.0,49,Renwu,,Good
887,24,,2024-05-30 19:00,887,,12.9,20.5,,3.0,48,Qiaotou,,Good
888,31,,2024-05-30 19:00,888,,2.6,31.0,,4.0,47,Meinong,,Good
889,34,,2024-05-30 19:00,889,,10.5,25.3,,11.0,46,Tainan,,Good
890,34,,2024-05-30 19:00,890,,12.8,24.0,,11.0,45,Annan,,Good
891,31,,2024-05-30 19:00,891,,2.4,27.6,,8.0,44,Shanhua,,Good
892,39,,2024-05-30 19:00,892,,5.1,30.1,,4.0,43,Xinying,,Good
893,43,,2024-05-30 19:00,893,,4.9,33.4,,4.0,42,Chiayi,,Good
894,47,,2024-05-30 19:00,894,,1.8,31.3,,4.0,41,Taixi,,Good
895,34,,2024-05-30 19:00,895,,9.4,34.0,,,40,Puzi,,Good
896,43,,2024-05-30 19:00,896,,5.2,39.0,,12.0,39,Xingang,,Good
897,41,,2024-05-30 19:00,897,,4.2,34.5,,10.0,38,Lunbei,,Good
898,43,,2024-05-30 19:00,898,,6.3,34.5,,4.0,37,Douliu,,Good
899,45,,2024-05-30 19:00,899,,6.7,25.6,,7.0,36,Nantou,,Good
900,51,,2024-05-30 19:00,900,,3.8,37.7,,15.0,35,Erlin,,Moderate
901,50,,2024-05-30 19:00,901,,6.1,35.4,,11.0,34,Xianxi,,Good
902,67,,2024-05-30 19:00,902,,7.0,39.0,,12.0,33,Changhua,,Moderate
903,64,,2024-05-30 19:00,903,,6.5,37.5,,9.0,32,Xitun,,Moderate
904,37,,2024-05-30 19:00,904,,9.7,31.4,,9.0,31,Zhongming,,Good
905,58,,2024-05-30 19:00,905,,8.7,26.8,,8.0,30,Dali,,Moderate
906,58,,2024-05-30 19:00,906,,8.6,40.6,,11.0,29,Shalu,,Moderate
907,71,,2024-05-30 19:00,907,,6.0,35.2,,11.0,28,Fengyuan,,Moderate
908,51,,2024-05-30 19:00,908,,3.1,37.7,,10.0,27,Sanyi,,Moderate
909,67,,2024-05-30 19:00,909,,7.1,40.4,,13.0,26,Miaoli,,Moderate
910,50,,2024-05-30 19:00,910,,6.0,39.4,,10.0,25,Toufen,,Good
911,47,,2024-05-30 19:00,911,,18.5,35.7,,10.0,24,Hsinchu,,Good
912,58,,2024-05-30 19:00,912,,9.4,30.1,,17.0,23,Zhudong,,Moderate
913,54,,2024-05-30 19:00,913,,6.6,33.9,,20.0,22,Hukou,,Moderate
914,49,,2024-05-30 19:00,914,,16.0,35.4,,19.0,21,Longtan,,Good
915,38,,2024-05-30 19:00,915,,19.8,23.6,,13.0,20,Pingzhen,,Good
916,51,,2024-05-30 19:00,916,,12.9,31.8,,12.0,19,Guanyin,,Moderate
917,36,,2024-05-30 19:00,917,,19.5,26.0,,15.0,18,Dayuan,,Good
918,52,,2024-05-30 19:00,918,,33.4,12.0,,14.0,17,Taoyuan,,Moderate
919,48,,2024-05-30 19:00,919,,29.8,14.0,,10.0,16,Datong,,Good
920,36,,2024-05-30 19:00,920,,21.8,17.5,,12.0,15,Songshan,,Good
921,38,,2024-05-30 19:00,921,,15.3,24.8,,7.0,14,Guting,,Good
922,42,,2024-05-30 19:00,922,,25.5,21.2,,11.0,13,Wanhua,,Good
923,52,,2024-05-30 19:00,923,,32.7,11.4,,8.0,12,Zhongshan,,Moderate
924,35,,2024-05-30 19:00,924,,20.2,21.0,,11.0,11,Shilin,,Good
925,42,,2024-05-30 19:00,925,,25.4,21.2,,11.0,10,Tamsui,,Good
926,40,,2024-05-30 19:00,926,,3.9,36.3,,4.0,9,Linkou,,Good
927,38,,2024-05-30 19:00,927,,20.7,25.6,,8.0,8,Cailiao,,Good
928,40,,2024-05-30 19:00,928,,24.7,18.7,,11.0,7,Xinzhuang,,Good
929,41,,2024-05-30 19:00,929,,21.0,24.1,,8.0,6,Banqiao,,Good
930,51,,2024-05-30 19:00,930,,31.6,16.3,,18.0,5,Tucheng,,Moderate
931,42,,2024-05-30 19:00,931,,11.8,27.4,,6.0,4,Xindian,,Good
932,39,,2024-05-30 19:00,932,,12.6,18.9,,5.0,3,Wanli,,Good
933,52,,2024-05-30 19:00,933,,32.9,8.9,,14.0,2,Xizhi,,Moderate
934,27,,2024-05-30 19:00,934,,16.6,5.1,,4.0,1,Keelung,,Good
