level_0,aqi,co,datacreationdate,index,no,no2,o3,pm10,pm2.5,siteid,sitename,so2,status
243,31,0.59,2024-05-31 03:00,243,6.8,10.0,7.3,16.0,7.0,12,Zhongshan,1.3,Good
244,39,0.27,2024-05-31 03:00,244,1.5,11.1,9.0,14.0,11.0,11,Shilin,0.2,Good
245,36,0.19,2024-05-31 03:00,245,2.8,14.7,7.1,34.0,12.0,10,Tamsui,2.3,Good
246,33,0.15,2024-05-31 03:00,246,0.9,19.9,14.3,7.0,14.0,9,Linkou,1.0,Good
247,37,0.37,2024-05-31 03:00,247,1.0,19.1,2.5,12.0,11.0,8,Cailiao,1.1,Good
248,53,0.36,2024-05-31 03:00,248,1.8,16.2,7.8,20.0,20.0,7,Xinzhuang,0.5,Moderate
249,40,0.52,2024-05-31 03:00,249,1.7,18.4,4.6,24.0,10.0,6,Banqiao,1.0,Good
250,55,0.52,2024-05-31 03:00,250,1.2,14.7,3.8,34.0,12.0,5,Tucheng,1.4,Moderate
251,37,0.43,2024-05-31 03:00,251,1.8,2.7,9.2,14.0,14.0,4,Xindian,0.7,Good
252,24,0.25,2024-05-31 03:00,252,1.1,6.7,4.3,40.0,7.0,3,Wanli,0.5,Good
253,43,0.43,2024-05-31 03:00,253,3.9,15.5,1.6,23.0,16.0,2,Xizhi,5.3,Good
254,23,0.4,2024-05-31 03:00,254,2.3,11.3,2.1,12.0,11.0,1,Keelung,1.4,Good
255,25,,2024-05-31 02:00,255,,1.4,26.2,,0.0,313,Pingtung（fangshan）,,Good
256,26,,2024-05-31 02:00,256,,10.6,9.7,,6.0,312,Taichung（Rilana Elementary）,,Good
257,52,,2024-05-31 02:00,257,,11.3,3.4,,19.0,311,New Taipei(Shulin),,Moderate
258,25,,2024-05-31 02:00,258,,0.6,26.1,,8.0,204,Pingtung（Liuqiu）,,Good
259,18,,2024-05-31 02:00,259,,3.8,22.4,,6.0,203,Tainan（Madou）,,Good
260,16,,2024-05-31 02:00,260,,6.4,16.3,,6.0,202,Kaohsiung（Hunei）,,Good
261,40,,2024-05-31 02:00,261,,6.8,15.3,,10.0,201,Changhua（Yuanlin）,,Good
262,18,,2024-05-31 02:00,262,,5.6,15.0,,5.0,85,Dacheng,,Good
263,28,,2024-05-31 02:00,263,,9.5,21.2,,7.0,84,FugueiCape,,Good
264,22,,2024-05-31 02:00,264,,5.6,18.0,,7.0,83,Mailiao,,Good
265,21,,2024-05-31 02:00,265,,1.7,4.4,,3.0,80,Guanshan,,Good
266,27,,2024-05-31 02:00,266,,2.1,30.7,,1.0,78,Magong,,Good
267,78,,2024-05-31 02:00,267,,25.7,4.9,,26.0,77,Kinmen,,Moderate
268,38,,2024-05-31 02:00,268,,15.6,25.7,,9.0,75,Matsu,,Good
269,33,,2024-05-31 02:00,269,,3.1,7.1,,8.0,72,Puli,,Good
270,18,,2024-05-31 02:00,270,,5.6,21.3,,3.0,71,Fuxing,,Good
271,59,,2024-05-31 02:00,271,,5.4,7.6,,12.0,70,Yonghe,,Moderate
272,24,,2024-05-31 02:00,272,,5.7,3.6,,3.0,69,Zhushan,,Good
273,51,,2024-05-31 02:00,273,,26.1,8.8,,19.0,68,Zhongli,,Moderate
274,39,,2024-05-31 02:00,274,,17.0,2.5,,11.0,67,Sanchong,,Good
275,24,,2024-05-31 02:00,275,,4.0,6.9,,7.0,66,Dongshan,,Good
276,19,,2024-05-31 02:00,276,,2.8,8.8,,6.0,65,Yilan,,Good
277,25,,2024-05-31 02:00,277,,3.2,29.9,,8.0,64,Yangming,,Good
278,22,,2024-05-31 02:00,278,,1.1,17.0,,6.0,63,Hualien,,Good
279,17,,2024-05-31 02:00,279,,4.4,8.5,,1.0,62,Taitung,,Good
280,25,,2024-05-31 02:00,280,,1.0,24.7,,3.0,61,Hengchun,,Good
281,18,,2024-05-31 02:00,281,,1.4,16.4,,0.0,60,Chaozhou,,Good
282,21,,2024-05-31 02:00,282,,3.1,22.4,,1.0,59,Pingtung,,Good
283,33,,2024-05-31 02:00,283,,6.2,20.5,,4.0,58,Xiaogang,,Good
284,16,,2024-05-31 02:00,284,,6.9,20.0,,0.0,57,Qianzhen,,Good
285,18,,2024-05-31 02:00,285,,6.3,19.5,,2.0,56,Qianjin,,Good
286,29,,2024-05-31 02:00,286,,7.1,18.0,,6.0,54,Zuoying,,Good
287,22,,2024-05-31 02:00,287,,13.4,14.4,,3.0,53,Nanzi,,Good
288,27,,2024-05-31 02:00,288,,1.8,22.3,,5.0,52,Linyuan,,Good
289,23,,2024-05-31 02:00,289,,2.4,19.9,,5.0,51,Daliao,,Good
290,21,,2024-05-31 02:00,290,,1.7,23.9,,0.0,50,Fengshan,,Good
291,24,,2024-05-31 02:00,291,,3.5,23.4,,4.0,49,Renwu,,Good
292,18,,2024-05-31 02:00,292,,6.6,18.2,,3.0,48,Qiaotou,,Good
293,18,,2024-05-31 02:00,293,,1.5,23.1,,0.0,47,Meinong,,Good
294,28,,2024-05-31 02:00,294,,7.6,18.8,,9.0,46,Tainan,,Good
295,25,,2024-05-31 02:00,295,,8.0,18.9,,6.0,45,Annan,,Good
296,26,,2024-05-31 02:00,296,,1.5,22.3,,6.0,44,Shanhua,,Good
297,20,,2024-05-31 02:00,297,,3.4,18.7,,3.0,43,Xinying,,Good
298,20,,2024-05-31 02:00,298,,2.2,20.4,,3.0,42,Chiayi,,Good
299,21,,2024-05-31 02:00,299,,4.1,20.6,,3.0,41,Taixi,,Good
300,19,,2024-05-31 02:00,300,,5.5,16.8,,,40,Puzi,,Good
301,25,,2024-05-31 02:00,301,,2.4,22.1,,5.0,39,Xingang,,Good
302,22,,2024-05-31 02:00,302,,3.1,15.0,,4.0,38,Lunbei,,Good
303,23,,2024-05-31 02:00,303,,11.3,6.0,,5.0,37,Douliu,,Good
304,27,,2024-05-31 02:00,304,,7.0,3.2,,5.0,36,Nantou,,Good
305,45,,2024-05-31 02:00,305,,10.8,4.5,,15.0,35,Erlin,,Good
306,32,,2024-05-31 02:00,306,,9.0,6.6,,11.0,34,Xianxi,,Good
307,27,,2024-05-31 02:00,307,,5.0,20.3,,3.0,33,Changhua,,Good
308,31,,2024-05-31 02:00,308,,8.1,8.7,,6.0,32,Xitun,,Good
309,26,,2024-05-31 02:00,309,,5.2,11.4,,7.0,31,Zhongming,,Good
310,36,,2024-05-31 02:00,310,,5.0,10.1,,7.0,30,Dali,,Good
311,28,,2024-05-31 02:00,311,,9.3,15.6,,5.0,29,Shalu,,Good
312,22,,2024-05-31 02:00,312,,4.2,19.3,,3.0,28,Fengyuan,,Good
313,26,,2024-05-31 02:00,313,,2.9,18.0,,6.0,27,Sanyi,,Good
314,46,,2024-05-31 02:00,314,,10.8,5.2,,16.0,26,Miaoli,,Good
315,38,,2024-05-31 02:00,315,,5.9,9.4,,11.0,25,Toufen,,Good
316,34,,2024-05-31 02:00,316,,12.7,18.9,,11.0,24,Hsinchu,,Good
317,54,,2024-05-31 02:00,317,,4.5,8.3,,16.0,23,Zhudong,,Moderate
318,49,,2024-05-31 02:00,318,,16.8,12.0,,14.0,22,Hukou,,Good
319,59,,2024-05-31 02:00,319,,22.4,0.1,,20.0,21,Longtan,,Moderate
320,41,,2024-05-31 02:00,320,,20.6,15.5,,16.0,20,Pingzhen,,Good
321,31,,2024-05-31 02:00,321,,7.6,18.4,,11.0,19,Guanyin,,Good
322,46,,2024-05-31 02:00,322,,10.1,16.2,,21.0,18,Dayuan,,Good
323,45,,2024-05-31 02:00,323,,18.2,14.4,,18.0,17,Taoyuan,,Good
324,40,,2024-05-31 02:00,324,,18.1,2.3,,14.0,16,Datong,,Good
325,46,,2024-05-31 02:00,325,,12.0,9.7,,15.0,15,Songshan,,Good
326,25,,2024-05-31 02:00,326,,4.8,8.6,,5.0,14,Guting,,Good
327,35,,2024-05-31 02:00,327,,12.8,6.6,,9.0,13,Wanhua,,Good
328,34,,2024-05-31 02:00,328,,11.0,6.6,,11.0,12,Zhongshan,,Good
329,39,,2024-05-31 02:00,329,,14.5,8.9,,15.0,11,Shilin,,Good
330,36,,2024-05-31 02:00,330,,15.8,8.7,,11.0,10,Tamsui,,Good
331,31,,2024-05-31 02:00,331,,,14.3,,12.0,9,Linkou,,Good
332,36,,2024-05-31 02:00,332,,17.9,2.1,,12.0,8,Cailiao,,Good
333,50,,2024-05-31 02:00,333,,17.1,8.8,,15.0,7,Xinzhuang,,Good
334,42,,2024-05-31 02:00,334,,20.9,2.8,,14.0,6,Banqiao,,Good
335,57,,2024-05-31 02:00,335,,18.6,1.9,,16.0,5,Tucheng,,Moderate
336,35,,2024-05-31 02:00,336,,3.9,9.9,,9.0,4,Xindian,,Good
337,26,,2024-05-31 02:00,337,,10.9,6.3,,6.0,3,Wanli,,Good
338,43,,2024-05-31 02:00,338,,16.0,0.6,,11.0,2,Xizhi,,Good
339,22,,2024-05-31 02:00,339,,13.6,1.8,,4.0,1,Keelung,,Good
340,26,,2024-05-31 01:00,340,,1.8,29.2,,2.0,313,Pingtung（fangshan）,,Good
341,28,,2024-05-31 01:00,341,,8.8,19.7,,6.0,312,Taichung（Rilana Elementary）,,Good
342,51,,2024-05-31 01:00,342,,7.9,8.8,,12.0,311,New Taipei(Shulin),,Moderate
343,26,,2024-05-31 01:00,343,,0.9,24.2,,5.0,204,Pingtung（Liuqiu）,,Good
344,19,,2024-05-31 01:00,344,,4.6,18.2,,4.0,203,Tainan（Madou）,,Good
345,15,,2024-05-31 01:00,345,,8.3,15.6,,4.0,202,Kaohsiung（Hunei）,,Good
346,44,,2024-05-31 01:00,346,,7.9,14.4,,12.0,201,Changhua（Yuanlin）,,Good
347,20,,2024-05-31 01:00,347,,6.0,12.3,,5.0,85,Dacheng,,Good
348,30,,2024-05-31 01:00,348,,5.4,28.8,,5.0,84,FugueiCape,,Good
349,22,,2024-05-31 01:00,349,,6.1,17.0,,5.0,83,Mailiao,,Good
350,18,,2024-05-31 01:00,350,,1.7,6.0,,2.0,80,Guanshan,,Good
351,27,,2024-05-31 01:00,351,,2.6,29.7,,1.0,78,Magong,,Good
352,76,,2024-05-31 01:00,352,,25.9,2.8,,30.0,77,Kinmen,,Moderate
353,39,,2024-05-31 01:00,353,,14.9,28.6,,12.0,75,Matsu,,Good
354,35,,2024-05-31 01:00,354,,3.8,8.9,,10.0,72,Puli,,Good
355,20,,2024-05-31 01:00,355,,12.2,14.3,,5.0,71,Fuxing,,Good
356,59,,2024-05-31 01:00,356,,10.1,6.5,,16.0,70,Yonghe,,Moderate
357,30,,2024-05-31 01:00,357,,4.3,5.1,,5.0,69,Zhushan,,Good
358,46,,2024-05-31 01:00,358,,22.9,12.4,,13.0,68,Zhongli,,Good
359,50,,2024-05-31 01:00,359,,30.3,2.6,,16.0,67,Sanchong,,Good
360,24,,2024-05-31 01:00,360,,3.7,8.9,,12.0,66,Dongshan,,Good
361,23,,2024-05-31 01:00,361,,2.7,8.0,,9.0,65,Yilan,,Good
362,25,,2024-05-31 01:00,362,,2.3,29.9,,11.0,64,Yangming,,Good
363,25,,2024-05-31 01:00,363,,1.7,15.4,,7.0,63,Hualien,,Good
364,19,,2024-05-31 01:00,364,,1.9,9.7,,1.0,62,Taitung,,Good
365,27,,2024-05-31 01:00,365,,0.8,27.6,,1.0,61,Hengchun,,Good
366,19,,2024-05-31 01:00,366,,0.7,22.3,,0.0,60,Chaozhou,,Good
367,21,,2024-05-31 01:00,367,,2.5,24.8,,4.0,59,Pingtung,,Good
368,40,,2024-05-31 01:00,368,,20.1,13.3,,24.0,58,Xiaogang,,Good
369,18,,2024-05-31 01:00,369,,11.4,14.9,,3.0,57,Qianzhen,,Good
370,19,,2024-05-31 01:00,370,,9.5,17.8,,2.0,56,Qianjin,,Good
371,31,,2024-05-31 01:00,371,,7.7,17.7,,8.0,54,Zuoying,,Good
372,19,,2024-05-31 01:00,372,,11.2,17.4,,4.0,53,Nanzi,,Good
373,29,,2024-05-31 01:00,373,,0.8,26.9,,0.0,52,Linyuan,,Good
374,24,,2024-05-31 01:00,374,,1.8,23.5,,4.0,51,Daliao,,Good
375,21,,2024-05-31 01:00,375,,5.1,21.4,,3.0,50,Fengshan,,Good
376,24,,2024-05-31 01:00,376,,7.1,22.9,,5.0,49,Renwu,,Good
377,19,,2024-05-31 01:00,377,,9.9,16.5,,6.0,48,Qiaotou,,Good
378,19,,2024-05-31 01:00,378,,2.3,19.2,,4.0,47,Meinong,,Good
379,28,,2024-05-31 01:00,379,,11.3,15.5,,7.0,46,Tainan,,Good
380,26,,2024-05-31 01:00,380,,11.6,16.7,,6.0,45,Annan,,Good
381,27,,2024-05-31 01:00,381,,2.8,17.9,,9.0,44,Shanhua,,Good
382,22,,2024-05-31 01:00,382,,3.1,20.6,,2.0,43,Xinying,,Good
383,22,,2024-05-31 01:00,383,,5.7,13.8,,4.0,42,Chiayi,,Good
384,21,,2024-05-31 01:00,384,,4.9,18.4,,3.0,41,Taixi,,Good
385,19,,2024-05-31 01:00,385,,5.9,16.4,,,40,Puzi,,Good
386,27,,2024-05-31 01:00,386,,3.5,19.5,,7.0,39,Xingang,,Good
387,26,,2024-05-31 01:00,387,,2.7,13.8,,4.0,38,Lunbei,,Good
388,25,,2024-05-31 01:00,388,,2.7,9.4,,5.0,37,Douliu,,Good
389,26,,2024-05-31 01:00,389,,5.5,5.3,,5.0,36,Nantou,,Good
390,47,,2024-05-31 01:00,390,,8.3,8.8,,10.0,35,Erlin,,Good
391,35,,2024-05-31 01:00,391,,4.1,14.4,,5.0,34,Xianxi,,Good
392,33,,2024-05-31 01:00,392,,8.7,15.9,,6.0,33,Changhua,,Good
393,34,,2024-05-31 01:00,393,,9.8,7.7,,10.0,32,Xitun,,Good
394,27,,2024-05-31 01:00,394,,6.6,11.8,,6.0,31,Zhongming,,Good
395,39,,2024-05-31 01:00,395,,7.0,8.4,,9.0,30,Dali,,Good
396,33,,2024-05-31 01:00,396,,8.5,16.6,,8.0,29,Shalu,,Good
397,24,,2024-05-31 01:00,397,,4.9,18.3,,6.0,28,Fengyuan,,Good
398,29,,2024-05-31 01:00,398,,2.1,17.6,,6.0,27,Sanyi,,Good
399,44,,2024-05-31 01:00,399,,13.0,7.9,,13.0,26,Miaoli,,Good
400,40,,2024-05-31 01:00,400,,8.6,11.7,,12.0,25,Toufen,,Good
401,33,,2024-05-31 01:00,401,,10.8,25.6,,12.0,24,Hsinchu,,Good
402,53,,2024-05-31 01:00,402,,5.5,7.7,,19.0,23,Zhudong,,Moderate
403,50,,2024-05-31 01:00,403,,7.8,21.5,,13.0,22,Hukou,,Good
404,57,,2024-05-31 01:00,404,,24.2,0.5,,21.0,21,Longtan,,Moderate
405,40,,2024-05-31 01:00,405,,24.2,14.4,,12.0,20,Pingzhen,,Good
406,30,,2024-05-31 01:00,406,,4.9,31.9,,7.0,19,Guanyin,,Good
407,41,,2024-05-31 01:00,407,,11.2,22.6,,11.0,18,Dayuan,,Good
408,43,,2024-05-31 01:00,408,,12.0,22.3,,11.0,17,Taoyuan,,Good
409,37,,2024-05-31 01:00,409,,16.3,3.9,,10.0,16,Datong,,Good
410,46,,2024-05-31 01:00,410,,21.2,4.5,,12.0,15,Songshan,,Good
411,27,,2024-05-31 01:00,411,,6.7,8.3,,8.0,14,Guting,,Good
412,39,,2024-05-31 01:00,412,,10.9,8.1,,9.0,13,Wanhua,,Good
413,33,,2024-05-31 01:00,413,,13.3,8.2,,11.0,12,Zhongshan,,Good
414,38,,2024-05-31 01:00,414,,23.4,4.4,,12.0,11,Shilin,,Good
415,36,,2024-05-31 01:00,415,,11.5,11.8,,10.0,10,Tamsui,,Good
416,30,,2024-05-31 01:00,416,,,18.9,,9.0,9,Linkou,,Good
417,33,,2024-05-31 01:00,417,,18.3,7.8,,13.0,8,Cailiao,,Good
418,50,,2024-05-31 01:00,418,,20.4,8.7,,22.0,7,Xinzhuang,,Good
419,42,,2024-05-31 01:00,419,,25.0,2.9,,13.0,6,Banqiao,,Good
420,59,,2024-05-31 01:00,420,,20.4,4.0,,19.0,5,Tucheng,,Moderate
421,36,,2024-05-31 01:00,421,,5.0,8.6,,12.0,4,Xindian,,Good
422,28,,2024-05-31 01:00,422,,6.1,6.8,,9.0,3,Wanli,,Good
423,44,,2024-05-31 01:00,423,,18.7,0.4,,13.0,2,Xizhi,,Good
424,28,,2024-05-31 01:00,424,,17.5,0.7,,7.0,1,Keelung,,Good
425,27,,2024-05-31 00:00,425,,1.0,31.2,,3.0,313,Pingtung（fangshan）,,Good
426,31,,2024-05-31 00:00,426,,8.6,21.5,,7.0,312,Taichung（Rilana Elementary）,,Good
427,54,,2024-05-31 00:00,427,,13.1,4.6,,16.0,311,New Taipei(Shulin),,Moderate
428,26,,2024-05-31 00:00,428,,0.7,25.8,,6.0,204,Pingtung（Liuqiu）,,Good
429,22,,2024-05-31 00:00,429,,13.0,15.4,,3.0,203,Tainan（Madou）,,Good
430,17,,2024-05-31 00:00,430,,8.5,14.4,,6.0,202,Kaohsiung（Hunei）,,Good
431,44,,2024-05-31 00:00,431,,9.2,14.7,,11.0,201,Changhua（Yuanlin）,,Good
432,25,,2024-05-31 00:00,432,,5.8,13.7,,6.0,85,Dacheng,,Good
433,31,,2024-05-31 00:00,433,,5.5,27.1,,8.0,84,FugueiCape,,Good
434,24,,2024-05-31 00:00,434,,7.4,15.6,,7.0,83,Mailiao,,Good
435,15,,2024-05-31 00:00,435,,1.9,6.5,,2.0,80,Guanshan,,Good
436,27,,2024-05-31 00:00,436,,3.8,29.2,,1.0,78,Magong,,Good
437,73,,2024-05-31 00:00,437,,19.3,9.8,,25.0,77,Kinmen,,Moderate
438,39,,2024-05-31 00:00,438,,16.0,24.1,,11.0,75,Matsu,,Good
439,36,,2024-05-31 00:00,439,,5.6,7.1,,8.0,72,Puli,,Good
440,19,,2024-05-31 00:00,440,,8.3,20.1,,0.0,71,Fuxing,,Good
441,58,,2024-05-31 00:00,441,,8.8,8.2,,48.0,70,Yonghe,,Moderate
442,36,,2024-05-31 00:00,442,,4.6,5.2,,6.0,69,Zhushan,,Good
443,47,,2024-05-31 00:00,443,,22.8,13.6,,16.0,68,Zhongli,,Good
444,43,,2024-05-31 00:00,444,,26.6,2.2,,11.0,67,Sanchong,,Good
445,24,,2024-05-31 00:00,445,,2.7,12.2,,6.0,66,Dongshan,,Good
446,27,,2024-05-31 00:00,446,,3.0,11.6,,4.0,65,Yilan,,Good
447,25,,2024-05-31 00:00,447,,2.3,34.1,,7.0,64,Yangming,,Good
448,26,,2024-05-31 00:00,448,,2.2,17.2,,4.0,63,Hualien,,Good
449,20,,2024-05-31 00:00,449,,1.8,14.4,,3.0,62,Taitung,,Good
450,28,,2024-05-31 00:00,450,,0.9,28.4,,3.0,61,Hengchun,,Good
451,20,,2024-05-31 00:00,451,,2.6,21.3,,3.0,60,Chaozhou,,Good
452,22,,2024-05-31 00:00,452,,4.4,22.7,,4.0,59,Pingtung,,Good
453,26,,2024-05-31 00:00,453,,8.1,20.5,,7.0,58,Xiaogang,,Good
454,17,,2024-05-31 00:00,454,,9.9,20.0,,5.0,57,Qianzhen,,Good
455,19,,2024-05-31 00:00,455,,9.7,20.4,,0.0,56,Qianjin,,Good
456,31,,2024-05-31 00:00,456,,9.1,20.8,,12.0,54,Zuoying,,Good
457,25,,2024-05-31 00:00,457,,15.8,14.9,,6.0,53,Nanzi,,Good
458,30,,2024-05-31 00:00,458,,0.7,30.3,,1.0,52,Linyuan,,Good
459,25,,2024-05-31 00:00,459,,1.8,26.2,,3.0,51,Daliao,,Good
460,22,,2024-05-31 00:00,460,,5.9,23.5,,4.0,50,Fengshan,,Good
461,26,,2024-05-31 00:00,461,,9.5,20.9,,8.0,49,Renwu,,Good
462,19,,2024-05-31 00:00,462,,10.9,17.3,,7.0,48,Qiaotou,,Good
463,20,,2024-05-31 00:00,463,,2.7,11.8,,8.0,47,Meinong,,Good
464,29,,2024-05-31 00:00,464,,12.0,15.0,,10.0,46,Tainan,,Good
465,30,,2024-05-31 00:00,465,,12.8,15.5,,5.0,45,Annan,,Good
466,27,,2024-05-31 00:00,466,,2.8,17.4,,11.0,44,Shanhua,,Good
467,24,,2024-05-31 00:00,467,,3.5,19.5,,0.0,43,Xinying,,Good
468,24,,2024-05-31 00:00,468,,6.1,14.6,,4.0,42,Chiayi,,Good
469,23,,2024-05-31 00:00,469,,5.9,16.3,,3.0,41,Taixi,,Good
470,21,,2024-05-31 00:00,470,,5.4,18.1,,,40,Puzi,,Good
471,29,,2024-05-31 00:00,471,,3.8,19.9,,6.0,39,Xingang,,Good
472,31,,2024-05-31 00:00,472,,5.3,14.3,,7.0,38,Lunbei,,Good
473,28,,2024-05-31 00:00,473,,3.0,10.9,,7.0,37,Douliu,,Good
474,25,,2024-05-31 00:00,474,,5.7,7.0,,7.0,36,Nantou,,Good
475,51,,2024-05-31 00:00,475,,8.6,13.2,,11.0,35,Erlin,,Moderate
476,38,,2024-05-31 00:00,476,,3.7,20.0,,4.0,34,Xianxi,,Good
477,36,,2024-05-31 00:00,477,,11.1,12.4,,9.0,33,Changhua,,Good
478,35,,2024-05-31 00:00,478,,16.0,5.5,,11.0,32,Xitun,,Good
479,27,,2024-05-31 00:00,479,,9.3,12.0,,8.0,31,Zhongming,,Good
480,40,,2024-05-31 00:00,480,,8.2,9.7,,12.0,30,Dali,,Good
481,35,,2024-05-31 00:00,481,,8.0,22.6,,5.0,29,Shalu,,Good
482,27,,2024-05-31 00:00,482,,4.6,21.4,,5.0,28,Fengyuan,,Good
483,32,,2024-05-31 00:00,483,,1.5,23.7,,7.0,27,Sanyi,,Good
484,43,,2024-05-31 00:00,484,,6.8,25.8,,17.0,26,Miaoli,,Good
485,39,,2024-05-31 00:00,485,,7.2,22.4,,14.0,25,Toufen,,Good
486,35,,2024-05-31 00:00,486,,9.6,31.6,,13.0,24,Hsinchu,,Good
487,54,,2024-05-31 00:00,487,,6.3,8.6,,17.0,23,Zhudong,,Moderate
488,53,,2024-05-31 00:00,488,,15.8,13.1,,19.0,22,Hukou,,Moderate
489,56,,2024-05-31 00:00,489,,19.3,7.5,,19.0,21,Longtan,,Moderate
490,40,,2024-05-31 00:00,490,,24.0,13.8,,13.0,20,Pingzhen,,Good
491,30,,2024-05-31 00:00,491,,6.9,30.9,,10.0,19,Guanyin,,Good
492,41,,2024-05-31 00:00,492,,13.5,23.2,,19.0,18,Dayuan,,Good
493,44,,2024-05-31 00:00,493,,8.9,32.5,,13.0,17,Taoyuan,,Good
494,37,,2024-05-31 00:00,494,,20.0,1.8,,12.0,16,Datong,,Good
495,48,,2024-05-31 00:00,495,,25.7,2.9,,15.0,15,Songshan,,Good
496,28,,2024-05-31 00:00,496,,10.4,7.9,,9.0,14,Guting,,Good
497,39,,2024-05-31 00:00,497,,14.5,7.6,,10.0,13,Wanhua,,Good
498,32,,2024-05-31 00:00,498,,16.6,5.3,,9.0,12,Zhongshan,,Good
499,38,,2024-05-31 00:00,499,,23.0,3.0,,14.0,11,Shilin,,Good
500,37,,2024-05-31 00:00,500,,9.9,24.0,,12.0,10,Tamsui,,Good
501,31,,2024-05-31 00:00,501,,14.6,27.3,,11.0,9,Linkou,,Good
502,43,,2024-05-31 00:00,502,,26.0,3.4,,15.0,8,Cailiao,,Good
503,45,,2024-05-31 00:00,503,,19.4,13.1,,17.0,7,Xinzhuang,,Good
504,50,,2024-05-31 00:00,504,,30.0,1.7,,13.0,6,Banqiao,,Good
505,58,,2024-05-31 00:00,505,,21.7,4.2,,21.0,5,Tucheng,,Moderate
506,36,,2024-05-31 00:00,506,,6.3,10.6,,13.0,4,Xindian,,Good
507,28,,2024-05-31 00:00,507,,6.7,4.5,,6.0,3,Wanli,,Good
508,42,,2024-05-31 00:00,508,,19.8,0.5,,13.0,2,Xizhi,,Good
509,27,,2024-05-31 00:00,509,,16.7,0.4,,8.0,1,Keelung,,Good
510,28,,2024-05-30 23:00,510,,2.3,21.0,,1.0,313,Pingtung（fangshan）,,Good
511,33,,2024-05-30 23:00,511,,11.2,18.2,,9.0,312,Taichung（Rilana Elementary）,,Good
512,53,,2024-05-30 23:00,512,,11.5,9.0,,15.0,311,New Taipei(Shulin),,Moderate
513,27,,2024-05-30 23:00,513,,1.0,27.0,,4.0,204,Pingtung（Liuqiu）,,Good
514,23,,2024-05-30 23:00,514,,7.3,19.1,,4.0,203,Tainan（Madou）,,Good
515,18,,2024-05-30 23:00,515,,8.9,14.6,,3.0,202,Kaohsiung（Hunei）,,Good
516,44,,2024-05-30 23:00,516,,9.9,16.5,,14.0,201,Changhua（Yuanlin）,,Good
517,31,,2024-05-30 23:00,517,,5.3,15.1,,5.0,85,Dacheng,,Good
518,34,,2024-05-30 23:00,518,,4.6,27.2,,8.0,84,FugueiCape,,Good
519,25,,2024-05-30 23:00,519,,8.2,16.8,,8.0,83,Mailiao,,Good
520,18,,2024-05-30 23:00,520,,2.7,9.8,,1.0,80,Guanshan,,Good
521,28,,2024-05-30 23:00,521,,6.3,26.2,,0.0,78,Magong,,Good
522,74,,2024-05-30 23:00,522,,21.7,11.2,,24.0,77,Kinmen,,Moderate
523,41,,2024-05-30 23:00,523,,5.4,39.8,,11.0,75,Matsu,,Good
524,37,,2024-05-30 23:00,524,,6.9,8.8,,7.0,72,Puli,,Good
525,20,,2024-05-30 23:00,525,,8.2,20.1,,5.0,71,Fuxing,,Good
526,41,,2024-05-30 23:00,526,,10.4,5.9,,11.0,70,Yonghe,,Good
527,40,,2024-05-30 23:00,527,,4.5,7.4,,7.0,69,Zhushan,,Good
528,49,,2024-05-30 23:00,528,,24.3,14.5,,17.0,68,Zhongli,,Good
529,50,,2024-05-30 23:00,529,,30.9,8.2,,12.0,67,Sanchong,,Good
530,27,,2024-05-30 23:00,530,,14.7,7.5,,8.0,66,Dongshan,,Good
531,31,,2024-05-30 23:00,531,,4.1,18.9,,4.0,65,Yilan,,Good
532,24,,2024-05-30 23:00,532,,3.3,33.5,,9.0,64,Yangming,,Good
533,28,,2024-05-30 23:00,533,,3.5,18.3,,7.0,63,Hualien,,Good
534,22,,2024-05-30 23:00,534,,3.4,17.0,,4.0,62,Taitung,,Good
535,28,,2024-05-30 23:00,535,,2.0,24.3,,5.0,61,Hengchun,,Good
536,21,,2024-05-30 23:00,536,,4.1,11.0,,5.0,60,Chaozhou,,Good
537,23,,2024-05-30 23:00,537,,6.7,19.7,,4.0,59,Pingtung,,Good
538,26,,2024-05-30 23:00,538,,4.3,27.1,,10.0,58,Xiaogang,,Good
539,18,,2024-05-30 23:00,539,,11.1,18.8,,3.0,57,Qianzhen,,Good
540,23,,2024-05-30 23:00,540,,14.5,14.9,,1.0,56,Qianjin,,Good
541,29,,2024-05-30 23:00,541,,11.6,19.0,,9.0,54,Zuoying,,Good
542,22,,2024-05-30 23:00,542,,10.8,20.7,,7.0,53,Nanzi,,Good
543,30,,2024-05-30 23:00,543,,1.1,30.2,,3.0,52,Linyuan,,Good
544,25,,2024-05-30 23:00,544,,2.4,23.7,,2.0,51,Daliao,,Good
545,23,,2024-05-30 23:00,545,,5.9,22.6,,5.0,50,Fengshan,,Good
546,28,,2024-05-30 23:00,546,,4.9,26.3,,5.0,49,Renwu,,Good
547,21,,2024-05-30 23:00,547,,7.6,22.2,,3.0,48,Qiaotou,,Good
548,23,,2024-05-30 23:00,548,,2.7,14.3,,3.0,47,Meinong,,Good
549,27,,2024-05-30 23:00,549,,9.9,18.8,,7.0,46,Tainan,,Good
550,32,,2024-05-30 23:00,550,,10.2,19.6,,7.0,45,Annan,,Good
551,24,,2024-05-30 23:00,551,,2.5,20.6,,6.0,44,Shanhua,,Good
552,25,,2024-05-30 23:00,552,,3.9,20.1,,0.0,43,Xinying,,Good
