siteid,sitename,datacreationdate,aqi,status,pm2.5,o3,no2,co,pm10,no,so2
3,Wanli,2024-05-31 03:00,24,Good,7.0,4.3,6.7,,,,
2,Xizhi,2024-05-31 03:00,43,Good,16.0,1.6,15.5,,,,
1,Keelung,2024-05-31 03:00,23,Good,11.0,2.1,11.3,,,,
313,Pingtung（fangshan）,2024-05-31 02:00,25,Good,0.0,26.2,1.4,,,,
312,Taichung（Rilana Elementary）,2024-05-31 02:00,26,Good,6.0,9.7,10.6,,,,
311,New Taipei(Shulin),2024-05-31 02:00,52,Moderate,19.0,3.4,11.3,,,,
204,Pingtung（Liuqiu）,2024-05-31 02:00,25,Good,8.0,26.1,0.6,,,,
203,Tainan（Madou）,2024-05-31 02:00,18,Good,6.0,22.4,3.8,,,,
202,Kaohsiung（Hunei）,2024-05-31 02:00,16,Good,6.0,16.3,6.4,,,,
201,Changhua（Yuanlin）,2024-05-31 02:00,40,Good,10.0,15.3,6.8,,,,
85,Dacheng,2024-05-31 02:00,18,Good,5.0,15.0,5.6,,,,
84,FugueiCape,2024-05-31 02:00,28,Good,7.0,21.2,9.5,,,,
83,Mailiao,2024-05-31 02:00,22,Good,7.0,18.0,5.6,,,,
80,Guanshan,2024-05-31 02:00,21,Good,3.0,4.4,1.7,,,,
78,Magong,2024-05-31 02:00,27,Good,1.0,30.7,2.1,,,,
77,Kinmen,2024-05-31 02:00,78,Moderate,26.0,4.9,25.7,,,,
75,Matsu,2024-05-31 02:00,38,Good,9.0,25.7,15.6,,,,
72,Puli,2024-05-31 02:00,33,Good,8.0,7.1,3.1,,,,
71,Fuxing,2024-05-31 02:00,18,Good,3.0,21.3,5.6,,,,
70,Yonghe,2024-05-31 02:00,59,Moderate,12.0,7.6,5.4,,,,
69,Zhushan,2024-05-31 02:00,24,Good,3.0,3.6,5.7,,,,
68,Zhongli,2024-05-31 02:00,51,Moderate,19.0,8.8,26.1,,,,
67,Sanchong,2024-05-31 02:00,39,Good,11.0,2.5,17.0,,,,
66,Dongshan,2024-05-31 02:00,24,Good,7.0,6.9,4.0,,,,
65,Yilan,2024-05-31 02:00,19,Good,6.0,8.8,2.8,,,,
64,Yangming,2024-05-31 02:00,25,Good,8.0,29.9,3.2,,,,
63,Hualien,2024-05-31 02:00,22,Good,6.0,17.0,1.1,,,,
62,Taitung,2024-05-31 02:00,17,Good,1.0,8.5,4.4,,,,
61,Hengchun,2024-05-31 02:00,25,Good,3.0,24.7,1.0,,,,
60,Chaozhou,2024-05-31 02:00,18,Good,0.0,16.4,1.4,,,,
59,Pingtung,2024-05-31 02:00,21,Good,1.0,22.4,3.1,,,,
58,Xiaogang,2024-05-31 02:00,33,Good,4.0,20.5,6.2,,,,
57,Qianzhen,2024-05-31 02:00,16,Good,0.0,20.0,6.9,,,,
56,Qianjin,2024-05-31 02:00,18,Good,2.0,19.5,6.3,,,,
54,Zuoying,2024-05-31 02:00,29,Good,6.0,18.0,7.1,,,,
53,Nanzi,2024-05-31 02:00,22,Good,3.0,14.4,13.4,,,,
52,Linyuan,2024-05-31 02:00,27,Good,5.0,22.3,1.8,,,,
51,Daliao,2024-05-31 02:00,23,Good,5.0,19.9,2.4,,,,
50,Fengshan,2024-05-31 02:00,21,Good,0.0,23.9,1.7,,,,
49,Renwu,2024-05-31 02:00,24,Good,4.0,23.4,3.5,,,,
48,Qiaotou,2024-05-31 02:00,18,Good,3.0,18.2,6.6,,,,
47,Meinong,2024-05-31 02:00,18,Good,0.0,23.1,1.5,,,,
46,Tainan,2024-05-31 02:00,28,Good,9.0,18.8,7.6,,,,
45,Annan,2024-05-31 02:00,25,Good,6.0,18.9,8.0,,,,
44,Shanhua,2024-05-31 02:00,26,Good,6.0,22.3,1.5,,,,
43,Xinying,2024-05-31 02:00,20,Good,3.0,18.7,3.4,,,,
42,Chiayi,2024-05-31 02:00,20,Good,3.0,20.4,2.2,,,,
41,Taixi,2024-05-31 02:00,21,Good,3.0,20.6,4.1,,,,
40,Puzi,2024-05-31 02:00,19,Good,,16.8,5.5,,,,
39,Xingang,2024-05-31 02:00,25,Good,5.0,22.1,2.4,,,,
38,Lunbei,2024-05-31 02:00,22,Good,4.0,15.0,3.1,,,,
37,Douliu,2024-05-31 02:00,23,Good,5.0,6.0,11.3,,,,
36,Nantou,2024-05-31 02:00,27,Good,5.0,3.2,7.0,,,,
35,Erlin,2024-05-31 02:00,45,Good,15.0,4.5,10.8,,,,
34,Xianxi,2024-05-31 02:00,32,Good,11.0,6.6,9.0,,,,
33,Changhua,2024-05-31 02:00,27,Good,3.0,20.3,5.0,,,,
32,Xitun,2024-05-31 02:00,31,Good,6.0,8.7,8.1,,,,
31,Zhongming,2024-05-31 02:00,26,Good,7.0,11.4,5.2,,,,
30,Dali,2024-05-31 02:00,36,Good,7.0,10.1,5.0,,,,
29,Shalu,2024-05-31 02:00,28,Good,5.0,15.6,9.3,,,,
28,Fengyuan,2024-05-31 02:00,22,Good,3.0,19.3,4.2,,,,
27,Sanyi,2024-05-31 02:00,26,Good,6.0,18.0,2.9,,,,
26,Miaoli,2024-05-31 02:00,46,Good,16.0,5.2,10.8,,,,
25,Toufen,2024-05-31 02:00,38,Good,11.0,9.4,5.9,,,,
24,Hsinchu,2024-05-31 02:00,34,Good,11.0,18.9,12.7,,,,
23,Zhudong,2024-05-31 02:00,54,Moderate,16.0,8.3,4.5,,,,
22,Hukou,2024-05-31 02:00,49,Good,14.0,12.0,16.8,,,,
21,Longtan,2024-05-31 02:00,59,Moderate,20.0,0.1,22.4,,,,
20,Pingzhen,2024-05-31 02:00,41,Good,16.0,15.5,20.6,,,,
19,Guanyin,2024-05-31 02:00,31,Good,11.0,18.4,7.6,,,,
18,Dayuan,2024-05-31 02:00,46,Good,21.0,16.2,10.1,,,,
17,Taoyuan,2024-05-31 02:00,45,Good,18.0,14.4,18.2,,,,
16,Datong,2024-05-31 02:00,40,Good,14.0,2.3,18.1,,,,
15,Songshan,2024-05-31 02:00,46,Good,15.0,9.7,12.0,,,,
14,Guting,2024-05-31 02:00,25,Good,5.0,8.6,4.8,,,,
13,Wanhua,2024-05-31 02:00,35,Good,9.0,6.6,12.8,,,,
12,Zhongshan,2024-05-31 02:00,34,Good,11.0,6.6,11.0,,,,
11,Shilin,2024-05-31 02:00,39,Good,15.0,8.9,14.5,,,,
10,Tamsui,2024-05-31 02:00,36,Good,11.0,8.7,15.8,,,,
9,Linkou,2024-05-31 02:00,31,Good,12.0,14.3,,,,,
8,Cailiao,2024-05-31 02:00,36,Good,12.0,2.1,17.9,,,,
7,Xinzhuang,2024-05-31 02:00,50,Good,15.0,8.8,17.1,,,,
6,Banqiao,2024-05-31 02:00,42,Good,14.0,2.8,20.9,,,,
5,Tucheng,2024-05-31 02:00,57,Moderate,16.0,1.9,18.6,,,,
4,Xindian,2024-05-31 02:00,35,Good,9.0,9.9,3.9,,,,
3,Wanli,2024-05-31 02:00,26,Good,6.0,6.3,10.9,,,,
2,Xizhi,2024-05-31 02:00,43,Good,11.0,0.6,16.0,,,,
1,Keelung,2024-05-31 02:00,22,Good,4.0,1.8,13.6,,,,
313,Pingtung（fangshan）,2024-05-31 01:00,26,Good,2.0,29.2,1.8,,,,
312,Taichung（Rilana Elementary）,2024-05-31 01:00,28,Good,6.0,19.7,8.8,,,,
311,New Taipei(Shulin),2024-05-31 01:00,51,Moderate,12.0,8.8,7.9,,,,
204,Pingtung（Liuqiu）,2024-05-31 01:00,26,Good,5.0,24.2,0.9,,,,
203,Tainan（Madou）,2024-05-31 01:00,19,Good,4.0,18.2,4.6,,,,
202,Kaohsiung（Hunei）,2024-05-31 01:00,15,Good,4.0,15.6,8.3,,,,
201,Changhua（Yuanlin）,2024-05-31 01:00,44,Good,12.0,14.4,7.9,,,,
85,Dacheng,2024-05-31 01:00,20,Good,5.0,12.3,6.0,,,,
84,FugueiCape,2024-05-31 01:00,30,Good,5.0,28.8,5.4,,,,
83,Mailiao,2024-05-31 01:00,22,Good,5.0,17.0,6.1,,,,
80,Guanshan,2024-05-31 01:00,18,Good,2.0,6.0,1.7,,,,
78,Magong,2024-05-31 01:00,27,Good,1.0,29.7,2.6,,,,
77,Kinmen,2024-05-31 01:00,76,Moderate,30.0,2.8,25.9,,,,
75,Matsu,2024-05-31 01:00,39,Good,12.0,28.6,14.9,,,,
72,Puli,2024-05-31 01:00,35,Good,10.0,8.9,3.8,,,,
71,Fuxing,2024-05-31 01:00,20,Good,5.0,14.3,12.2,,,,
70,Yonghe,2024-05-31 01:00,59,Moderate,16.0,6.5,10.1,,,,
69,Zhushan,2024-05-31 01:00,30,Good,5.0,5.1,4.3,,,,
68,Zhongli,2024-05-31 01:00,46,Good,13.0,12.4,22.9,,,,
67,Sanchong,2024-05-31 01:00,50,Good,16.0,2.6,30.3,,,,
66,Dongshan,2024-05-31 01:00,24,Good,12.0,8.9,3.7,,,,
65,Yilan,2024-05-31 01:00,23,Good,9.0,8.0,2.7,,,,
64,Yangming,2024-05-31 01:00,25,Good,11.0,29.9,2.3,,,,
63,Hualien,2024-05-31 01:00,25,Good,7.0,15.4,1.7,,,,
62,Taitung,2024-05-31 01:00,19,Good,1.0,9.7,1.9,,,,
61,Hengchun,2024-05-31 01:00,27,Good,1.0,27.6,0.8,,,,
60,Chaozhou,2024-05-31 01:00,19,Good,0.0,22.3,0.7,,,,
59,Pingtung,2024-05-31 01:00,21,Good,4.0,24.8,2.5,,,,
58,Xiaogang,2024-05-31 01:00,40,Good,24.0,13.3,20.1,,,,
57,Qianzhen,2024-05-31 01:00,18,Good,3.0,14.9,11.4,,,,
56,Qianjin,2024-05-31 01:00,19,Good,2.0,17.8,9.5,,,,
54,Zuoying,2024-05-31 01:00,31,Good,8.0,17.7,7.7,,,,
53,Nanzi,2024-05-31 01:00,19,Good,4.0,17.4,11.2,,,,
52,Linyuan,2024-05-31 01:00,29,Good,0.0,26.9,0.8,,,,
51,Daliao,2024-05-31 01:00,24,Good,4.0,23.5,1.8,,,,
50,Fengshan,2024-05-31 01:00,21,Good,3.0,21.4,5.1,,,,
49,Renwu,2024-05-31 01:00,24,Good,5.0,22.9,7.1,,,,
48,Qiaotou,2024-05-31 01:00,19,Good,6.0,16.5,9.9,,,,
47,Meinong,2024-05-31 01:00,19,Good,4.0,19.2,2.3,,,,
46,Tainan,2024-05-31 01:00,28,Good,7.0,15.5,11.3,,,,
45,Annan,2024-05-31 01:00,26,Good,6.0,16.7,11.6,,,,
44,Shanhua,2024-05-31 01:00,27,Good,9.0,17.9,2.8,,,,
43,Xinying,2024-05-31 01:00,22,Good,2.0,20.6,3.1,,,,
42,Chiayi,2024-05-31 01:00,22,Good,4.0,13.8,5.7,,,,
41,Taixi,2024-05-31 01:00,21,Good,3.0,18.4,4.9,,,,
40,Puzi,2024-05-31 01:00,19,Good,,16.4,5.9,,,,
39,Xingang,2024-05-31 01:00,27,Good,7.0,19.5,3.5,,,,
38,Lunbei,2024-05-31 01:00,26,Good,4.0,13.8,2.7,,,,
37,Douliu,2024-05-31 01:00,25,Good,5.0,9.4,2.7,,,,
36,Nantou,2024-05-31 01:00,26,Good,5.0,5.3,5.5,,,,
35,Erlin,2024-05-31 01:00,47,Good,10.0,8.8,8.3,,,,
34,Xianxi,2024-05-31 01:00,35,Good,5.0,14.4,4.1,,,,
33,Changhua,2024-05-31 01:00,33,Good,6.0,15.9,8.7,,,,
32,Xitun,2024-05-31 01:00,34,Good,10.0,7.7,9.8,,,,
31,Zhongming,2024-05-31 01:00,27,Good,6.0,11.8,6.6,,,,
30,Dali,2024-05-31 01:00,39,Good,9.0,8.4,7.0,,,,
29,Shalu,2024-05-31 01:00,33,Good,8.0,16.6,8.5,,,,
28,Fengyuan,2024-05-31 01:00,24,Good,6.0,18.3,4.9,,,,
27,Sanyi,2024-05-31 01:00,29,Good,6.0,17.6,2.1,,,,
26,Miaoli,2024-05-31 01:00,44,Good,13.0,7.9,13.0,,,,
25,Toufen,2024-05-31 01:00,40,Good,12.0,11.7,8.6,,,,
24,Hsinchu,2024-05-31 01:00,33,Good,12.0,25.6,10.8,,,,
23,Zhudong,2024-05-31 01:00,53,Moderate,19.0,7.7,5.5,,,,
22,Hukou,2024-05-31 01:00,50,Good,13.0,21.5,7.8,,,,
21,Longtan,2024-05-31 01:00,57,Moderate,21.0,0.5,24.2,,,,
20,Pingzhen,2024-05-31 01:00,40,Good,12.0,14.4,24.2,,,,
19,Guanyin,2024-05-31 01:00,30,Good,7.0,31.9,4.9,,,,
18,Dayuan,2024-05-31 01:00,41,Good,11.0,22.6,11.2,,,,
17,Taoyuan,2024-05-31 01:00,43,Good,11.0,22.3,12.0,,,,
16,Datong,2024-05-31 01:00,37,Good,10.0,3.9,16.3,,,,
15,Songshan,2024-05-31 01:00,46,Good,12.0,4.5,21.2,,,,
14,Guting,2024-05-31 01:00,27,Good,8.0,8.3,6.7,,,,
13,Wanhua,2024-05-31 01:00,39,Good,9.0,8.1,10.9,,,,
12,Zhongshan,2024-05-31 01:00,33,Good,11.0,8.2,13.3,,,,
11,Shilin,2024-05-31 01:00,38,Good,12.0,4.4,23.4,,,,
10,Tamsui,2024-05-31 01:00,36,Good,10.0,11.8,11.5,,,,
9,Linkou,2024-05-31 01:00,30,Good,9.0,18.9,,,,,
8,Cailiao,2024-05-31 01:00,33,Good,13.0,7.8,18.3,,,,
7,Xinzhuang,2024-05-31 01:00,50,Good,22.0,8.7,20.4,,,,
6,Banqiao,2024-05-31 01:00,42,Good,13.0,2.9,25.0,,,,
5,Tucheng,2024-05-31 01:00,59,Moderate,19.0,4.0,20.4,,,,
4,Xindian,2024-05-31 01:00,36,Good,12.0,8.6,5.0,,,,
3,Wanli,2024-05-31 01:00,28,Good,9.0,6.8,6.1,,,,
2,Xizhi,2024-05-31 01:00,44,Good,13.0,0.4,18.7,,,,
1,Keelung,2024-05-31 01:00,28,Good,7.0,0.7,17.5,,,,
313,Pingtung（fangshan）,2024-05-31 00:00,27,Good,3.0,31.2,1.0,,,,
312,Taichung（Rilana Elementary）,2024-05-31 00:00,31,Good,7.0,21.5,8.6,,,,
311,New Taipei(Shulin),2024-05-31 00:00,54,Moderate,16.0,4.6,13.1,,,,
204,Pingtung（Liuqiu）,2024-05-31 00:00,26,Good,6.0,25.8,0.7,,,,
203,Tainan（Madou）,2024-05-31 00:00,22,Good,3.0,15.4,13.0,,,,
202,Kaohsiung（Hunei）,2024-05-31 00:00,17,Good,6.0,14.4,8.5,,,,
201,Changhua（Yuanlin）,2024-05-31 00:00,44,Good,11.0,14.7,9.2,,,,
85,Dacheng,2024-05-31 00:00,25,Good,6.0,13.7,5.8,,,,
84,FugueiCape,2024-05-31 00:00,31,Good,8.0,27.1,5.5,,,,
83,Mailiao,2024-05-31 00:00,24,Good,7.0,15.6,7.4,,,,
80,Guanshan,2024-05-31 00:00,15,Good,2.0,6.5,1.9,,,,
78,Magong,2024-05-31 00:00,27,Good,1.0,29.2,3.8,,,,
77,Kinmen,2024-05-31 00:00,73,Moderate,25.0,9.8,19.3,,,,
75,Matsu,2024-05-31 00:00,39,Good,11.0,24.1,16.0,,,,
72,Puli,2024-05-31 00:00,36,Good,8.0,7.1,5.6,,,,
71,Fuxing,2024-05-31 00:00,19,Good,0.0,20.1,8.3,,,,
70,Yonghe,2024-05-31 00:00,58,Moderate,48.0,8.2,8.8,,,,
69,Zhushan,2024-05-31 00:00,36,Good,6.0,5.2,4.6,,,,
68,Zhongli,2024-05-31 00:00,47,Good,16.0,13.6,22.8,,,,
67,Sanchong,2024-05-31 00:00,43,Good,11.0,2.2,26.6,,,,
66,Dongshan,2024-05-31 00:00,24,Good,6.0,12.2,2.7,,,,
65,Yilan,2024-05-31 00:00,27,Good,4.0,11.6,3.0,,,,
64,Yangming,2024-05-31 00:00,25,Good,7.0,34.1,2.3,,,,
63,Hualien,2024-05-31 00:00,26,Good,4.0,17.2,2.2,,,,
62,Taitung,2024-05-31 00:00,20,Good,3.0,14.4,1.8,,,,
61,Hengchun,2024-05-31 00:00,28,Good,3.0,28.4,0.9,,,,
60,Chaozhou,2024-05-31 00:00,20,Good,3.0,21.3,2.6,,,,
59,Pingtung,2024-05-31 00:00,22,Good,4.0,22.7,4.4,,,,
58,Xiaogang,2024-05-31 00:00,26,Good,7.0,20.5,8.1,,,,
57,Qianzhen,2024-05-31 00:00,17,Good,5.0,20.0,9.9,,,,
56,Qianjin,2024-05-31 00:00,19,Good,0.0,20.4,9.7,,,,
54,Zuoying,2024-05-31 00:00,31,Good,12.0,20.8,9.1,,,,
53,Nanzi,2024-05-31 00:00,25,Good,6.0,14.9,15.8,,,,
52,Linyuan,2024-05-31 00:00,30,Good,1.0,30.3,0.7,,,,
51,Daliao,2024-05-31 00:00,25,Good,3.0,26.2,1.8,,,,
50,Fengshan,2024-05-31 00:00,22,Good,4.0,23.5,5.9,,,,
49,Renwu,2024-05-31 00:00,26,Good,8.0,20.9,9.5,,,,
48,Qiaotou,2024-05-31 00:00,19,Good,7.0,17.3,10.9,,,,
47,Meinong,2024-05-31 00:00,20,Good,8.0,11.8,2.7,,,,
46,Tainan,2024-05-31 00:00,29,Good,10.0,15.0,12.0,,,,
45,Annan,2024-05-31 00:00,30,Good,5.0,15.5,12.8,,,,
44,Shanhua,2024-05-31 00:00,27,Good,11.0,17.4,2.8,,,,
43,Xinying,2024-05-31 00:00,24,Good,0.0,19.5,3.5,,,,
42,Chiayi,2024-05-31 00:00,24,Good,4.0,14.6,6.1,,,,
41,Taixi,2024-05-31 00:00,23,Good,3.0,16.3,5.9,,,,
40,Puzi,2024-05-31 00:00,21,Good,,18.1,5.4,,,,
39,Xingang,2024-05-31 00:00,29,Good,6.0,19.9,3.8,,,,
38,Lunbei,2024-05-31 00:00,31,Good,7.0,14.3,5.3,,,,
37,Douliu,2024-05-31 00:00,28,Good,7.0,10.9,3.0,,,,
36,Nantou,2024-05-31 00:00,25,Good,7.0,7.0,5.7,,,,
35,Erlin,2024-05-31 00:00,51,Moderate,11.0,13.2,8.6,,,,
34,Xianxi,2024-05-31 00:00,38,Good,4.0,20.0,3.7,,,,
33,Changhua,2024-05-31 00:00,36,Good,9.0,12.4,11.1,,,,
32,Xitun,2024-05-31 00:00,35,Good,11.0,5.5,16.0,,,,
31,Zhongming,2024-05-31 00:00,27,Good,8.0,12.0,9.3,,,,
30,Dali,2024-05-31 00:00,40,Good,12.0,9.7,8.2,,,,
29,Shalu,2024-05-31 00:00,35,Good,5.0,22.6,8.0,,,,
28,Fengyuan,2024-05-31 00:00,27,Good,5.0,21.4,4.6,,,,
27,Sanyi,2024-05-31 00:00,32,Good,7.0,23.7,1.5,,,,
26,Miaoli,2024-05-31 00:00,43,Good,17.0,25.8,6.8,,,,
25,Toufen,2024-05-31 00:00,39,Good,14.0,22.4,7.2,,,,
24,Hsinchu,2024-05-31 00:00,35,Good,13.0,31.6,9.6,,,,
23,Zhudong,2024-05-31 00:00,54,Moderate,17.0,8.6,6.3,,,,
22,Hukou,2024-05-31 00:00,53,Moderate,19.0,13.1,15.8,,,,
21,Longtan,2024-05-31 00:00,56,Moderate,19.0,7.5,19.3,,,,
20,Pingzhen,2024-05-31 00:00,40,Good,13.0,13.8,24.0,,,,
19,Guanyin,2024-05-31 00:00,30,Good,10.0,30.9,6.9,,,,
18,Dayuan,2024-05-31 00:00,41,Good,19.0,23.2,13.5,,,,
17,Taoyuan,2024-05-31 00:00,44,Good,13.0,32.5,8.9,,,,
16,Datong,2024-05-31 00:00,37,Good,12.0,1.8,20.0,,,,
15,Songshan,2024-05-31 00:00,48,Good,15.0,2.9,25.7,,,,
14,Guting,2024-05-31 00:00,28,Good,9.0,7.9,10.4,,,,
13,Wanhua,2024-05-31 00:00,39,Good,10.0,7.6,14.5,,,,
12,Zhongshan,2024-05-31 00:00,32,Good,9.0,5.3,16.6,,,,
11,Shilin,2024-05-31 00:00,38,Good,14.0,3.0,23.0,,,,
10,Tamsui,2024-05-31 00:00,37,Good,12.0,24.0,9.9,,,,
9,Linkou,2024-05-31 00:00,31,Good,11.0,27.3,14.6,,,,
8,Cailiao,2024-05-31 00:00,43,Good,15.0,3.4,26.0,,,,
7,Xinzhuang,2024-05-31 00:00,45,Good,17.0,13.1,19.4,,,,
6,Banqiao,2024-05-31 00:00,50,Good,13.0,1.7,30.0,,,,
5,Tucheng,2024-05-31 00:00,58,Moderate,21.0,4.2,21.7,,,,
4,Xindian,2024-05-31 00:00,36,Good,13.0,10.6,6.3,,,,
3,Wanli,2024-05-31 00:00,28,Good,6.0,4.5,6.7,,,,
2,Xizhi,2024-05-31 00:00,42,Good,13.0,0.5,19.8,,,,
1,Keelung,2024-05-31 00:00,27,Good,8.0,0.4,16.7,,,,
313,Pingtung（fangshan）,2024-05-30 23:00,28,Good,1.0,21.0,2.3,,,,
312,Taichung（Rilana Elementary）,2024-05-30 23:00,33,Good,9.0,18.2,11.2,,,,
311,New Taipei(Shulin),2024-05-30 23:00,53,Moderate,15.0,9.0,11.5,,,,
204,Pingtung（Liuqiu）,2024-05-30 23:00,27,Good,4.0,27.0,1.0,,,,
203,Tainan（Madou）,2024-05-30 23:00,23,Good,4.0,19.1,7.3,,,,
202,Kaohsiung（Hunei）,2024-05-30 23:00,18,Good,3.0,14.6,8.9,,,,
201,Changhua（Yuanlin）,2024-05-30 23:00,44,Good,14.0,16.5,9.9,,,,
85,Dacheng,2024-05-30 23:00,31,Good,5.0,15.1,5.3,,,,
84,FugueiCape,2024-05-30 23:00,34,Good,8.0,27.2,4.6,,,,
83,Mailiao,2024-05-30 23:00,25,Good,8.0,16.8,8.2,,,,
80,Guanshan,2024-05-30 23:00,18,Good,1.0,9.8,2.7,,,,
78,Magong,2024-05-30 23:00,28,Good,0.0,26.2,6.3,,,,
77,Kinmen,2024-05-30 23:00,74,Moderate,24.0,11.2,21.7,,,,
75,Matsu,2024-05-30 23:00,41,Good,11.0,39.8,5.4,,,,
72,Puli,2024-05-30 23:00,37,Good,7.0,8.8,6.9,,,,
71,Fuxing,2024-05-30 23:00,20,Good,5.0,20.1,8.2,,,,
70,Yonghe,2024-05-30 23:00,41,Good,11.0,5.9,10.4,,,,
69,Zhushan,2024-05-30 23:00,40,Good,7.0,7.4,4.5,,,,
68,Zhongli,2024-05-30 23:00,49,Good,17.0,14.5,24.3,,,,
67,Sanchong,2024-05-30 23:00,50,Good,12.0,8.2,30.9,,,,
66,Dongshan,2024-05-30 23:00,27,Good,8.0,7.5,14.7,,,,
65,Yilan,2024-05-30 23:00,31,Good,4.0,18.9,4.1,,,,
64,Yangming,2024-05-30 23:00,24,Good,9.0,33.5,3.3,,,,
63,Hualien,2024-05-30 23:00,28,Good,7.0,18.3,3.5,,,,
62,Taitung,2024-05-30 23:00,22,Good,4.0,17.0,3.4,,,,
61,Hengchun,2024-05-30 23:00,28,Good,5.0,24.3,2.0,,,,
60,Chaozhou,2024-05-30 23:00,21,Good,5.0,11.0,4.1,,,,
59,Pingtung,2024-05-30 23:00,23,Good,4.0,19.7,6.7,,,,
58,Xiaogang,2024-05-30 23:00,26,Good,10.0,27.1,4.3,,,,
57,Qianzhen,2024-05-30 23:00,18,Good,3.0,18.8,11.1,,,,
56,Qianjin,2024-05-30 23:00,23,Good,1.0,14.9,14.5,,,,
54,Zuoying,2024-05-30 23:00,29,Good,9.0,19.0,11.6,,,,
53,Nanzi,2024-05-30 23:00,22,Good,7.0,20.7,10.8,,,,
52,Linyuan,2024-05-30 23:00,30,Good,3.0,30.2,1.1,,,,
51,Daliao,2024-05-30 23:00,25,Good,2.0,23.7,2.4,,,,
50,Fengshan,2024-05-30 23:00,23,Good,5.0,22.6,5.9,,,,
49,Renwu,2024-05-30 23:00,28,Good,5.0,26.3,4.9,,,,
48,Qiaotou,2024-05-30 23:00,21,Good,3.0,22.2,7.6,,,,
47,Meinong,2024-05-30 23:00,23,Good,3.0,14.3,2.7,,,,
46,Tainan,2024-05-30 23:00,27,Good,7.0,18.8,9.9,,,,
45,Annan,2024-05-30 23:00,32,Good,7.0,19.6,10.2,,,,
44,Shanhua,2024-05-30 23:00,24,Good,6.0,20.6,2.5,,,,
43,Xinying,2024-05-30 23:00,25,Good,0.0,20.1,3.9,,,,
42,Chiayi,2024-05-30 23:00,26,Good,5.0,19.3,5.1,,,,
41,Taixi,2024-05-30 23:00,27,Good,5.0,17.1,5.9,,,,
40,Puzi,2024-05-30 23:00,22,Good,,14.5,8.5,,,,
39,Xingang,2024-05-30 23:00,32,Good,11.0,21.9,3.4,,,,
38,Lunbei,2024-05-30 23:00,35,Good,8.0,16.6,3.7,,,,
37,Douliu,2024-05-30 23:00,29,Good,12.0,14.1,5.7,,,,
36,Nantou,2024-05-30 23:00,26,Good,7.0,7.2,7.7,,,,
35,Erlin,2024-05-30 23:00,55,Moderate,14.0,17.1,5.5,,,,
34,Xianxi,2024-05-30 23:00,43,Good,18.0,22.9,5.4,,,,
33,Changhua,2024-05-30 23:00,37,Good,10.0,15.8,10.2,,,,
32,Xitun,2024-05-30 23:00,34,Good,7.0,8.0,16.5,,,,
31,Zhongming,2024-05-30 23:00,28,Good,5.0,14.1,11.0,,,,
30,Dali,2024-05-30 23:00,39,Good,12.0,10.8,10.0,,,,
29,Shalu,2024-05-30 23:00,39,Good,7.0,22.6,11.7,,,,
28,Fengyuan,2024-05-30 23:00,31,Good,4.0,28.2,4.4,,,,
27,Sanyi,2024-05-30 23:00,36,Good,5.0,30.9,0.4,,,,
26,Miaoli,2024-05-30 23:00,41,Good,16.0,27.3,7.7,,,,
25,Toufen,2024-05-30 23:00,39,Good,14.0,19.6,8.3,,,,
24,Hsinchu,2024-05-30 23:00,36,Good,7.0,33.3,10.3,,,,
23,Zhudong,2024-05-30 23:00,54,Moderate,14.0,10.5,7.2,,,,
22,Hukou,2024-05-30 23:00,53,Moderate,12.0,25.0,9.1,,,,
21,Longtan,2024-05-30 23:00,56,Moderate,19.0,15.3,16.3,,,,
20,Pingzhen,2024-05-30 23:00,39,Good,11.0,19.0,19.2,,,,
19,Guanyin,2024-05-30 23:00,31,Good,12.0,24.0,11.2,,,,
18,Dayuan,2024-05-30 23:00,39,Good,12.0,16.9,18.8,,,,
17,Taoyuan,2024-05-30 23:00,44,Good,15.0,30.9,13.5,,,,
16,Datong,2024-05-30 23:00,50,Good,18.0,3.5,30.6,,,,
15,Songshan,2024-05-30 23:00,45,Good,18.0,9.0,23.6,,,,
14,Guting,2024-05-30 23:00,28,Good,4.0,6.8,11.2,,,,
13,Wanhua,2024-05-30 23:00,38,Good,11.0,4.9,21.5,,,,
12,Zhongshan,2024-05-30 23:00,35,Good,13.0,9.5,21.8,,,,
11,Shilin,2024-05-30 23:00,42,Good,12.0,8.4,25.2,,,,
10,Tamsui,2024-05-30 23:00,36,Good,12.0,24.4,14.3,,,,
9,Linkou,2024-05-30 23:00,31,Good,11.0,30.5,,,,,
8,Cailiao,2024-05-30 23:00,38,Good,9.0,18.8,23.2,,,,
7,Xinzhuang,2024-05-30 23:00,42,Good,17.0,12.7,23.4,,,,
6,Banqiao,2024-05-30 23:00,43,Good,17.0,9.4,26.2,,,,
5,Tucheng,2024-05-30 23:00,57,Moderate,19.0,5.3,24.6,,,,
4,Xindian,2024-05-30 23:00,34,Good,9.0,12.0,8.8,,,,
3,Wanli,2024-05-30 23:00,28,Good,4.0,5.4,7.1,,,,
2,Xizhi,2024-05-30 23:00,43,Good,17.0,1.4,23.3,,,,
1,Keelung,2024-05-30 23:00,30,Good,8.0,0.4,18.3,,,,
313,Pingtung（fangshan）,2024-05-30 22:00,30,Good,0.0,22.7,2.7,,,,
312,Taichung（Rilana Elementary）,2024-05-30 22:00,36,Good,10.0,17.4,12.7,,,,
