siteid,sitename,datacreationdate,aqi,status,level_0,co,index,no,no2,o3,pm10,pm2.5,so2
42,Chiayi,2024-05-30 23:00,26,Good,553,,553,,5.1,19.3,,5.0,
41,Taixi,2024-05-30 23:00,27,Good,554,,554,,5.9,17.1,,5.0,
40,Puzi,2024-05-30 23:00,22,Good,555,,555,,8.5,14.5,,,
39,Xingang,2024-05-30 23:00,32,Good,556,,556,,3.4,21.9,,11.0,
38,Lunbei,2024-05-30 23:00,35,Good,557,,557,,3.7,16.6,,8.0,
37,Douliu,2024-05-30 23:00,29,Good,558,,558,,5.7,14.1,,12.0,
36,Nantou,2024-05-30 23:00,26,Good,559,,559,,7.7,7.2,,7.0,
35,Erlin,2024-05-30 23:00,55,Moderate,560,,560,,5.5,17.1,,14.0,
34,Xianxi,2024-05-30 23:00,43,Good,561,,561,,5.4,22.9,,18.0,
33,Changhua,2024-05-30 23:00,37,Good,562,,562,,10.2,15.8,,10.0,
32,Xitun,2024-05-30 23:00,34,Good,563,,563,,16.5,8.0,,7.0,
31,Zhongming,2024-05-30 23:00,28,Good,564,,564,,11.0,14.1,,5.0,
30,Dali,2024-05-30 23:00,39,Good,565,,565,,10.0,10.8,,12.0,
29,Shalu,2024-05-30 23:00,39,Good,566,,566,,11.7,22.6,,7.0,
28,Fengyuan,2024-05-30 23:00,31,Good,567,,567,,4.4,28.2,,4.0,
27,Sanyi,2024-05-30 23:00,36,Good,568,,568,,0.4,30.9,,5.0,
26,Miaoli,2024-05-30 23:00,41,Good,569,,569,,7.7,27.3,,16.0,
25,Toufen,2024-05-30 23:00,39,Good,570,,570,,8.3,19.6,,14.0,
24,Hsinchu,2024-05-30 23:00,36,Good,571,,571,,10.3,33.3,,7.0,
23,Zhudong,2024-05-30 23:00,54,Moderate,572,,572,,7.2,10.5,,14.0,
22,Hukou,2024-05-30 23:00,53,Moderate,573,,573,,9.1,25.0,,12.0,
21,Longtan,2024-05-30 23:00,56,Moderate,574,,574,,16.3,15.3,,19.0,
20,Pingzhen,2024-05-30 23:00,39,Good,575,,575,,19.2,19.0,,11.0,
19,Guanyin,2024-05-30 23:00,31,Good,576,,576,,11.2,24.0,,12.0,
18,Dayuan,2024-05-30 23:00,39,Good,577,,577,,18.8,16.9,,12.0,
17,Taoyuan,2024-05-30 23:00,44,Good,578,,578,,13.5,30.9,,15.0,
16,Datong,2024-05-30 23:00,50,Good,579,,579,,30.6,3.5,,18.0,
15,Songshan,2024-05-30 23:00,45,Good,580,,580,,23.6,9.0,,18.0,
14,Guting,2024-05-30 23:00,28,Good,581,,581,,11.2,6.8,,4.0,
13,Wanhua,2024-05-30 23:00,38,Good,582,,582,,21.5,4.9,,11.0,
12,Zhongshan,2024-05-30 23:00,35,Good,583,,583,,21.8,9.5,,13.0,
11,Shilin,2024-05-30 23:00,42,Good,584,,584,,25.2,8.4,,12.0,
10,Tamsui,2024-05-30 23:00,36,Good,585,,585,,14.3,24.4,,12.0,
9,Linkou,2024-05-30 23:00,31,Good,586,,586,,,30.5,,11.0,
8,Cailiao,2024-05-30 23:00,38,Good,587,,587,,23.2,18.8,,9.0,
7,Xinzhuang,2024-05-30 23:00,42,Good,588,,588,,23.4,12.7,,17.0,
6,Banqiao,2024-05-30 23:00,43,Good,589,,589,,26.2,9.4,,17.0,
5,Tucheng,2024-05-30 23:00,57,Moderate,590,,590,,24.6,5.3,,19.0,
4,Xindian,2024-05-30 23:00,34,Good,591,,591,,8.8,12.0,,9.0,
3,Wanli,2024-05-30 23:00,28,Good,592,,592,,7.1,5.4,,4.0,
2,Xizhi,2024-05-30 23:00,43,Good,593,,593,,23.3,1.4,,17.0,
1,Keelung,2024-05-30 23:00,30,Good,594,,594,,18.3,0.4,,8.0,
313,Pingtung（fangshan）,2024-05-30 22:00,30,Good,595,,595,,2.7,22.7,,0.0,
312,Taichung（Rilana Elementary）,2024-05-30 22:00,36,Good,596,,596,,12.7,17.4,,10.0,
311,New Taipei(Shulin),2024-05-30 22:00,52,Moderate,597,,597,,15.6,7.0,,19.0,
204,Pingtung（Liuqiu）,2024-05-30 22:00,27,Good,598,,598,,1.3,28.6,,5.0,
203,Tainan（Madou）,2024-05-30 22:00,25,Good,599,,599,,7.5,19.2,,6.0,
202,Kaohsiung（Hunei）,2024-05-30 22:00,19,Good,600,,600,,8.8,16.3,,5.0,
201,Changhua（Yuanlin）,2024-05-30 22:00,43,Good,601,,601,,12.3,16.2,,16.0,
85,Dacheng,2024-05-30 22:00,35,Good,602,,602,,4.7,16.2,,3.0,
84,FugueiCape,2024-05-30 22:00,36,Good,603,,603,,1.8,33.2,,5.0,
83,Mailiao,2024-05-30 22:00,30,Good,604,,604,,8.9,17.4,,6.0,
80,Guanshan,2024-05-30 22:00,20,Good,605,,605,,3.2,14.8,,3.0,
78,Magong,2024-05-30 22:00,29,Good,606,,606,,7.8,24.8,,0.0,
77,Kinmen,2024-05-30 22:00,76,Moderate,607,,607,,17.1,16.4,,23.0,
75,Matsu,2024-05-30 22:00,42,Good,608,,608,,8.7,37.1,,12.0,
72,Puli,2024-05-30 22:00,39,Good,609,,609,,8.2,9.4,,10.0,
71,Fuxing,2024-05-30 22:00,20,Good,610,,610,,12.1,20.3,,6.0,
70,Yonghe,2024-05-30 22:00,42,Good,611,,611,,19.9,6.0,,13.0,
69,Zhushan,2024-05-30 22:00,41,Good,612,,612,,6.1,7.8,,11.0,
68,Zhongli,2024-05-30 22:00,48,Good,613,,613,,28.1,16.8,,12.0,
67,Sanchong,2024-05-30 22:00,54,Moderate,614,,614,,35.8,11.7,,11.0,
66,Dongshan,2024-05-30 22:00,31,Good,615,,615,,3.7,21.2,,7.0,
65,Yilan,2024-05-30 22:00,34,Good,616,,616,,6.6,20.1,,4.0,
64,Yangming,2024-05-30 22:00,24,Good,617,,617,,3.6,27.9,,7.0,
63,Hualien,2024-05-30 22:00,29,Good,618,,618,,4.6,18.4,,10.0,
62,Taitung,2024-05-30 22:00,24,Good,619,,619,,3.9,22.3,,1.0,
61,Hengchun,2024-05-30 22:00,29,Good,620,,620,,1.6,26.5,,1.0,
60,Chaozhou,2024-05-30 22:00,24,Good,621,,621,,3.9,12.8,,2.0,
59,Pingtung,2024-05-30 22:00,25,Good,622,,622,,7.5,23.1,,6.0,
58,Xiaogang,2024-05-30 22:00,25,Good,623,,623,,9.7,23.9,,9.0,
57,Qianzhen,2024-05-30 22:00,22,Good,624,,624,,13.3,18.2,,2.0,
56,Qianjin,2024-05-30 22:00,21,Good,625,,625,,10.2,19.9,,3.0,
54,Zuoying,2024-05-30 22:00,29,Good,626,,626,,13.6,18.2,,10.0,
53,Nanzi,2024-05-30 22:00,24,Good,627,,627,,9.7,23.5,,3.0,
52,Linyuan,2024-05-30 22:00,31,Good,628,,628,,1.0,30.5,,3.0,
51,Daliao,2024-05-30 22:00,26,Good,629,,629,,3.1,25.1,,2.0,
50,Fengshan,2024-05-30 22:00,24,Good,630,,630,,6.0,25.1,,6.0,
49,Renwu,2024-05-30 22:00,28,Good,631,,631,,3.7,30.0,,5.0,
48,Qiaotou,2024-05-30 22:00,22,Good,632,,632,,8.6,21.7,,4.0,
47,Meinong,2024-05-30 22:00,26,Good,633,,633,,3.1,14.9,,4.0,
46,Tainan,2024-05-30 22:00,28,Good,634,,634,,13.7,17.2,,8.0,
45,Annan,2024-05-30 22:00,34,Good,635,,635,,11.6,17.7,,7.0,
44,Shanhua,2024-05-30 22:00,25,Good,636,,636,,2.7,20.8,,9.0,
43,Xinying,2024-05-30 22:00,26,Good,637,,637,,4.0,20.9,,2.0,
42,Chiayi,2024-05-30 22:00,27,Good,638,,638,,4.9,21.2,,6.0,
41,Taixi,2024-05-30 22:00,32,Good,639,,639,,5.0,20.2,,6.0,
40,Puzi,2024-05-30 22:00,25,Good,640,,640,,6.6,17.6,,,
39,Xingang,2024-05-30 22:00,33,Good,641,,641,,3.7,24.1,,8.0,
38,Lunbei,2024-05-30 22:00,37,Good,642,,642,,4.0,19.8,,9.0,
37,Douliu,2024-05-30 22:00,26,Good,643,,643,,10.3,16.1,,9.0,
36,Nantou,2024-05-30 22:00,29,Good,644,,644,,7.2,9.8,,4.0,
35,Erlin,2024-05-30 22:00,56,Moderate,645,,645,,5.1,20.5,,17.0,
34,Xianxi,2024-05-30 22:00,39,Good,646,,646,,5.4,27.4,,16.0,
33,Changhua,2024-05-30 22:00,39,Good,647,,647,,8.6,20.6,,12.0,
32,Xitun,2024-05-30 22:00,38,Good,648,,648,,14.9,15.4,,9.0,
31,Zhongming,2024-05-30 22:00,30,Good,649,,649,,12.3,14.7,,8.0,
30,Dali,2024-05-30 22:00,37,Good,650,,650,,10.9,11.5,,11.0,
29,Shalu,2024-05-30 22:00,41,Good,651,,651,,16.7,19.5,,13.0,
28,Fengyuan,2024-05-30 22:00,38,Good,652,,652,,6.7,20.4,,3.0,
27,Sanyi,2024-05-30 22:00,39,Good,653,,653,,0.4,31.0,,5.0,
26,Miaoli,2024-05-30 22:00,41,Good,654,,654,,8.8,26.2,,10.0,
25,Toufen,2024-05-30 22:00,39,Good,655,,655,,6.8,31.4,,13.0,
24,Hsinchu,2024-05-30 22:00,38,Good,656,,656,,12.3,34.3,,9.0,
23,Zhudong,2024-05-30 22:00,55,Moderate,657,,657,,8.2,11.0,,13.0,
22,Hukou,2024-05-30 22:00,56,Moderate,658,,658,,6.2,31.0,,16.0,
21,Longtan,2024-05-30 22:00,56,Moderate,659,,659,,18.4,20.6,,16.0,
20,Pingzhen,2024-05-30 22:00,40,Good,660,,660,,15.0,27.1,,9.0,
19,Guanyin,2024-05-30 22:00,32,Good,661,,661,,7.7,31.2,,11.0,
18,Dayuan,2024-05-30 22:00,40,Good,662,,662,,18.1,18.2,,13.0,
17,Taoyuan,2024-05-30 22:00,44,Good,663,,663,,19.5,23.7,,17.0,
16,Datong,2024-05-30 22:00,52,Moderate,664,,664,,33.3,12.7,,9.0,
15,Songshan,2024-05-30 22:00,43,Good,665,,665,,26.5,6.9,,17.0,
14,Guting,2024-05-30 22:00,31,Good,666,,666,,14.0,10.6,,9.0,
13,Wanhua,2024-05-30 22:00,45,Good,667,,667,,27.3,23.0,,19.0,
12,Zhongshan,2024-05-30 22:00,47,Good,668,,668,,28.1,16.6,,11.0,
11,Shilin,2024-05-30 22:00,38,Good,669,,669,,23.7,15.5,,11.0,
10,Tamsui,2024-05-30 22:00,36,Good,670,,670,,16.8,13.9,,10.0,
9,Linkou,2024-05-30 22:00,33,Good,671,,671,,15.8,34.0,,12.0,
8,Cailiao,2024-05-30 22:00,33,Good,672,,672,,20.0,29.6,,8.0,
7,Xinzhuang,2024-05-30 22:00,40,Good,673,,673,,22.8,16.6,,17.0,
6,Banqiao,2024-05-30 22:00,43,Good,674,,674,,26.8,12.2,,12.0,
5,Tucheng,2024-05-30 22:00,56,Moderate,675,,675,,26.8,6.7,,18.0,
4,Xindian,2024-05-30 22:00,33,Good,676,,676,,10.6,10.2,,13.0,
3,Wanli,2024-05-30 22:00,29,Good,677,,677,,7.8,7.4,,4.0,
2,Xizhi,2024-05-30 22:00,43,Good,678,,678,,26.6,3.7,,14.0,
1,Keelung,2024-05-30 22:00,30,Good,679,,679,,18.4,0.4,,9.0,
313,Pingtung（fangshan）,2024-05-30 21:00,31,Good,680,,680,,3.6,25.5,,1.0,
312,Taichung（Rilana Elementary）,2024-05-30 21:00,41,Good,681,,681,,8.0,28.5,,11.0,
311,New Taipei(Shulin),2024-05-30 21:00,52,Moderate,682,,682,,20.7,6.8,,19.0,
204,Pingtung（Liuqiu）,2024-05-30 21:00,28,Good,683,,683,,1.0,28.8,,6.0,
203,Tainan（Madou）,2024-05-30 21:00,28,Good,684,,684,,17.4,12.2,,9.0,
202,Kaohsiung（Hunei）,2024-05-30 21:00,22,Good,685,,685,,13.2,12.4,,8.0,
201,Changhua（Yuanlin）,2024-05-30 21:00,40,Good,686,,686,,11.3,19.2,,11.0,
85,Dacheng,2024-05-30 21:00,41,Good,687,,687,,4.4,19.3,,4.0,
84,FugueiCape,2024-05-30 21:00,38,Good,688,,688,,3.7,30.3,,9.0,
83,Mailiao,2024-05-30 21:00,35,Good,689,,689,,6.9,20.8,,7.0,
80,Guanshan,2024-05-30 21:00,23,Good,690,,690,,3.5,18.1,,4.0,
78,Magong,2024-05-30 21:00,32,Good,691,,691,,5.7,28.7,,0.0,
77,Kinmen,2024-05-30 21:00,77,Moderate,692,,692,,13.7,26.5,,21.0,
75,Matsu,2024-05-30 21:00,44,Good,693,,693,,5.8,36.5,,13.0,
72,Puli,2024-05-30 21:00,41,Good,694,,694,,7.6,17.9,,11.0,
71,Fuxing,2024-05-30 21:00,21,Good,695,,695,,10.7,20.7,,6.0,
70,Yonghe,2024-05-30 21:00,50,Good,696,,696,,30.2,12.1,,14.0,
69,Zhushan,2024-05-30 21:00,39,Good,697,,697,,7.3,11.6,,14.0,
68,Zhongli,2024-05-30 21:00,48,Good,698,,698,,26.1,18.3,,14.0,
67,Sanchong,2024-05-30 21:00,60,Moderate,699,,699,,44.4,6.6,,11.0,
66,Dongshan,2024-05-30 21:00,34,Good,700,,700,,4.0,25.6,,5.0,
65,Yilan,2024-05-30 21:00,38,Good,701,,701,,3.8,27.2,,8.0,
64,Yangming,2024-05-30 21:00,25,Good,702,,702,,1.6,29.4,,5.0,
63,Hualien,2024-05-30 21:00,29,Good,703,,703,,5.3,20.8,,12.0,
62,Taitung,2024-05-30 21:00,26,Good,704,,704,,5.0,24.0,,3.0,
61,Hengchun,2024-05-30 21:00,30,Good,705,,705,,1.4,28.2,,2.0,
60,Chaozhou,2024-05-30 21:00,26,Good,706,,706,,4.0,17.0,,4.0,
59,Pingtung,2024-05-30 21:00,26,Good,707,,707,,8.6,22.5,,10.0,
58,Xiaogang,2024-05-30 21:00,23,Good,708,,708,,14.0,18.6,,6.0,
57,Qianzhen,2024-05-30 21:00,23,Good,709,,709,,14.8,17.4,,6.0,
56,Qianjin,2024-05-30 21:00,21,Good,710,,710,,9.5,22.6,,4.0,
54,Zuoying,2024-05-30 21:00,28,Good,711,,711,,10.2,21.6,,7.0,
53,Nanzi,2024-05-30 21:00,27,Good,712,,712,,12.9,19.9,,7.0,
52,Linyuan,2024-05-30 21:00,31,Good,713,,713,,1.0,32.1,,3.0,
51,Daliao,2024-05-30 21:00,27,Good,714,,714,,3.8,26.5,,3.0,
50,Fengshan,2024-05-30 21:00,24,Good,715,,715,,7.7,24.5,,9.0,
49,Renwu,2024-05-30 21:00,28,Good,716,,716,,4.4,29.4,,8.0,
48,Qiaotou,2024-05-30 21:00,22,Good,717,,717,,9.2,20.9,,6.0,
47,Meinong,2024-05-30 21:00,28,Good,718,,718,,4.4,17.4,,6.0,
46,Tainan,2024-05-30 21:00,31,Good,719,,719,,16.0,13.5,,9.0,
45,Annan,2024-05-30 21:00,38,Good,720,,720,,16.9,14.7,,17.0,
44,Shanhua,2024-05-30 21:00,26,Good,721,,721,,3.2,20.0,,7.0,
43,Xinying,2024-05-30 21:00,29,Good,722,,722,,4.5,21.8,,0.0,
42,Chiayi,2024-05-30 21:00,32,Good,723,,723,,3.9,25.2,,5.0,
41,Taixi,2024-05-30 21:00,38,Good,724,,724,,3.7,26.1,,5.0,
40,Puzi,2024-05-30 21:00,27,Good,725,,725,,7.3,20.2,,,
39,Xingang,2024-05-30 21:00,35,Good,726,,726,,4.1,25.1,,10.0,
38,Lunbei,2024-05-30 21:00,36,Good,727,,727,,4.5,24.3,,13.0,
37,Douliu,2024-05-30 21:00,32,Good,728,,728,,12.0,13.9,,10.0,
36,Nantou,2024-05-30 21:00,35,Good,729,,729,,8.5,14.2,,6.0,
35,Erlin,2024-05-30 21:00,54,Moderate,730,,730,,5.2,21.2,,17.0,
34,Xianxi,2024-05-30 21:00,41,Good,731,,731,,6.9,27.7,,12.0,
33,Changhua,2024-05-30 21:00,46,Good,732,,732,,8.3,28.0,,9.0,
32,Xitun,2024-05-30 21:00,45,Good,733,,733,,12.7,24.8,,11.0,
31,Zhongming,2024-05-30 21:00,32,Good,734,,734,,8.9,24.1,,5.0,
30,Dali,2024-05-30 21:00,42,Good,735,,735,,11.3,15.4,,9.0,
29,Shalu,2024-05-30 21:00,44,Good,736,,736,,14.3,24.6,,12.0,
28,Fengyuan,2024-05-30 21:00,44,Good,737,,737,,8.3,16.1,,5.0,
27,Sanyi,2024-05-30 21:00,44,Good,738,,738,,1.0,30.3,,7.0,
26,Miaoli,2024-05-30 21:00,45,Good,739,,739,,7.5,31.2,,10.0,
25,Toufen,2024-05-30 21:00,44,Good,740,,740,,4.9,40.4,,9.0,
24,Hsinchu,2024-05-30 21:00,42,Good,741,,741,,8.1,39.6,,7.0,
23,Zhudong,2024-05-30 21:00,56,Moderate,742,,742,,9.5,16.4,,19.0,
22,Hukou,2024-05-30 21:00,56,Moderate,743,,743,,5.5,33.1,,18.0,
21,Longtan,2024-05-30 21:00,55,Moderate,744,,744,,18.6,23.0,,19.0,
20,Pingzhen,2024-05-30 21:00,43,Good,745,,745,,20.8,23.3,,15.0,
19,Guanyin,2024-05-30 21:00,34,Good,746,,746,,8.5,33.6,,6.0,
18,Dayuan,2024-05-30 21:00,38,Good,747,,747,,15.7,21.9,,13.0,
17,Taoyuan,2024-05-30 21:00,42,Good,748,,748,,18.6,26.9,,15.0,
16,Datong,2024-05-30 21:00,47,Good,749,,749,,28.2,18.0,,10.0,
15,Songshan,2024-05-30 21:00,45,Good,750,,750,,27.3,6.7,,17.0,
14,Guting,2024-05-30 21:00,31,Good,751,,751,,18.2,10.6,,13.0,
13,Wanhua,2024-05-30 21:00,47,Good,752,,752,,28.6,16.3,,10.0,
12,Zhongshan,2024-05-30 21:00,43,Good,753,,753,,26.6,18.7,,10.0,
11,Shilin,2024-05-30 21:00,42,Good,754,,754,,25.4,13.5,,14.0,
10,Tamsui,2024-05-30 21:00,38,Good,755,,755,,23.5,12.0,,14.0,
9,Linkou,2024-05-30 21:00,37,Good,756,,756,,22.7,25.5,,12.0,
8,Cailiao,2024-05-30 21:00,32,Good,757,,757,,17.1,29.5,,10.0,
7,Xinzhuang,2024-05-30 21:00,35,Good,758,,758,,19.6,26.5,,14.0,
6,Banqiao,2024-05-30 21:00,38,Good,759,,759,,23.5,21.8,,18.0,
5,Tucheng,2024-05-30 21:00,57,Moderate,760,,760,,31.9,5.5,,18.0,
4,Xindian,2024-05-30 21:00,32,Good,761,,761,,11.1,13.1,,12.0,
3,Wanli,2024-05-30 21:00,31,Good,762,,762,,5.7,10.4,,4.0,
2,Xizhi,2024-05-30 21:00,43,Good,763,,763,,26.4,2.7,,11.0,
1,Keelung,2024-05-30 21:00,28,Good,764,,764,,17.3,2.4,,11.0,
313,Pingtung（fangshan）,2024-05-30 20:00,32,Good,765,,765,,4.5,30.6,,4.0,
312,Taichung（Rilana Elementary）,2024-05-30 20:00,45,Good,766,,766,,5.7,38.1,,10.0,
311,New Taipei(Shulin),2024-05-30 20:00,54,Moderate,767,,767,,35.1,8.4,,18.0,
204,Pingtung（Liuqiu）,2024-05-30 20:00,28,Good,768,,768,,1.4,29.6,,7.0,
203,Tainan（Madou）,2024-05-30 20:00,29,Good,769,,769,,10.5,20.1,,10.0,
202,Kaohsiung（Hunei）,2024-05-30 20:00,21,Good,770,,770,,11.7,15.1,,4.0,
201,Changhua（Yuanlin）,2024-05-30 20:00,42,Good,771,,771,,10.6,27.7,,10.0,
85,Dacheng,2024-05-30 20:00,46,Good,772,,772,,4.7,27.7,,5.0,
84,FugueiCape,2024-05-30 20:00,41,Good,773,,773,,8.3,31.1,,8.0,
83,Mailiao,2024-05-30 20:00,41,Good,774,,774,,5.7,23.2,,7.0,
80,Guanshan,2024-05-30 20:00,26,Good,775,,775,,2.9,23.4,,2.0,
78,Magong,2024-05-30 20:00,37,Good,776,,776,,4.8,32.4,,4.0,
77,Kinmen,2024-05-30 20:00,80,Moderate,777,,777,,15.1,33.0,,29.0,
75,Matsu,2024-05-30 20:00,46,Good,778,,778,,3.3,39.9,,15.0,
72,Puli,2024-05-30 20:00,43,Good,779,,779,,9.0,22.5,,9.0,
71,Fuxing,2024-05-30 20:00,21,Good,780,,780,,11.5,21.6,,7.0,
70,Yonghe,2024-05-30 20:00,45,Good,781,,781,,27.1,8.8,,15.0,
69,Zhushan,2024-05-30 20:00,40,Good,782,,782,,7.0,17.6,,7.0,
68,Zhongli,2024-05-30 20:00,52,Moderate,783,,783,,33.5,10.9,,21.0,
67,Sanchong,2024-05-30 20:00,62,Moderate,784,,784,,46.2,3.8,,12.0,
66,Dongshan,2024-05-30 20:00,36,Good,785,,785,,3.9,30.7,,6.0,
65,Yilan,2024-05-30 20:00,41,Good,786,,786,,3.6,35.3,,6.0,
64,Yangming,2024-05-30 20:00,25,Good,787,,787,,1.7,14.9,,8.0,
63,Hualien,2024-05-30 20:00,31,Good,788,,788,,6.2,21.8,,8.0,
62,Taitung,2024-05-30 20:00,27,Good,789,,789,,6.0,23.9,,1.0,
61,Hengchun,2024-05-30 20:00,31,Good,790,,790,,1.3,30.5,,3.0,
60,Chaozhou,2024-05-30 20:00,28,Good,791,,791,,4.1,23.8,,6.0,
59,Pingtung,2024-05-30 20:00,27,Good,792,,792,,8.2,24.2,,8.0,
58,Xiaogang,2024-05-30 20:00,25,Good,793,,793,,10.1,24.2,,7.0,
57,Qianzhen,2024-05-30 20:00,25,Good,794,,794,,15.8,17.2,,6.0,
56,Qianjin,2024-05-30 20:00,21,Good,795,,795,,12.7,18.7,,4.0,
54,Zuoying,2024-05-30 20:00,29,Good,796,,796,,13.0,19.7,,10.0,
53,Nanzi,2024-05-30 20:00,25,Good,797,,797,,11.5,23.5,,10.0,
52,Linyuan,2024-05-30 20:00,31,Good,798,,798,,0.7,33.4,,5.0,
51,Daliao,2024-05-30 20:00,27,Good,799,,799,,3.4,27.2,,7.0,
50,Fengshan,2024-05-30 20:00,24,Good,800,,800,,8.0,23.6,,7.0,
49,Renwu,2024-05-30 20:00,28,Good,801,,801,,6.3,28.2,,7.0,
48,Qiaotou,2024-05-30 20:00,23,Good,802,,802,,13.7,17.9,,5.0,
47,Meinong,2024-05-30 20:00,30,Good,803,,803,,3.7,26.5,,8.0,
46,Tainan,2024-05-30 20:00,31,Good,804,,804,,10.1,22.3,,6.0,
45,Annan,2024-05-30 20:00,33,Good,805,,805,,13.1,21.2,,10.0,
44,Shanhua,2024-05-30 20:00,29,Good,806,,806,,2.6,23.4,,5.0,
43,Xinying,2024-05-30 20:00,33,Good,807,,807,,4.7,25.0,,1.0,
42,Chiayi,2024-05-30 20:00,38,Good,808,,808,,4.2,28.6,,5.0,
41,Taixi,2024-05-30 20:00,43,Good,809,,809,,2.1,30.0,,6.0,
40,Puzi,2024-05-30 20:00,30,Good,810,,810,,7.7,23.3,,,
39,Xingang,2024-05-30 20:00,38,Good,811,,811,,4.7,31.0,,9.0,
38,Lunbei,2024-05-30 20:00,37,Good,812,,812,,4.6,28.8,,11.0,
37,Douliu,2024-05-30 20:00,38,Good,813,,813,,7.6,27.2,,7.0,
36,Nantou,2024-05-30 20:00,41,Good,814,,814,,8.7,20.2,,7.0,
35,Erlin,2024-05-30 20:00,53,Moderate,815,,815,,5.7,26.8,,23.0,
34,Xianxi,2024-05-30 20:00,46,Good,816,,816,,6.8,30.3,,11.0,
33,Changhua,2024-05-30 20:00,54,Moderate,817,,817,,7.2,35.3,,12.0,
32,Xitun,2024-05-30 20:00,51,Moderate,818,,818,,9.2,31.6,,7.0,
31,Zhongming,2024-05-30 20:00,35,Good,819,,819,,9.2,30.4,,8.0,
30,Dali,2024-05-30 20:00,47,Good,820,,820,,11.8,21.3,,9.0,
29,Shalu,2024-05-30 20:00,49,Good,821,,821,,11.9,32.0,,11.0,
28,Fengyuan,2024-05-30 20:00,54,Moderate,822,,822,,6.7,22.9,,8.0,
27,Sanyi,2024-05-30 20:00,48,Good,823,,823,,2.1,30.9,,13.0,
26,Miaoli,2024-05-30 20:00,50,Good,824,,824,,7.5,33.6,,11.0,
25,Toufen,2024-05-30 20:00,46,Good,825,,825,,5.4,40.6,,11.0,
24,Hsinchu,2024-05-30 20:00,44,Good,826,,826,,8.7,42.9,,8.0,
23,Zhudong,2024-05-30 20:00,54,Moderate,827,,827,,10.9,21.5,,18.0,
22,Hukou,2024-05-30 20:00,55,Moderate,828,,828,,5.8,35.1,,18.0,
21,Longtan,2024-05-30 20:00,52,Moderate,829,,829,,19.8,25.7,,21.0,
20,Pingzhen,2024-05-30 20:00,43,Good,830,,830,,26.7,18.7,,16.0,
19,Guanyin,2024-05-30 20:00,35,Good,831,,831,,7.5,34.1,,7.0,
18,Dayuan,2024-05-30 20:00,34,Good,832,,832,,19.5,21.1,,17.0,
17,Taoyuan,2024-05-30 20:00,40,Good,833,,833,,23.0,26.6,,13.0,
16,Datong,2024-05-30 20:00,51,Moderate,834,,834,,31.9,11.0,,12.0,
15,Songshan,2024-05-30 20:00,42,Good,835,,835,,25.3,12.1,,12.0,
14,Guting,2024-05-30 20:00,35,Good,836,,836,,16.1,17.3,,11.0,
13,Wanhua,2024-05-30 20:00,47,Good,837,,837,,28.0,18.3,,10.0,
12,Zhongshan,2024-05-30 20:00,51,Moderate,838,,838,,31.8,10.2,,13.0,
11,Shilin,2024-05-30 20:00,38,Good,839,,839,,23.2,17.0,,11.0,
10,Tamsui,2024-05-30 20:00,45,Good,840,,840,,27.5,17.5,,11.0,
9,Linkou,2024-05-30 20:00,38,Good,841,,841,,7.2,31.5,,11.0,
8,Cailiao,2024-05-30 20:00,35,Good,842,,842,,21.3,23.5,,7.0,
7,Xinzhuang,2024-05-30 20:00,38,Good,843,,843,,23.4,18.2,,11.0,
6,Banqiao,2024-05-30 20:00,42,Good,844,,844,,25.1,20.2,,8.0,
5,Tucheng,2024-05-30 20:00,55,Moderate,845,,845,,35.2,7.9,,21.0,
4,Xindian,2024-05-30 20:00,38,Good,846,,846,,11.6,18.6,,10.0,
3,Wanli,2024-05-30 20:00,35,Good,847,,847,,7.7,14.4,,5.0,
2,Xizhi,2024-05-30 20:00,51,Moderate,848,,848,,31.8,1.1,,16.0,
1,Keelung,2024-05-30 20:00,28,Good,849,,849,,17.4,3.3,,8.0,
313,Pingtung（fangshan）,2024-05-30 19:00,33,Good,850,,850,,2.3,35.1,,2.0,
312,Taichung（Rilana Elementary）,2024-05-30 19:00,48,Good,851,,851,,5.1,41.3,,8.0,
311,New Taipei(Shulin),2024-05-30 19:00,52,Moderate,852,,852,,33.2,13.8,,13.0,
204,Pingtung（Liuqiu）,2024-05-30 19:00,28,Good,853,,853,,1.7,30.6,,8.0,
203,Tainan（Madou）,2024-05-30 19:00,31,Good,854,,854,,7.5,26.3,,7.0,
202,Kaohsiung（Hunei）,2024-05-30 19:00,23,Good,855,,855,,8.7,19.9,,2.0,
201,Changhua（Yuanlin）,2024-05-30 19:00,46,Good,856,,856,,8.7,31.6,,10.0,
85,Dacheng,2024-05-30 19:00,51,Moderate,857,,857,,4.8,35.1,,5.0,
84,FugueiCape,2024-05-30 19:00,43,Good,858,,858,,6.3,36.8,,8.0,
83,Mailiao,2024-05-30 19:00,45,Good,859,,859,,3.6,26.6,,3.0,
80,Guanshan,2024-05-30 19:00,28,Good,860,,860,,3.6,23.4,,5.0,
78,Magong,2024-05-30 19:00,40,Good,861,,861,,5.0,31.7,,7.0,
77,Kinmen,2024-05-30 19:00,77,Moderate,862,,862,,15.5,39.4,,32.0,
75,Matsu,2024-05-30 19:00,47,Good,863,,863,,2.0,44.6,,11.0,
72,Puli,2024-05-30 19:00,47,Good,864,,864,,6.7,27.4,,12.0,
71,Fuxing,2024-05-30 19:00,25,Good,865,,865,,15.9,17.4,,6.0,
