siteid,sitename,datacreationdate,aqi,status,level_0,co,index,no,no2,o3,pm10,pm2.5,so2
70,Yonghe,2024-05-30 19:00,35,Good,866,,866,,20.6,16.6,,12.0,
69,Zhushan,2024-05-30 19:00,45,Good,867,,867,,5.6,26.2,,7.0,
68,Zhongli,2024-05-30 19:00,52,Moderate,868,,868,,33.7,11.7,,15.0,
67,Sanchong,2024-05-30 19:00,60,Moderate,869,,869,,43.3,5.3,,11.0,
66,Dongshan,2024-05-30 19:00,38,Good,870,,870,,4.8,36.4,,7.0,
65,Yilan,2024-05-30 19:00,43,Good,871,,871,,3.0,39.6,,5.0,
64,Yangming,2024-05-30 19:00,28,Good,872,,872,,1.5,19.7,,6.0,
63,Hualien,2024-05-30 19:00,32,Good,873,,873,,6.6,24.4,,9.0,
62,Taitung,2024-05-30 19:00,29,Good,874,,874,,6.2,24.8,,0.0,
61,Hengchun,2024-05-30 19:00,31,Good,875,,875,,1.7,31.9,,2.0,
60,Chaozhou,2024-05-30 19:00,29,Good,876,,876,,3.2,27.9,,2.0,
59,Pingtung,2024-05-30 19:00,27,Good,877,,877,,7.3,25.6,,4.0,
58,Xiaogang,2024-05-30 19:00,29,Good,878,,878,,10.1,22.7,,7.0,
57,Qianzhen,2024-05-30 19:00,32,Good,879,,879,,19.7,14.4,,2.0,
56,Qianjin,2024-05-30 19:00,22,Good,880,,880,,11.3,21.2,,2.0,
54,Zuoying,2024-05-30 19:00,30,Good,881,,881,,12.2,22.1,,10.0,
53,Nanzi,2024-05-30 19:00,24,Good,882,,882,,12.6,24.0,,10.0,
52,Linyuan,2024-05-30 19:00,31,Good,883,,883,,0.8,33.8,,7.0,
51,Daliao,2024-05-30 19:00,27,Good,884,,884,,3.8,28.4,,7.0,
50,Fengshan,2024-05-30 19:00,25,Good,885,,885,,10.1,22.8,,11.0,
49,Renwu,2024-05-30 19:00,28,Good,886,,886,,8.3,27.0,,6.0,
48,Qiaotou,2024-05-30 19:00,24,Good,887,,887,,12.9,20.5,,3.0,
47,Meinong,2024-05-30 19:00,31,Good,888,,888,,2.6,31.0,,4.0,
46,Tainan,2024-05-30 19:00,34,Good,889,,889,,10.5,25.3,,11.0,
45,Annan,2024-05-30 19:00,34,Good,890,,890,,12.8,24.0,,11.0,
44,Shanhua,2024-05-30 19:00,31,Good,891,,891,,2.4,27.6,,8.0,
43,Xinying,2024-05-30 19:00,39,Good,892,,892,,5.1,30.1,,4.0,
42,Chiayi,2024-05-30 19:00,43,Good,893,,893,,4.9,33.4,,4.0,
41,Taixi,2024-05-30 19:00,47,Good,894,,894,,1.8,31.3,,4.0,
40,Puzi,2024-05-30 19:00,34,Good,895,,895,,9.4,34.0,,,
39,Xingang,2024-05-30 19:00,43,Good,896,,896,,5.2,39.0,,12.0,
38,Lunbei,2024-05-30 19:00,41,Good,897,,897,,4.2,34.5,,10.0,
37,Douliu,2024-05-30 19:00,43,Good,898,,898,,6.3,34.5,,4.0,
36,Nantou,2024-05-30 19:00,45,Good,899,,899,,6.7,25.6,,7.0,
35,Erlin,2024-05-30 19:00,51,Moderate,900,,900,,3.8,37.7,,15.0,
34,Xianxi,2024-05-30 19:00,50,Good,901,,901,,6.1,35.4,,11.0,
33,Changhua,2024-05-30 19:00,67,Moderate,902,,902,,7.0,39.0,,12.0,
32,Xitun,2024-05-30 19:00,64,Moderate,903,,903,,6.5,37.5,,9.0,
31,Zhongming,2024-05-30 19:00,37,Good,904,,904,,9.7,31.4,,9.0,
30,Dali,2024-05-30 19:00,58,Moderate,905,,905,,8.7,26.8,,8.0,
29,Shalu,2024-05-30 19:00,58,Moderate,906,,906,,8.6,40.6,,11.0,
28,Fengyuan,2024-05-30 19:00,71,Moderate,907,,907,,6.0,35.2,,11.0,
27,Sanyi,2024-05-30 19:00,51,Moderate,908,,908,,3.1,37.7,,10.0,
26,Miaoli,2024-05-30 19:00,67,Moderate,909,,909,,7.1,40.4,,13.0,
25,Toufen,2024-05-30 19:00,50,Good,910,,910,,6.0,39.4,,10.0,
24,Hsinchu,2024-05-30 19:00,47,Good,911,,911,,18.5,35.7,,10.0,
23,Zhudong,2024-05-30 19:00,58,Moderate,912,,912,,9.4,30.1,,17.0,
22,Hukou,2024-05-30 19:00,54,Moderate,913,,913,,6.6,33.9,,20.0,
21,Longtan,2024-05-30 19:00,49,Good,914,,914,,16.0,35.4,,19.0,
20,Pingzhen,2024-05-30 19:00,38,Good,915,,915,,19.8,23.6,,13.0,
19,Guanyin,2024-05-30 19:00,51,Moderate,916,,916,,12.9,31.8,,12.0,
18,Dayuan,2024-05-30 19:00,36,Good,917,,917,,19.5,26.0,,15.0,
17,Taoyuan,2024-05-30 19:00,52,Moderate,918,,918,,33.4,12.0,,14.0,
16,Datong,2024-05-30 19:00,48,Good,919,,919,,29.8,14.0,,10.0,
15,Songshan,2024-05-30 19:00,36,Good,920,,920,,21.8,17.5,,12.0,
14,Guting,2024-05-30 19:00,38,Good,921,,921,,15.3,24.8,,7.0,
13,Wanhua,2024-05-30 19:00,42,Good,922,,922,,25.5,21.2,,11.0,
12,Zhongshan,2024-05-30 19:00,52,Moderate,923,,923,,32.7,11.4,,8.0,
11,Shilin,2024-05-30 19:00,35,Good,924,,924,,20.2,21.0,,11.0,
10,Tamsui,2024-05-30 19:00,42,Good,925,,925,,25.4,21.2,,11.0,
9,Linkou,2024-05-30 19:00,40,Good,926,,926,,3.9,36.3,,4.0,
8,Cailiao,2024-05-30 19:00,38,Good,927,,927,,20.7,25.6,,8.0,
7,Xinzhuang,2024-05-30 19:00,40,Good,928,,928,,24.7,18.7,,11.0,
6,Banqiao,2024-05-30 19:00,41,Good,929,,929,,21.0,24.1,,8.0,
5,Tucheng,2024-05-30 19:00,51,Moderate,930,,930,,31.6,16.3,,18.0,
4,Xindian,2024-05-30 19:00,42,Good,931,,931,,11.8,27.4,,6.0,
3,Wanli,2024-05-30 19:00,39,Good,932,,932,,12.6,18.9,,5.0,
2,Xizhi,2024-05-30 19:00,52,Moderate,933,,933,,32.9,8.9,,14.0,
1,Keelung,2024-05-30 19:00,27,Good,934,,934,,16.6,5.1,,4.0,
